id,name,EditableSynonymList_graph_id
,HPRP8,esl_20200604115458950286
,PRP8,esl_20200604115458950286
,PRPC8,esl_20200604115458950286
,RP13,esl_20200604115458950286
,SNRNP220,esl_20200604115458950286
,DIAR6,esl_20200604115458950337
,GC-C,esl_20200604115458950337
,GUC2C,esl_20200604115458950337
,MECIL,esl_20200604115458950337
,MUCIL,esl_20200604115458950337
,STAR,esl_20200604115458950337
,BB2,esl_20200604115458950367
,CD54,esl_20200604115458950367
,P3.58,esl_20200604115458950367
,NEDALVS,esl_20200604115458950392
,SCAR1,esl_20200604115458950392
,WAVE,esl_20200604115458950392
,WAVE1,esl_20200604115458950392
,GSD15,esl_20200604115458950419
,GYG,esl_20200604115458950419
,CD202B,esl_20200604115458950443
,GLC3E,esl_20200604115458950443
,TIE-2,esl_20200604115458950443
,TIE2,esl_20200604115458950443
,VMCM,esl_20200604115458950443
,VMCM1,esl_20200604115458950443
,CCYC,esl_20200604115458950472
,HRAD17,esl_20200604115458950472
,R24L,esl_20200604115458950472
,RAD17SP,esl_20200604115458950472
,RAD24,esl_20200604115458950472
,EIEE58,esl_20200604115458950499
,GP145-TrkB,esl_20200604115458950499
,OBHD,esl_20200604115458950499
,trk-B,esl_20200604115458950499
,TRKB,esl_20200604115458950499
,D6S231E,esl_20200604115458950527
,CCK-4,esl_20200604115458950551
,CCK4,esl_20200604115458950551
,NR3C3,esl_20200604115458950575
,PR,esl_20200604115458950575
,hPER,esl_20200604115458950600
,PER,esl_20200604115458950600
,RIGUI,esl_20200604115458950600
,ALPS3,esl_20200604115458950625
,CVID9,esl_20200604115458950625
,MAY1,esl_20200604115458950625
,nPKC-delta,esl_20200604115458950625
,PKCD,esl_20200604115458950625
,ARIP4,esl_20200604115458950653
,HSPC325,esl_20200604115458950653
,SRISNF2L,esl_20200604115458950653
,ACT35,esl_20200604115458950679
,CD134,esl_20200604115458950679
,IMD16,esl_20200604115458950679
,OX40,esl_20200604115458950679
,TXGP1L,esl_20200604115458950679
,ELP-1,esl_20200604115458950706
,ERD2.2,esl_20200604115458950706
,CHC22,esl_20200604115458950731
,CLH22,esl_20200604115458950731
,CLTCL,esl_20200604115458950731
,CLTD,esl_20200604115458950731
,CDCD1,esl_20200604115458950757
,CDDC,esl_20200604115458950757
,CMD1A,esl_20200604115458950757
,CMT2B1,esl_20200604115458950757
,EMD2,esl_20200604115458950757
,FPL,esl_20200604115458950757
,FPLD,esl_20200604115458950757
,FPLD2,esl_20200604115458950757
,HGPS,esl_20200604115458950757
,IDC,esl_20200604115458950757
,LDP1,esl_20200604115458950757
,LFP,esl_20200604115458950757
,LGMD1B,esl_20200604115458950757
,LMN1,esl_20200604115458950757
,LMNC,esl_20200604115458950757
,LMNL1,esl_20200604115458950757
,MADA,esl_20200604115458950757
,PRO1,esl_20200604115458950757
,HLD16,esl_20200604115458950798
,FP497,esl_20200604115458950822
,CDHF12,esl_20200604115458950845
,CDHR16,esl_20200604115458950845
,HSCR1,esl_20200604115458950845
,MEN2A,esl_20200604115458950845
,MEN2B,esl_20200604115458950845
,MTC1,esl_20200604115458950845
,PTC,esl_20200604115458950845
,RET-ELE1,esl_20200604115458950845
,CD56,esl_20200604115458950876
,MSK39,esl_20200604115458950876
,NCAM,esl_20200604115458950876
,CSDD1,esl_20200604115458950901
,LIN-28,esl_20200604115458950901
,lin-28A,esl_20200604115458950901
,LIN28,esl_20200604115458950901
,ZCCHC1,esl_20200604115458950901
,M-RIP,esl_20200604115458950929
,MRIP,esl_20200604115458950929
,p116Rip,esl_20200604115458950929
,RHOIP3,esl_20200604115458950929
,RIP3,esl_20200604115458950929
,SS-3-R,esl_20200604115458950957
,SS3-R,esl_20200604115458950957
,SS3R,esl_20200604115458950957
,SSR-28,esl_20200604115458950957
,PVNH8,esl_20200604115458950983
,ALO17,esl_20200604115458951006
,C17orf27,esl_20200604115458951006
,KIAA1618,esl_20200604115458951006
,MYMY2,esl_20200604115458951006
,MYSTR,esl_20200604115458951006
,NET57,esl_20200604115458951006
,CD238,esl_20200604115458951035
,ECE3,esl_20200604115458951035
,Kell,esl_20200604115458951035
,ALRP,esl_20200604115458951060
,bA320F15.2,esl_20200604115458951060
,C-193,esl_20200604115458951060
,CARP,esl_20200604115458951060
,CVARP,esl_20200604115458951060
,MCARP,esl_20200604115458951060
,AR,esl_20200604115458951089
,AREGB,esl_20200604115458951089
,CRDGF,esl_20200604115458951089
,SDGF,esl_20200604115458951089
,IPCA-2,esl_20200604115458951116
,IPCA-6,esl_20200604115458951116
,IPCA-8,esl_20200604115458951116
,IPCA6,esl_20200604115458951116
,PCANAP2,esl_20200604115458951116
,PCANAP6,esl_20200604115458951116
,PCANAP8,esl_20200604115458951116
,PRST,esl_20200604115458951116
,ADHR,esl_20200604115458951146
,FGFN,esl_20200604115458951146
,HFTC2,esl_20200604115458951146
,HPDR2,esl_20200604115458951146
,HYPF,esl_20200604115458951146
,PHPTC,esl_20200604115458951146
,GRIN2,esl_20200604115458951175
,KIAA0514,esl_20200604115458951175
,AAT5,esl_20200604115458951199
,ACVRLK4,esl_20200604115458951199
,ALK-5,esl_20200604115458951199
,ALK5,esl_20200604115458951199
,ESS1,esl_20200604115458951199
,LDS1,esl_20200604115458951199
,LDS1A,esl_20200604115458951199
,LDS2A,esl_20200604115458951199
,MSSE,esl_20200604115458951199
,SKR4,esl_20200604115458951199
,tbetaR-I,esl_20200604115458951199
,TBR-i,esl_20200604115458951199
,TBRI,esl_20200604115458951199
,TGFR-1,esl_20200604115458951199
,C1orf92,esl_20200604115458951237
,B7-H2,esl_20200604115458951261
,B7h,esl_20200604115458951261
,B7H2,esl_20200604115458951261
,B7RP-1,esl_20200604115458951261
,B7RP1,esl_20200604115458951261
,CD275,esl_20200604115458951261
,GL50,esl_20200604115458951261
,ICOS-L,esl_20200604115458951261
,ICOSL,esl_20200604115458951261
,LICOS,esl_20200604115458951261
,hnRNP-E2,esl_20200604115458951305
,HNRNPE2,esl_20200604115458951305
,HNRPE2,esl_20200604115458951305
,LEM6,esl_20200604115458951334
,PGC-1(alpha),esl_20200604115458951334
,PGC-1alpha,esl_20200604115458951334
,PGC-1v,esl_20200604115458951334
,PGC1,esl_20200604115458951334
,PGC1A,esl_20200604115458951334
,PPARGC1,esl_20200604115458951334
,ADPRT2,esl_20200604115458951364
,ADPRTL2,esl_20200604115458951364
,ADPRTL3,esl_20200604115458951364
,ARTD2,esl_20200604115458951364
,pADPRT-2,esl_20200604115458951364
,PARP-2,esl_20200604115458951364
,LOQS,esl_20200604115458951393
,TRBP,esl_20200604115458951393
,TRBP1,esl_20200604115458951393
,TRBP2,esl_20200604115458951393
,CEP4L,esl_20200604115458951419
,CT79,esl_20200604115458951419
,SPGF26,esl_20200604115458951419
,CA-VI,esl_20200604115458951467
,GUSTIN,esl_20200604115458951467
,ANOP3,esl_20200604115458951491
,MCOPS3,esl_20200604115458951491
,H-ICSBP,esl_20200604115458951516
,ICSBP,esl_20200604115458951516
,ICSBP1,esl_20200604115458951516
,IMD32A,esl_20200604115458951516
,IMD32B,esl_20200604115458951516
,IRF-8,esl_20200604115458951516
,ABC35,esl_20200604115458951544
,ABCC7,esl_20200604115458951544
,CF,esl_20200604115458951544
,CFTR/MRP,esl_20200604115458951544
,dJ760C5.1,esl_20200604115458951544
,MRP7,esl_20200604115458951544
,TNR-CFTR,esl_20200604115458951544
,Ep,esl_20200604115458951589
,EPR,esl_20200604115458951589
,ER,esl_20200604115458951589
,CD134L,esl_20200604115458951617
,CD252,esl_20200604115458951617
,GP34,esl_20200604115458951617
,OX-40L,esl_20200604115458951617
,OX4OL,esl_20200604115458951617
,TNLG2B,esl_20200604115458951617
,TXGP1,esl_20200604115458951617
,CCNI1,esl_20200604115458951652
,CYC1,esl_20200604115458951652
,CYI,esl_20200604115458951652
,SEPT14,esl_20200604115458951678
,B10,esl_20200604115458951703
,CD203c,esl_20200604115458951703
,NPP3,esl_20200604115458951703
,PD-IBETA,esl_20200604115458951703
,PDNP3,esl_20200604115458951703
,CLN14,esl_20200604115458951731
,EPM3,esl_20200604115458951731
,NLZ1,esl_20200604115458951755
,ZEPPO1,esl_20200604115458951755
,ZNF503L,esl_20200604115458951755
,ZPO1,esl_20200604115458951755
,CDLS4,esl_20200604115458951802
,hHR21,esl_20200604115458951802
,HR21,esl_20200604115458951802
,HRAD21,esl_20200604115458951802
,MCD1,esl_20200604115458951802
,MGS,esl_20200604115458951802
,NXP1,esl_20200604115458951802
,SCC1,esl_20200604115458951802
,C11orf20,esl_20200604115458951837
,TEX40,esl_20200604115458951837
,LOR,esl_20200604115458951862
,LOR2,esl_20200604115458951862
,WS9-14,esl_20200604115458951862
,AOS5,esl_20200604115458951887
,AOVD1,esl_20200604115458951887
,hN1,esl_20200604115458951887
,TAN1,esl_20200604115458951887
,CD49e,esl_20200604115458951914
,FNRA,esl_20200604115458951914
,VLA-5,esl_20200604115458951914
,VLA5A,esl_20200604115458951914
,IKK-beta,esl_20200604115458951957
,IKK2,esl_20200604115458951957
,IKKB,esl_20200604115458951957
,IMD15,esl_20200604115458951957
,IMD15A,esl_20200604115458951957
,IMD15B,esl_20200604115458951957
,NFKBIKB,esl_20200604115458951957
,AGPT2,esl_20200604115458951988
,ANG2,esl_20200604115458951988
,LSIRF,esl_20200604115458952013
,MUM1,esl_20200604115458952013
,NF-EM5,esl_20200604115458952013
,SHEP8,esl_20200604115458952013
,MTC,esl_20200604115458952040
,p140-TrkA,esl_20200604115458952040
,TRK,esl_20200604115458952040
,Trk-A,esl_20200604115458952040
,TRK1,esl_20200604115458952040
,TRKA,esl_20200604115458952040
,HRMT1L6,esl_20200604115458952069
,HUC,esl_20200604115458952093
,HUCL,esl_20200604115458952093
,PLE21,esl_20200604115458952093
,AGM8,esl_20200604115458952119
,bHLHb21,esl_20200604115458952119
,E2A,esl_20200604115458952119
,E47,esl_20200604115458952119
,ITF1,esl_20200604115458952119
,p75,esl_20200604115458952119
,TCF-3,esl_20200604115458952119
,VDIR,esl_20200604115458952119
,CTF,esl_20200604115458952149
,HMGIC/NFIB,esl_20200604115458952149
,MACID,esl_20200604115458952149
,NF-I/B,esl_20200604115458952149
,NF1-B,esl_20200604115458952149
,NFI-B,esl_20200604115458952149
,NFI-RED,esl_20200604115458952149
,NFIB2,esl_20200604115458952149
,NFIB3,esl_20200604115458952149
,CD158A,esl_20200604115458952181
,KIR-K64,esl_20200604115458952181
,KIR221,esl_20200604115458952181
,KIR2DL3,esl_20200604115458952181
,NKAT,esl_20200604115458952181
,NKAT-1,esl_20200604115458952181
,NKAT1,esl_20200604115458952181
,p58.1,esl_20200604115458952181
,FAS,esl_20200604115458952256
,OA-519,esl_20200604115458952256
,SDR27X1,esl_20200604115458952256
,Berg36,esl_20200604115458952282
,BRF1,esl_20200604115458952282
,cMG1,esl_20200604115458952282
,ERF-1,esl_20200604115458952282
,ERF1,esl_20200604115458952282
,RNF162B,esl_20200604115458952282
,TIS11B,esl_20200604115458952282
,RDH54,esl_20200604115458952312
,CT1.6,esl_20200604115458952335
,MAGE-3b,esl_20200604115458952335
,MAGE3B,esl_20200604115458952335
,MAGE6,esl_20200604115458952335
,AAG6,esl_20200604115458952362
,PKC-alpha,esl_20200604115458952362
,PKCA,esl_20200604115458952362
,PKCalpha,esl_20200604115458952362
,PKCI+/-,esl_20200604115458952362
,PRKACA,esl_20200604115458952362
,PCTAIRE2,esl_20200604115458952391
,PCTK2,esl_20200604115458952391
,ORP-1,esl_20200604115458952416
,ORP1,esl_20200604115458952416
,OSBPL1B,esl_20200604115458952416
,BFNC,esl_20200604115458952442
,EBN,esl_20200604115458952442
,EBN1,esl_20200604115458952442
,ENB1,esl_20200604115458952442
,HNSPC,esl_20200604115458952442
,KCNA11,esl_20200604115458952442
,KV7.2,esl_20200604115458952442
,HBGF-7,esl_20200604115458952471
,KGF,esl_20200604115458952471
,N-RAP,esl_20200604115458952496
,AIK,esl_20200604115458952519
,ARK1,esl_20200604115458952519
,AURA,esl_20200604115458952519
,BTAK,esl_20200604115458952519
,PPP1R47,esl_20200604115458952519
,STK15,esl_20200604115458952519
,STK6,esl_20200604115458952519
,STK7,esl_20200604115458952519
,EHK-3,esl_20200604115458952550
,EHK3,esl_20200604115458952550
,EK11,esl_20200604115458952550
,HEK11,esl_20200604115458952550
,IRAK,esl_20200604115458952576
,pelle,esl_20200604115458952576
,EB1,esl_20200604115458952623
,B7DC,esl_20200604115458952647
,bA574F11.2,esl_20200604115458952647
,Btdc,esl_20200604115458952647
,CD273,esl_20200604115458952647
,PD-L2,esl_20200604115458952647
,PDCD1L2,esl_20200604115458952647
,PDL2,esl_20200604115458952647
,C15orf55,esl_20200604115458952678
,FAM22H,esl_20200604115458952678
,NUT,esl_20200604115458952678
,AGM7,esl_20200604115458952703
,GRB1,esl_20200604115458952703
,IMD36,esl_20200604115458952703
,p85,esl_20200604115458952703
,p85-ALPHA,esl_20200604115458952703
,ER-BETA,esl_20200604115458952731
,Erb,esl_20200604115458952731
,ESR-BETA,esl_20200604115458952731
,ESRB,esl_20200604115458952731
,ESTRB,esl_20200604115458952731
,NR3A2,esl_20200604115458952731
,ODG8,esl_20200604115458952731
,DHLAG,esl_20200604115458952760
,HLADG,esl_20200604115458952760
,Ia-GAMMA,esl_20200604115458952760
,II,esl_20200604115458952760
,p33,esl_20200604115458952760
,CRPF46,esl_20200604115458952788
,GCP2,esl_20200604115458952788
,GOLG,esl_20200604115458952788
,MU-RMS-40.18,esl_20200604115458952788
,p230,esl_20200604115458952788
,TADA1,esl_20200604115458952816
,FBX1,esl_20200604115458952839
,FBXO1,esl_20200604115458952839
,RVDR1,esl_20200604115458952864
,SIGLEC-2,esl_20200604115458952887
,SIGLEC2,esl_20200604115458952887
,APP-1,esl_20200604115458952912
,APP1,esl_20200604115458952912
,iPABP,esl_20200604115458952912
,PABP4,esl_20200604115458952912
,ERBB,esl_20200604115458952938
,ERBB1,esl_20200604115458952938
,HER1,esl_20200604115458952938
,mENA,esl_20200604115458952938
,NISBD2,esl_20200604115458952938
,PIG61,esl_20200604115458952938
,CD62E,esl_20200604115458952966
,ELAM,esl_20200604115458952966
,ELAM1,esl_20200604115458952966
,ESEL,esl_20200604115458952966
,LECAM2,esl_20200604115458952966
,BRSS,esl_20200604115458953016
,CDMT,esl_20200604115458953016
,CYLD1,esl_20200604115458953016
,CYLDI,esl_20200604115458953016
,EAC,esl_20200604115458953016
,MFT,esl_20200604115458953016
,MFT1,esl_20200604115458953016
,SBS,esl_20200604115458953016
,TEM,esl_20200604115458953016
,USPL2,esl_20200604115458953016
,CXXC2,esl_20200604115458953049
,Fbl10,esl_20200604115458953049
,FBXL10,esl_20200604115458953049
,JHDM1B,esl_20200604115458953049
,PCCX2,esl_20200604115458953049
,BBC2,esl_20200604115458953077
,BCL2L8,esl_20200604115458953077
,KOX18,esl_20200604115458953101
,PHZ-37,esl_20200604115458953101
,ZNF139,esl_20200604115458953101
,ZNF36,esl_20200604115458953101
,ZSCAN33,esl_20200604115458953101
,CK1,esl_20200604115458953129
,CK1a,esl_20200604115458953129
,CKIa,esl_20200604115458953129
,HEL-S-77p,esl_20200604115458953129
,HLCDGP1,esl_20200604115458953129
,PRO2975,esl_20200604115458953129
,CD221,esl_20200604115458953173
,IGFIR,esl_20200604115458953173
,IGFR,esl_20200604115458953173
,JTK13,esl_20200604115458953173
,AQP-CHIP,esl_20200604115458953200
,CHIP28,esl_20200604115458953200
,CO,esl_20200604115458953200
,IGF,esl_20200604115458953225
,IGF-I,esl_20200604115458953225
,IGFI,esl_20200604115458953225
,MGF,esl_20200604115458953225
,bHLHe78,esl_20200604115458953252
,HIF-1-alpha,esl_20200604115458953252
,HIF-1A,esl_20200604115458953252
,HIF-1alpha,esl_20200604115458953252
,HIF1,esl_20200604115458953252
,HIF1-ALPHA,esl_20200604115458953252
,MOP1,esl_20200604115458953252
,PASD8,esl_20200604115458953252
,AMPK,esl_20200604115458953283
,AMPKa1,esl_20200604115458953283
,ADPRC 1,esl_20200604115458953307
,ADPRC1,esl_20200604115458953307
,pim-3,esl_20200604115458953332
,CREB,esl_20200604115458953355
,CREB-1,esl_20200604115458953355
,PPP2R6A,esl_20200604115458953380
,SG2NA,esl_20200604115458953380
,STRN1,esl_20200604115458953380
,MAPKKK4,esl_20200604115458953405
,MEKK 4,esl_20200604115458953405
,MEKK4,esl_20200604115458953405
,MTK1,esl_20200604115458953405
,PRO0412,esl_20200604115458953405
,CANPMR,esl_20200604115458953433
,CAL,esl_20200604115458953456
,dJ94G16.2,esl_20200604115458953456
,FIG,esl_20200604115458953456
,GOPC1,esl_20200604115458953456
,PIST,esl_20200604115458953456
,c-fgr,esl_20200604115458953502
,c-src2,esl_20200604115458953502
,p55-Fgr,esl_20200604115458953502
,p55c-fgr,esl_20200604115458953502
,p58-Fgr,esl_20200604115458953502
,p58c-fgr,esl_20200604115458953502
,SRC2,esl_20200604115458953502
,19A,esl_20200604115458953535
,CD319,esl_20200604115458953535
,CRACC,esl_20200604115458953535
,CS1,esl_20200604115458953535
,hsa-mir-548f-1,esl_20200604115458953562
,MIR548F-1,esl_20200604115458953562
,MIRN548F1,esl_20200604115458953562
,ADANE,esl_20200604115458953596
,ANE1,esl_20200604115458953596
,IIAE3,esl_20200604115458953596
,NUP358,esl_20200604115458953596
,TRP1,esl_20200604115458953596
,TRP2,esl_20200604115458953596
,IP3-3KB,esl_20200604115458953625
,IP3K,esl_20200604115458953625
,IP3K-B,esl_20200604115458953625
,IP3KB,esl_20200604115458953625
,PIG37,esl_20200604115458953625
,CD8,esl_20200604115458953653
,Leu2,esl_20200604115458953653
,p32,esl_20200604115458953653
,R-PTP-kappa,esl_20200604115458953678
,Mam-2,esl_20200604115458953702
,MAML2,esl_20200604115458953702
,MECT1,esl_20200604115458953702
,TORC-1,esl_20200604115458953702
,TORC1,esl_20200604115458953702
,WAMTP1,esl_20200604115458953702
,EEOC,esl_20200604115458953749
,COB1,esl_20200604115458953774
,YAP,esl_20200604115458953774
,YAP2,esl_20200604115458953774
,YAP65,esl_20200604115458953774
,YKI,esl_20200604115458953774
,bHLHb38,esl_20200604115458953802
,DELTA,esl_20200604115458953836
,GADEVS,esl_20200604115458953836
,INO80S,esl_20200604115458953836
,NF-E1,esl_20200604115458953836
,UCRBP,esl_20200604115458953836
,YIN-YANG-1,esl_20200604115458953836
,CLCR,esl_20200604115458953867
,ELA4,esl_20200604115458953867
,H3/A,esl_20200604115458953918
,H3C10,esl_20200604115458953918
,H3C11,esl_20200604115458953918
,H3C12,esl_20200604115458953918
,H3C2,esl_20200604115458953918
,H3C3,esl_20200604115458953918
,H3C4,esl_20200604115458953918
,H3C6,esl_20200604115458953918
,H3C7,esl_20200604115458953918
,H3C8,esl_20200604115458953918
,H3FA,esl_20200604115458953918
,HIST1H3A,esl_20200604115458953918
,CDHS,esl_20200604115458953968
,HUP2,esl_20200604115458953968
,WS1,esl_20200604115458953968
,WS3,esl_20200604115458953968
,CD119,esl_20200604115458954033
,IFNGR,esl_20200604115458954033
,IMD27A,esl_20200604115458954033
,IMD27B,esl_20200604115458954033
,HSA250839,esl_20200604115458954065
,STK32,esl_20200604115458954065
,STKG6,esl_20200604115458954065
,YANK2,esl_20200604115458954065
,HBGF-3,esl_20200604115458954127
,INT2,esl_20200604115458954127
,BRMUTD,esl_20200604115458954158
,CTF,esl_20200604115458954158
,NF-I/A,esl_20200604115458954158
,NF1-A,esl_20200604115458954158
,NFI-A,esl_20200604115458954158
,NFI-L,esl_20200604115458954158
,bHLHc12,esl_20200604115458954188
,MAD4,esl_20200604115458954188
,MST149,esl_20200604115458954188
,MSTP149,esl_20200604115458954188
,EL52,esl_20200604115458954215
,HEL-S-65p,esl_20200604115458954215
,Hsp103,esl_20200604115458954215
,HSP86,esl_20200604115458954215
,Hsp89,esl_20200604115458954215
,HSP89A,esl_20200604115458954215
,Hsp90,esl_20200604115458954215
,HSP90A,esl_20200604115458954215
,HSP90N,esl_20200604115458954215
,HSPC1,esl_20200604115458954215
,HSPCA,esl_20200604115458954215
,HSPCAL1,esl_20200604115458954215
,HSPCAL4,esl_20200604115458954215
,HSPN,esl_20200604115458954215
,LAP-2,esl_20200604115458954215
,LAP2,esl_20200604115458954215
,EREG1,esl_20200604115458954255
,KNP3,esl_20200604115458954255
,LTrpC-2,esl_20200604115458954255
,LTRPC2,esl_20200604115458954255
,NUDT9H,esl_20200604115458954255
,NUDT9L1,esl_20200604115458954255
,TRPC7,esl_20200604115458954255
,C-BAS/HAS,esl_20200604115458954286
,C-H-RAS,esl_20200604115458954286
,C-HA-RAS1,esl_20200604115458954286
,CTLO,esl_20200604115458954286
,H-RASIDX,esl_20200604115458954286
,HAMSV,esl_20200604115458954286
,HRAS1,esl_20200604115458954286
,p21ras,esl_20200604115458954286
,RASH1,esl_20200604115458954286
,CASP-7,esl_20200604115458954318
,CMH-1,esl_20200604115458954318
,ICE-LAP3,esl_20200604115458954318
,LICE2,esl_20200604115458954318
,MCH3,esl_20200604115458954318
,BROVCA3,esl_20200604115458954352
,FANCO,esl_20200604115458954352
,R51H3,esl_20200604115458954352
,RAD51L2,esl_20200604115458954352
,bHLHb26,esl_20200604115458954380
,GIG8,esl_20200604115458954380
,ID2A,esl_20200604115458954380
,ID2H,esl_20200604115458954380
,FACT,esl_20200604115458954406
