id,name,EditableSynonymList_graph_id
,CLU1,esl_20200604115458958341
,CLU2,esl_20200604115458958341
,KUB1,esl_20200604115458958341
,NA1/NA2,esl_20200604115458958341
,SGP-2,esl_20200604115458958341
,SGP2,esl_20200604115458958341
,SP-40,esl_20200604115458958341
,TRPM-2,esl_20200604115458958341
,TRPM2,esl_20200604115458958341
,GARNL1,esl_20200604115458958378
,GRIPE,esl_20200604115458958378
,p240,esl_20200604115458958378
,RalGAPalpha1,esl_20200604115458958378
,TULIP1,esl_20200604115458958378
,TORC-3,esl_20200604115458958406
,TORC3,esl_20200604115458958406
,C11orf73,esl_20200604115458958431
,HLD13,esl_20200604115458958431
,HSPC138,esl_20200604115458958431
,HSPC179,esl_20200604115458958431
,L7RN6,esl_20200604115458958431
,OPI10,esl_20200604115458958431
,ATRAP,esl_20200604115458958460
,MYL,esl_20200604115458958483
,PP8675,esl_20200604115458958483
,RNF71,esl_20200604115458958483
,TRIM19,esl_20200604115458958483
,MIZ,esl_20200604115458958510
,NEDDFSA,esl_20200604115458958510
,RAI17,esl_20200604115458958510
,TRAFIP10,esl_20200604115458958510
,ZIMP10,esl_20200604115458958510
,DESRT,esl_20200604115458958579
,MRF-2,esl_20200604115458958579
,MRF2,esl_20200604115458958579
,GCCR,esl_20200604115458958605
,GCR,esl_20200604115458958605
,GCRST,esl_20200604115458958605
,GR,esl_20200604115458958605
,GRL,esl_20200604115458958605
,DFNB26,esl_20200604115458958633
,ERM,esl_20200604115458958657
,bA517O1.1,esl_20200604115458958680
,MKMS,esl_20200604115458958680
,NEDXCF,esl_20200604115458958680
,SA-2,esl_20200604115458958680
,SA2,esl_20200604115458958680
,SCC3B,esl_20200604115458958680
,TRP1,esl_20200604115458958709
,TRY1,esl_20200604115458958709
,TRY4,esl_20200604115458958709
,TRYP1,esl_20200604115458958709
,DCR1,esl_20200604115458958736
,Dicer,esl_20200604115458958736
,Dicer1e,esl_20200604115458958736
,GLOW,esl_20200604115458958736
,HERNA,esl_20200604115458958736
,K12H4.8-LIKE,esl_20200604115458958736
,MNG1,esl_20200604115458958736
,RMSE2,esl_20200604115458958736
,MIG20a,esl_20200604115458958767
,NTRKR3,esl_20200604115458958767
,TKT,esl_20200604115458958767
,TYRO10,esl_20200604115458958767
,WRCN,esl_20200604115458958767
,PKC-gamma,esl_20200604115458958795
,PKCC,esl_20200604115458958795
,PKCG,esl_20200604115458958795
,PKCgamma,esl_20200604115458958795
,PKCI(3),esl_20200604115458958795
,SCA14,esl_20200604115458958795
,MOAT-B,esl_20200604115458958824
,MOATB,esl_20200604115458958824
,MRP4,esl_20200604115458958824
,NIC96,esl_20200604115458958850
,H1.2,esl_20200604115458958873
,H1C,esl_20200604115458958873
,H1F2,esl_20200604115458958873
,H1s-1,esl_20200604115458958873
,HIST1H1C,esl_20200604115458958873
,HH72,esl_20200604115458958901
,PRL-1,esl_20200604115458958901
,PRL1,esl_20200604115458958901
,PTP(CAAX1),esl_20200604115458958901
,PTPCAAX1,esl_20200604115458958901
,bHLHb24,esl_20200604115458958928
,ID,esl_20200604115458958928
,GF1,esl_20200604115458958952
,GGF1,esl_20200604115458958952
,GINGF,esl_20200604115458958952
,HGF,esl_20200604115458958952
,NS4,esl_20200604115458958952
,SOS-1,esl_20200604115458958952
,C5FW,esl_20200604115458958980
,GS3955,esl_20200604115458958980
,TRB2,esl_20200604115458958980
,CAIN,esl_20200604115458959006
,CAN,esl_20200604115458959006
,IIAE9,esl_20200604115458959006
,BFGF,esl_20200604115458959032
,FGF-2,esl_20200604115458959032
,FGFB,esl_20200604115458959032
,HBGF-2,esl_20200604115458959032
,betaSpII,esl_20200604115458959058
,ELF,esl_20200604115458959058
,HEL102,esl_20200604115458959058
,SPTB2,esl_20200604115458959058
,CD365,esl_20200604115458959084
,HAVCR,esl_20200604115458959084
,HAVCR-1,esl_20200604115458959084
,KIM-1,esl_20200604115458959084
,KIM1,esl_20200604115458959084
,TIM,esl_20200604115458959084
,TIM-1,esl_20200604115458959084
,TIM1,esl_20200604115458959084
,TIMD-1,esl_20200604115458959084
,TIMD1,esl_20200604115458959084
,IMD12,esl_20200604115458959117
,MLT,esl_20200604115458959117
,MLT1,esl_20200604115458959117
,PCASP1,esl_20200604115458959117
,ABC20,esl_20200604115458959147
,CD243,esl_20200604115458959147
,CLCS,esl_20200604115458959147
,GP170,esl_20200604115458959147
,MDR1,esl_20200604115458959147
,P-GP,esl_20200604115458959147
,PGY1,esl_20200604115458959147
,EAB1,esl_20200604115458959220
,hGK-1,esl_20200604115458959244
,hK2,esl_20200604115458959244
,KLK2A2,esl_20200604115458959244
,BAP135,esl_20200604115458959270
,BTKAP1,esl_20200604115458959270
,DIWS,esl_20200604115458959270
,GTFII-I,esl_20200604115458959270
,IB291,esl_20200604115458959270
,SPIN,esl_20200604115458959270
,TFII-I,esl_20200604115458959270
,WBS,esl_20200604115458959270
,WBSCR6,esl_20200604115458959270
,DKCA1,esl_20200604115458959302
,hTR,esl_20200604115458959302
,PFBMFT2,esl_20200604115458959302
,SCARNA19,esl_20200604115458959302
,TR,esl_20200604115458959302
,TRC3,esl_20200604115458959302
,BCC7,esl_20200604115458959331
,BMFS5,esl_20200604115458959331
,LFS1,esl_20200604115458959331
,P53,esl_20200604115458959331
,TRP53,esl_20200604115458959331
,ZNF437,esl_20200604115458959358
,AZU-1,esl_20200604115458959382
,ECTACC,esl_20200604115458959382
,OASIS,esl_20200604115458959408
,OI16,esl_20200604115458959408
,CFC4,esl_20200604115458959449
,MAPKK2,esl_20200604115458959449
,MEK2,esl_20200604115458959449
,MKK2,esl_20200604115458959449
,PRKMK2,esl_20200604115458959449
,hISWI,esl_20200604115458959480
,hSNF2H,esl_20200604115458959480
,ISWI,esl_20200604115458959480
,SNF2H,esl_20200604115458959480
,WCRF135,esl_20200604115458959480
,AOMS3,esl_20200604115458959508
,MIRK,esl_20200604115458959508
,HBGF-6,esl_20200604115458959533
,HST2,esl_20200604115458959533
,MPPH,esl_20200604115458959558
,MPPH1,esl_20200604115458959558
,p85,esl_20200604115458959558
,p85-BETA,esl_20200604115458959558
,P85B,esl_20200604115458959558
,R51H2,esl_20200604115458959608
,RAD51L1,esl_20200604115458959608
,REC2,esl_20200604115458959608
,EFTR-2,esl_20200604115458959648
,hRTEF-1B,esl_20200604115458959648
,RTEF1,esl_20200604115458959648
,TCF13L1,esl_20200604115458959648
,TEF-3,esl_20200604115458959648
,TEF3,esl_20200604115458959648
,TEFR-1,esl_20200604115458959648
,HEL-216,esl_20200604115458959679
,HEL-S-26,esl_20200604115458959679
,IDCD,esl_20200604115458959679
,IDH,esl_20200604115458959679
,IDP,esl_20200604115458959679
,IDPC,esl_20200604115458959679
,PICD,esl_20200604115458959679
,ALL-1,esl_20200604115458959709
,CXXC7,esl_20200604115458959709
,HRX,esl_20200604115458959709
,HTRX1,esl_20200604115458959709
,MLL,esl_20200604115458959709
,MLL1,esl_20200604115458959709
,MLL1A,esl_20200604115458959709
,TRX1,esl_20200604115458959709
,WDSTS,esl_20200604115458959709
,ERK,esl_20200604115458959741
,ERK-2,esl_20200604115458959741
,ERK2,esl_20200604115458959741
,ERT1,esl_20200604115458959741
,MAPK2,esl_20200604115458959741
,p38,esl_20200604115458959741
,p40,esl_20200604115458959741
,p41,esl_20200604115458959741
,p41mapk,esl_20200604115458959741
,p42-MAPK,esl_20200604115458959741
,P42MAPK,esl_20200604115458959741
,PRKM1,esl_20200604115458959741
,PRKM2,esl_20200604115458959741
,ASH1,esl_20200604115458959777
,ASH1L1,esl_20200604115458959777
,KMT2H,esl_20200604115458959777
,MRD52,esl_20200604115458959777
,CAP,esl_20200604115458959804
,FLAF2,esl_20200604115458959804
,R85FL,esl_20200604115458959804
,SH3D5,esl_20200604115458959804
,SH3P12,esl_20200604115458959804
,SORB1,esl_20200604115458959804
,HD7,esl_20200604115458959834
,HD7b,esl_20200604115458959834
,HD9,esl_20200604115458959834
,HDAC,esl_20200604115458959834
,HDAC7,esl_20200604115458959834
,HDAC7B,esl_20200604115458959834
,HDAC9B,esl_20200604115458959834
,HDAC9FL,esl_20200604115458959834
,HDRP,esl_20200604115458959834
,MITR,esl_20200604115458959834
,CAP1,esl_20200604115458959867
,PROSTASIN,esl_20200604115458959867
,PLK,esl_20200604115458959892
,STPK13,esl_20200604115458959892
,FACE,esl_20200604115458959916
,FAE,esl_20200604115458959916
,RNF61,esl_20200604115458959941
,dJ730K3.2,esl_20200604115458959965
,MAGI-3,esl_20200604115458959965
,bA386N14.2,esl_20200604115458959990
,KABUK2,esl_20200604115458959990
,UTX,esl_20200604115458959990
,BYK,esl_20200604115458960016
,Dtk,esl_20200604115458960016
,Etk-2,esl_20200604115458960016
,Rek,esl_20200604115458960016
,RSE,esl_20200604115458960016
,Sky,esl_20200604115458960016
,Tif,esl_20200604115458960016
,HUP1,esl_20200604115458960046
,MYOSCO,esl_20200604115458960046
,PAX7B,esl_20200604115458960046
,RMS2,esl_20200604115458960046
,ACT,esl_20200604115458960072
,ACTA3,esl_20200604115458960072
,ACTE,esl_20200604115458960072
,ACTL3,esl_20200604115458960072
,ACTSG,esl_20200604115458960072
,VSCM,esl_20200604115458960072
,ARAP,esl_20200604115458960101
,MK,esl_20200604115458960101
,NEGF2,esl_20200604115458960101
,EEK,esl_20200604115458960127
,EK3,esl_20200604115458960127
,HEK3,esl_20200604115458960127
,CGA,esl_20200604115458960153
,TPRBK,esl_20200604115458960178
,ARIA,esl_20200604115458960203
,GGF,esl_20200604115458960203
,GGF2,esl_20200604115458960203
,HGL,esl_20200604115458960203
,HRG,esl_20200604115458960203
,HRG1,esl_20200604115458960203
,HRGA,esl_20200604115458960203
,MST131,esl_20200604115458960203
,MSTP131,esl_20200604115458960203
,NDF,esl_20200604115458960203
,NRG1-IT2,esl_20200604115458960203
,SMDF,esl_20200604115458960203
,B4,esl_20200604115458960239
,CVID3,esl_20200604115458960239
,C20orf182,esl_20200604115458960264
,CRISTIN4,esl_20200604115458960264
,ABL,esl_20200604115458960289
,BCR-ABL,esl_20200604115458960289
,bcr/abl,esl_20200604115458960289
,c-ABL,esl_20200604115458960289
,c-ABL1,esl_20200604115458960289
,CHDSKM,esl_20200604115458960289
,JTK7,esl_20200604115458960289
,p150,esl_20200604115458960289
,v-abl,esl_20200604115458960289
,HEL-S-80p,esl_20200604115458960321
,MP,esl_20200604115458960321
,NSLH2,esl_20200604115458960321
,PP-1B,esl_20200604115458960321
,PP1B,esl_20200604115458960321
,PP1beta,esl_20200604115458960321
,PP1c,esl_20200604115458960321
,PPP1beta,esl_20200604115458960321
,PPP1CD,esl_20200604115458960321
,HSSB,esl_20200604115458960354
,MST075,esl_20200604115458960354
,REPA1,esl_20200604115458960354
,RF-A,esl_20200604115458960354
,RP-A,esl_20200604115458960354
,RPA70,esl_20200604115458960354
,MYH,esl_20200604115458960384
,ATBF1,esl_20200604115458960407
,ATBT,esl_20200604115458960407
,C16orf47,esl_20200604115458960407
,ZFH-3,esl_20200604115458960407
,ZNF927,esl_20200604115458960407
,182-FIP,esl_20200604115458960438
,82-FIP,esl_20200604115458960438
,FIP-82,esl_20200604115458960438
,PIG1,esl_20200604115458960438
,HIHGHH,esl_20200604115458960466
,PKBB,esl_20200604115458960466
,PKBBETA,esl_20200604115458960466
,PRKBB,esl_20200604115458960466
,RAC-BETA,esl_20200604115458960466
,CC10,esl_20200604115458960494
,CC16,esl_20200604115458960494
,CCPBP,esl_20200604115458960494
,CCSP,esl_20200604115458960494
,UGB,esl_20200604115458960494
,UP-1,esl_20200604115458960494
,UP1,esl_20200604115458960494
,KMT7,esl_20200604115458960524
,SET7,esl_20200604115458960524
,SET7/9,esl_20200604115458960524
,SET9,esl_20200604115458960524
,EIEE27,esl_20200604115458960552
,GluN2B,esl_20200604115458960552
,hNR3,esl_20200604115458960552
,MRD6,esl_20200604115458960552
,NMDAR2B,esl_20200604115458960552
,NR2B,esl_20200604115458960552
,NR3,esl_20200604115458960552
,CAGF28,esl_20200604115458960582
,CAGF29,esl_20200604115458960582
,PACIP1,esl_20200604115458960582
,PAXIP1L,esl_20200604115458960582
,PTIP,esl_20200604115458960582
,TNRC2,esl_20200604115458960582
,CBL-3,esl_20200604115458960611
,CBL-SL,esl_20200604115458960611
,RNF57,esl_20200604115458960611
,BACH-1,esl_20200604115458960636
,BTBD24,esl_20200604115458960636
,bA149I23.6,esl_20200604115458960662
,IFIT1L,esl_20200604115458960662
,ATPSK1,esl_20200604115458960687
,PAPSS,esl_20200604115458960687
,SK1,esl_20200604115458960687
,PIP5K2C,esl_20200604115458960713
,CDHP,esl_20200604115458960752
,HJMD,esl_20200604115458960752
,PCAD,esl_20200604115458960752
,CG1,esl_20200604115458960780
,KNT,esl_20200604115458960780
,MU-RMS-40.19,esl_20200604115458960780
,DIC74,esl_20200604115458960806
,DNCI2,esl_20200604115458960806
,IC2,esl_20200604115458960806
,NEDMIBA,esl_20200604115458960806
,ATLD2,esl_20200604115458960833
,CD8B1,esl_20200604115458960856
,LEU2,esl_20200604115458960856
,LY3,esl_20200604115458960856
,LYT3,esl_20200604115458960856
,P37,esl_20200604115458960856
,IMD43,esl_20200604115458960883
,ER81,esl_20200604115458960907
,CD138,esl_20200604115458960931
,SDC,esl_20200604115458960931
,SYND1,esl_20200604115458960931
,syndecan,esl_20200604115458960931
,CDKN2,esl_20200604115458960977
,p33(CDK2),esl_20200604115458960977
,SLAC2-C,esl_20200604115458961003
,SLAC2C,esl_20200604115458961003
,Npl3,esl_20200604115458961028
,RBP56,esl_20200604115458961028
,TAF2N,esl_20200604115458961028
,TAFII68,esl_20200604115458961028
,DD5,esl_20200604115458961055
,EDD,esl_20200604115458961055
,EDD1,esl_20200604115458961055
,HYD,esl_20200604115458961055
,DHP,esl_20200604115458961085
,DHPDHASE,esl_20200604115458961085
,DPD,esl_20200604115458961085
,CMAVM2,esl_20200604115458961111
,HFASD,esl_20200604115458961111
,HTK,esl_20200604115458961111
,LMPHM7,esl_20200604115458961111
,MYK1,esl_20200604115458961111
,TYRO11,esl_20200604115458961111
,eta2,esl_20200604115458961141
,RAD30B,esl_20200604115458961141
,RAD3OB,esl_20200604115458961141
,FTDCR1B,esl_20200604115458961167
,HS,esl_20200604115458961167
,HSNIK,esl_20200604115458961167
,NIK,esl_20200604115458961167
,ETO2,esl_20200604115458961194
,MTG16,esl_20200604115458961194
,MTGR2,esl_20200604115458961194
,RUNX1T3,esl_20200604115458961194
,ZMYND4,esl_20200604115458961194
,HIP-I,esl_20200604115458961222
,ILWEQ,esl_20200604115458961222
,SHON,esl_20200604115458961222
,SHONbeta,esl_20200604115458961222
,SHONgamma,esl_20200604115458961222
,PFM11,esl_20200604115458961250
,EIF2C,esl_20200604115458961274
,EIF2C1,esl_20200604115458961274
,GERP95,esl_20200604115458961274
,hAgo1,esl_20200604115458961274
,Q99,esl_20200604115458961274
,Neurodap1,esl_20200604115458961302
,RNF131,esl_20200604115458961302
,AML1-MTG8,esl_20200604115458961327
,AML1T1,esl_20200604115458961327
,CBFA2T1,esl_20200604115458961327
,CDR,esl_20200604115458961327
,ETO,esl_20200604115458961327
,MTG8,esl_20200604115458961327
,ZMYND2,esl_20200604115458961327
,CDS1,esl_20200604115458961372
,CHK2,esl_20200604115458961372
,hCds1,esl_20200604115458961372
,HuCds1,esl_20200604115458961372
,LFS2,esl_20200604115458961372
,PP1425,esl_20200604115458961372
,RAD53,esl_20200604115458961372
,BSF-2,esl_20200604115458961405
,BSF2,esl_20200604115458961405
,CDF,esl_20200604115458961405
,HGF,esl_20200604115458961405
,HSF,esl_20200604115458961405
,IFN-beta-2,esl_20200604115458961405
,IFNB2,esl_20200604115458961405
,IL-6,esl_20200604115458961405
,SYNII,esl_20200604115458961436
,CSIF,esl_20200604115458961459
,GVHDS,esl_20200604115458961459
,IL-10,esl_20200604115458961459
,IL10A,esl_20200604115458961459
,TGIF,esl_20200604115458961459
,bHLHe37,esl_20200604115458961487
,MODED,esl_20200604115458961487
,N-myc,esl_20200604115458961487
,NMYC,esl_20200604115458961487
,ODED,esl_20200604115458961487
,B23,esl_20200604115458961515
,NPM,esl_20200604115458961515
,MAM-3,esl_20200604115458961540
,MAM2,esl_20200604115458961540
,MAM3,esl_20200604115458961540
,MLL-MAML2,esl_20200604115458961540
,DCNL1,esl_20200604115458961567
,DCUN1L1,esl_20200604115458961567
,RP42,esl_20200604115458961567
,SCCRO,esl_20200604115458961567
,SCRO,esl_20200604115458961567
,Tes3,esl_20200604115458961567
,HEP,esl_20200604115458961596
,CHNG1,esl_20200604115458961620
,hTSHR-I,esl_20200604115458961620
,LGR3,esl_20200604115458961620
,HMG20,esl_20200604115458961645
,CBP,esl_20200604115458961669
,KAT3A,esl_20200604115458961669
,MKHK1,esl_20200604115458961669
,RSTS,esl_20200604115458961669
,RSTS1,esl_20200604115458961669
,HsT17299,esl_20200604115458961697
,CIRP,esl_20200604115458961720
,HNRNPA2,esl_20200604115458961760
,HNRNPB1,esl_20200604115458961760
,HNRPA2,esl_20200604115458961760
,HNRPA2B1,esl_20200604115458961760
,HNRPB1,esl_20200604115458961760
,IBMPFD2,esl_20200604115458961760
,RNPA2,esl_20200604115458961760
,SNRPB1,esl_20200604115458961760
,ABP125,esl_20200604115458961794
,ABP130,esl_20200604115458961794
,HSPC275,esl_20200604115458961794
,HSPC334,esl_20200604115458961794
,NEDSOSB,esl_20200604115458961794
,SEC31L1,esl_20200604115458961794
,GS1,esl_20200604115458961823
,MYH12,esl_20200604115458961823
,MYO5,esl_20200604115458961823
,MYR12,esl_20200604115458961823
,CD27-L,esl_20200604115458961849
,CD27L,esl_20200604115458961849
,CD27LG,esl_20200604115458961849
,LPFS3,esl_20200604115458961849
,TNFSF7,esl_20200604115458961849
,TNLG8A,esl_20200604115458961849
,C-ERBA-2,esl_20200604115458961879
,C-ERBA-BETA,esl_20200604115458961879
,ERBA2,esl_20200604115458961879
,GRTH,esl_20200604115458961879
,NR1A2,esl_20200604115458961879
,PRTH,esl_20200604115458961879
,THR1,esl_20200604115458961879
,THRB1,esl_20200604115458961879
,THRB2,esl_20200604115458961879
,2-HPCL,esl_20200604115458961911
,HPCL,esl_20200604115458961911
,HPCL2,esl_20200604115458961911
,PHYH2,esl_20200604115458961911
,MAPKKK1,esl_20200604115458961953
,MEKK,esl_20200604115458961953
,MEKK 1,esl_20200604115458961953
,MEKK1,esl_20200604115458961953
,SRXY6,esl_20200604115458961953
,CD266,esl_20200604115458961982
,FN14,esl_20200604115458961982
,TWEAKR,esl_20200604115458961982
,ADSD2,esl_20200604115458962007
,HSPDE10A,esl_20200604115458962007
,IOLOD,esl_20200604115458962007
,LINC00473,esl_20200604115458962007
,PDE10A19,esl_20200604115458962007
,Microsatellite Instability,esl_20200604115458962036
,C4.4A,esl_20200604115458962060
,CDC10,esl_20200604115458962084
,CDC3,esl_20200604115458962084
,NBLA02942,esl_20200604115458962084
,SEPT7,esl_20200604115458962084
,SEPT7A,esl_20200604115458962084
,BCE-1,esl_20200604115458962112
,BCE1,esl_20200604115458962112
,E(spI),esl_20200604115458962112
,E(spl),esl_20200604115458962112
,ESG,esl_20200604115458962112
,ESG4,esl_20200604115458962112
,Grg-4,esl_20200604115458962112
,GRG4,esl_20200604115458962112
,CD325,esl_20200604115458962143
,CDHN,esl_20200604115458962143
,CDw325,esl_20200604115458962143
,NCAD,esl_20200604115458962143
,AIS,esl_20200604115458962169
,B(p51A),esl_20200604115458962169
,B(p51B),esl_20200604115458962169
,EEC3,esl_20200604115458962169
,KET,esl_20200604115458962169
,LMS,esl_20200604115458962169
,NBP,esl_20200604115458962169
,OFC8,esl_20200604115458962169
,p40,esl_20200604115458962169
,p51,esl_20200604115458962169
,p53CP,esl_20200604115458962169
,p63,esl_20200604115458962169
,p73H,esl_20200604115458962169
,p73L,esl_20200604115458962169
,RHS,esl_20200604115458962169
,SHFM4,esl_20200604115458962169
,TP53CP,esl_20200604115458962169
,TP53L,esl_20200604115458962169
,TP73L,esl_20200604115458962169
,MPPH,esl_20200604115458962212
,MPPH2,esl_20200604115458962212
,PKB-GAMMA,esl_20200604115458962212
,PKBG,esl_20200604115458962212
,PRKBG,esl_20200604115458962212
,RAC-gamma,esl_20200604115458962212
,RAC-PK-gamma,esl_20200604115458962212
,STK-2,esl_20200604115458962212
,ALPS5,esl_20200604115458962242
,CD,esl_20200604115458962242
,CD152,esl_20200604115458962242
,CELIAC3,esl_20200604115458962242
,CTLA-4,esl_20200604115458962242
,GRD4,esl_20200604115458962242
,GSE,esl_20200604115458962242
,IDDM12,esl_20200604115458962242
,ARMC13,esl_20200604115458962273
,GITA,esl_20200604115458962273
,ACTFS,esl_20200604115458962298
,hdm2,esl_20200604115458962298
,HDMX,esl_20200604115458962298
,LSKB,esl_20200604115458962298
,ALSAS,esl_20200604115458962324
,PISSLRE,esl_20200604115458962324
,GLUR3,esl_20200604115458962349
,GPRC1C,esl_20200604115458962349
,mGlu3,esl_20200604115458962349
,MGLUR3,esl_20200604115458962349
,ABRA1,esl_20200604115458962375
,CCDC98,esl_20200604115458962375
,FAM175A,esl_20200604115458962375
,B1,esl_20200604115458962404
,Bp35,esl_20200604115458962404
,CD20,esl_20200604115458962404
,CVID5,esl_20200604115458962404
,LEU-16,esl_20200604115458962404
,MS4A2,esl_20200604115458962404
,S7,esl_20200604115458962404
,HOX1,esl_20200604115458962436
,HOX1.8,esl_20200604115458962436
,HOX1H,esl_20200604115458962436
,PL,esl_20200604115458962436
,FIM,esl_20200604115458962463
,MYM,esl_20200604115458962463
,RAMP,esl_20200604115458962463
,SCLL,esl_20200604115458962463
,ZNF198,esl_20200604115458962463
,ELK,esl_20200604115458962491
,EPHT2,esl_20200604115458962491
,Hek6,esl_20200604115458962491
,NET,esl_20200604115458962491
,CD136,esl_20200604115458962518
,CDw136,esl_20200604115458962518
,NPCA3,esl_20200604115458962518
,PTK8,esl_20200604115458962518
,RON,esl_20200604115458962518
,SEA,esl_20200604115458962518
,HBGF-5,esl_20200604115458962547
,Smag-82,esl_20200604115458962547
,TCMGLY,esl_20200604115458962547
,ERK-1,esl_20200604115458962573
,ERK1,esl_20200604115458962573
,ERT2,esl_20200604115458962573
,HS44KDAP,esl_20200604115458962573
,HUMKER1A,esl_20200604115458962573
,p44-ERK1,esl_20200604115458962573
,p44-MAPK,esl_20200604115458962573
,P44ERK1,esl_20200604115458962573
,P44MAPK,esl_20200604115458962573
,PRKM3,esl_20200604115458962573
,MART-1,esl_20200604115458962626
,MART1,esl_20200604115458962626
,BRCC2,esl_20200604115458962652
,BROVCA2,esl_20200604115458962652
,FACD,esl_20200604115458962652
,FAD,esl_20200604115458962652
,FAD1,esl_20200604115458962652
,FANCD,esl_20200604115458962652
,FANCD1,esl_20200604115458962652
,GLM3,esl_20200604115458962652
,PNCA2,esl_20200604115458962652
,XRCC11,esl_20200604115458962652
,H3-K9-HMTase 1,esl_20200604115458962686
,KMT1A,esl_20200604115458962686
,MG44,esl_20200604115458962686
,SUV39H,esl_20200604115458962686
,HP43.8KD,esl_20200604115458962759
,EFTUD1,esl_20200604115458962783
,RIA1,esl_20200604115458962783
,CT91,esl_20200604115458962808
,ODF6,esl_20200604115458962808
,RHPNAP1,esl_20200604115458962808
,ROPN1A,esl_20200604115458962808
,ropporin,esl_20200604115458962808
,SHP,esl_20200604115458962837
,SHP1,esl_20200604115458962837
,AAT4,esl_20200604115458962862
,FAA4,esl_20200604115458962862
,SMHC,esl_20200604115458962862
,SMMHC,esl_20200604115458962862
,RE2,esl_20200604115458962889
,SRIF-2,esl_20200604115458962913
,SS-1-R,esl_20200604115458962913
,SS1-R,esl_20200604115458962913
,SS1R,esl_20200604115458962913
,gp145(trkC),esl_20200604115458962940
,GP145-TrkC,esl_20200604115458962940
,TRKC,esl_20200604115458962940
,CIMT1,esl_20200604115458962980
,GLM1,esl_20200604115458962980
,NR1C3,esl_20200604115458962980
,PPARG1,esl_20200604115458962980
,PPARG2,esl_20200604115458962980
,PPARgamma,esl_20200604115458962980
,bHLHb27,esl_20200604115458963012
,IDB4,esl_20200604115458963012
,dJ400N23,esl_20200604115458963037
,MAZR,esl_20200604115458963037
,PATZ,esl_20200604115458963037
,RIAZ,esl_20200604115458963037
,ZBTB19,esl_20200604115458963037
,ZNF278,esl_20200604115458963037
,ZSG,esl_20200604115458963037
,CITK,esl_20200604115458963068
,CRIK,esl_20200604115458963068
,MCPH17,esl_20200604115458963068
,STK21,esl_20200604115458963068
,AGS2,esl_20200604115458963096
,HJCYS,esl_20200604115458963096
,hN2,esl_20200604115458963096
,MVCD1,esl_20200604115458963121
,VEGF,esl_20200604115458963121
,VPF,esl_20200604115458963121
,LAM,esl_20200604115458963147
,PPP1R160,esl_20200604115458963147
,TSC4,esl_20200604115458963147
,CFC3,esl_20200604115458963172
,MAPKK1,esl_20200604115458963172
,MEK1,esl_20200604115458963172
,MKK1,esl_20200604115458963172
,PRKMK1,esl_20200604115458963172
,SIAA0862,esl_20200604115458963200
,SOC2,esl_20200604115458963200
,SUR8,esl_20200604115458963200
,S6,esl_20200604115458963226
,Sph1,esl_20200604115458963250
,SYPH1,esl_20200604115458963250
,GRIM-1,esl_20200604115458963275
,Shq1p,esl_20200604115458963275
,BAF60A,esl_20200604115458963316
,CRACD1,esl_20200604115458963316
,Rsc6p,esl_20200604115458963316
,ALL3,esl_20200604115458963345
,BSAP,esl_20200604115458963345
,ANKRD15,esl_20200604115458963371
,CPSQ2,esl_20200604115458963371
,KANK,esl_20200604115458963371
,HsT1196,esl_20200604115458963397
,SCC,esl_20200604115458963397
,SCCA-1,esl_20200604115458963397
,SCCA-PD,esl_20200604115458963397
,SCCA1,esl_20200604115458963397
,SSCA1,esl_20200604115458963397
,T4-A,esl_20200604115458963397
,CISS3,esl_20200604115458963427
,KLHL6,esl_20200604115458963427
,PERCHING,esl_20200604115458963427
,SBBI26,esl_20200604115458963427
,CD309,esl_20200604115458963454
,FLK1,esl_20200604115458963454
,VEGFR,esl_20200604115458963454
,VEGFR2,esl_20200604115458963454
,P66,esl_20200604115458963481
,P68,esl_20200604115458963481
,PPP1R128,esl_20200604115458963481
,CMD1W,esl_20200604115458963507
,CMH15,esl_20200604115458963507
,HEL114,esl_20200604115458963507
,MV,esl_20200604115458963507
,MVCL,esl_20200604115458963507
,CT6.1,esl_20200604115458963559
,CTAG,esl_20200604115458963559
,CTAG1,esl_20200604115458963559
,ESO1,esl_20200604115458963559
,LAGE-2,esl_20200604115458963559
,LAGE2B,esl_20200604115458963559
,NY-ESO-1,esl_20200604115458963559
,AFGF,esl_20200604115458963589
,ECGF,esl_20200604115458963589
,ECGF-beta,esl_20200604115458963589
,ECGFA,esl_20200604115458963589
,ECGFB,esl_20200604115458963589
,FGF-1,esl_20200604115458963589
,FGF-alpha,esl_20200604115458963589
,FGFA,esl_20200604115458963589
,GLIO703,esl_20200604115458963589
,HBGF-1,esl_20200604115458963589
,HBGF1,esl_20200604115458963589
,KIAA1598,esl_20200604115458963624
,shootin-1,esl_20200604115458963624
,IGL,esl_20200604115458963650
,IGLV,esl_20200604115458963650
,VL-MAR,esl_20200604115458963650
,IGHV434,esl_20200604115458963677
,VH,esl_20200604115458963677
,E1A-F,esl_20200604115458963701
,E1AF,esl_20200604115458963701
,PEA3,esl_20200604115458963701
,PEAS3,esl_20200604115458963701
,ARTD17,esl_20200604115458963728
,PARP-6-B1,esl_20200604115458963728
,PARP-6-C,esl_20200604115458963728
,pART17,esl_20200604115458963728
,ACTL6,esl_20200604115458963778
,Arp4,esl_20200604115458963778
,ARPN-BETA,esl_20200604115458963778
,BAF53A,esl_20200604115458963778
,INO80K,esl_20200604115458963778
,ANX1,esl_20200604115458963806
,LPC1,esl_20200604115458963806
