name,panelName,geneDescription_graph_id,oncogenicCategory_graph_id,synonyms_graph_id,transcript_graph_id,MyGeneInfoGene_graph_id,JaxGene_graph_id,UniprotEntry_graph_Id,graph_id
ERCC4,ERCC4,es_20200519105117301000,es_20200422173008122994,esl_20200604115459021743,es_20200604115459021743,geneInfo_gene_2072,jax_gene_2072,uniprot_Q92889,omnigene_2072
ERBB3,ERBB3,es_20200507132556962000,es_20200422172955326032,esl_20200604115459021770,es_20200604115459021770,geneInfo_gene_2065,jax_gene_2065,uniprot_P21860,omnigene_2065
ERRFI1,ERRFI1,es_20200519125618636000,es_20200422173013223350,esl_20200604115459021798,es_20200604115459021798,geneInfo_gene_54206,jax_gene_54206,uniprot_Q9UJM3,omnigene_54206
ERBB4,ERBB4,es_20200505100107283000,es_20200422172958944542,esl_20200604115459021841,es_20200604115459021841,geneInfo_gene_2066,jax_gene_2066,uniprot_Q15303,omnigene_2066
ERCC5,ERCC5,es_20200519115156461000,es_20200422173009912124,esl_20200604115459021872,es_20200604115459021872,geneInfo_gene_2073,jax_gene_2073,uniprot_P28715,omnigene_2073
AMER1,FAM123B,es_20200424104141159000,es_20200422173035106499,esl_20200604115459021900,es_20200604115459021900,geneInfo_gene_139285,jax_gene_139285,uniprot_Q5JTC6,omnigene_139285
ERCC3,ERCC3,es_20200519104815931000,es_20200422173005550218,esl_20200604115459021927,es_20200604115459021927,geneInfo_gene_2071,jax_gene_2071,uniprot_P19447,omnigene_2071
ETV5,ETV5,es_20200511104530528000,es_20200422173024563274,esl_20200604115459021955,es_20200604115459021955,geneInfo_gene_2119,jax_gene_2119,uniprot_P41161,omnigene_2119
ERG,ERG,es_20200506095539781000,es_20200422173011704325,esl_20200604115459021982,es_20200604115459021982,geneInfo_gene_2078,jax_gene_2078,uniprot_P11308,omnigene_2078
ETV1,ETV1,es_2020051111103300000,es_20200422173021338927,esl_20200604115459022008,es_20200604115459022008,geneInfo_gene_2115,jax_gene_2115,uniprot_P50549,omnigene_2115
ETV4,ETV4,es_20200519140037392000,es_20200422173022853504,esl_20200604115459022035,es_20200604115459022035,geneInfo_gene_2118,jax_gene_2118,uniprot_P43268,omnigene_2118
EWSR1,EWSR1,es_20200519142706357000,es_20200422173028761196,esl_20200604115459022062,es_20200604115459022062,geneInfo_gene_2130,jax_gene_2130,uniprot_Q01844,omnigene_2130
ETS1,ETS1,es_20200519130933905000,es_20200422173018916280,esl_20200604115459022107,es_20200604115459022107,geneInfo_gene_2113,jax_gene_2113,uniprot_P14921,omnigene_2113
FGF3,FGF3,es_20200520105705685000,es_20200422173129608934,esl_20200604115459022135,es_20200604115459022135,geneInfo_gene_2248,jax_gene_2248,uniprot_P11487,omnigene_2248
ETV6,ETV6,es_20200519141505311000,es_20200422173026386935,esl_20200604115459022161,es_20200604115459022161,geneInfo_gene_2120,jax_gene_2120,uniprot_P41212,omnigene_2120
FANCA,FANCA,es_20200519143723230000,es_20200422173041722470,esl_20200604115459022203,es_20200604115459022203,geneInfo_gene_2175,jax_gene_2175,uniprot_O15360,omnigene_2175
EZH2,EZH2,es_20200508155508831000,es_20200422173032567203,esl_20200604115459022233,es_20200604115459022233,geneInfo_gene_2146,jax_gene_2146,uniprot_Q15910,omnigene_2146
FANCD2,FANCD2,es_20200519145317796000,es_20200422173045664711,esl_20200604115459022260,es_20200604115459022260,geneInfo_gene_2177,jax_gene_2177,uniprot_Q9BXW9,omnigene_2177
FANCI,FANCI,es_20200519154032238000,es_20200422173052515635,esl_20200604115459022287,es_20200604115459022287,geneInfo_gene_55215,jax_gene_55215,uniprot_Q9NVI1,omnigene_55215
ABRAXAS1,FAM175A,es_20200501094315771000,es_20200422173036728421,esl_20200604115459022315,es_20200604115459022315,geneInfo_gene_84142,jax_gene_84142,uniprot_Q6UWZ7,omnigene_84142
FANCF,FANCF,es_20200519151910913000,es_20200422173048947307,esl_20200604115459022342,es_20200604115459022342,geneInfo_gene_2188,jax_gene_2188,uniprot_Q9NPI8,omnigene_2188
TENT5C,FAM46C,es_20200424104248405000,es_20200422173039389430,esl_20200604115459022368,es_20200604115459022368,geneInfo_gene_54855,jax_gene_54855,uniprot_Q5VWP2,omnigene_54855
FANCE,FANCE,es_2020051914585430000,es_20200422173047368648,esl_20200604115459022396,es_20200604115459022396,geneInfo_gene_2178,jax_gene_2178,uniprot_Q9HB96,omnigene_2178
FANCC,FANCC,es_20200519144907636000,es_20200422173043172369,esl_20200604115459022423,es_20200604115459022423,geneInfo_gene_2176,jax_gene_2176,uniprot_Q00597,omnigene_2176
FANCG,FANCG,es_20200519153713168000,es_20200422173050580804,esl_20200604115459022449,es_20200604115459022449,geneInfo_gene_2189,jax_gene_2189,uniprot_O15287,omnigene_2189
FAT1,FAT1,es_20200519154910189000,es_20200422173101834208,esl_20200604115459022475,es_20200604115459022475,geneInfo_gene_2195,jax_gene_2195,uniprot_Q14517,omnigene_2195
FGF10,FGF10,es_20200520094121438000,es_20200422173118317079,esl_20200604115459022502,es_20200604115459022502,geneInfo_gene_2255,jax_gene_2255,uniprot_O15520,omnigene_2255
FANCL,FANCL,es_20200519154816913000,es_20200422173056614660,esl_20200604115459022529,es_20200604115459022529,geneInfo_gene_55120,jax_gene_55120,uniprot_Q9NW38,omnigene_55120
FGF14,FGF14,es_20200520095845307000,es_20200422173120547168,esl_20200604115459022577,es_20200604115459022577,geneInfo_gene_2259,jax_gene_2259,uniprot_Q92915,omnigene_2259
FAS,FAS,es_20200519155636543000,es_20200422173100143048,esl_20200604115459022607,es_20200604115459022607,geneInfo_gene_355,jax_gene_355,uniprot_P25445,omnigene_355
FGF2,FGF2,es_20200520101549806000,es_20200422173125776011,esl_20200604115459022633,es_20200604115459022633,geneInfo_gene_2247,jax_gene_2247,uniprot_P09038,omnigene_2247
FBXW7,FBXW7,es_20200430142946895000,es_20200422173110374080,esl_20200604115459022660,es_20200604115459022660,geneInfo_gene_55294,jax_gene_55294,uniprot_Q969H0,omnigene_55294
FGF1,FGF1,es_20200520090336629000,es_20200422173115575866,esl_20200604115459022687,es_20200604115459022687,geneInfo_gene_2246,jax_gene_2246,uniprot_P05230,omnigene_2246
FGF23,FGF23,es_20200520103154471000,es_20200422173127431389,esl_20200604115459022714,es_20200604115459022714,geneInfo_gene_8074,jax_gene_8074,uniprot_Q9GZV9,omnigene_8074
H3-3B,H3F3B,es_20200424104627630000,es_20200422173347215337,esl_20200604115459022740,es_20200604115459022740,geneInfo_gene_3021,jax_gene_3021,uniprot_P84243,omnigene_3021
FGF9,FGF9,es_20200520114733115000,es_20200422173140685212,esl_20200604115459022767,es_20200604115459022767,geneInfo_gene_2254,jax_gene_2254,uniprot_P31371,omnigene_2254
FGF4,FGF4,es_20200520110029810000,es_20200422173131013169,esl_20200604115459022793,es_20200604115459022793,geneInfo_gene_2249,jax_gene_2249,uniprot_P08620,omnigene_2249
FGF7,FGF7,es_20200520112409721000,es_20200422173135542115,esl_20200604115459022820,es_20200604115459022820,geneInfo_gene_2252,jax_gene_2252,uniprot_P21781,omnigene_2252
FGF19,FGF19,es_2020052010060639000,es_20200422173121981495,esl_20200604115459022846,es_20200604115459022846,geneInfo_gene_9965,jax_gene_9965,uniprot_O95750,omnigene_9965
FGF5,FGF5,es_20200520111032864000,es_20200422173132591693,esl_20200604115459022873,es_20200604115459022873,geneInfo_gene_2250,jax_gene_2250,uniprot_P12034,omnigene_2250
FGF6,FGF6,es_20200520112000576000,es_20200422173134100629,esl_20200604115459022899,es_20200604115459022899,geneInfo_gene_2251,jax_gene_2251,uniprot_P10767,omnigene_2251
FGFR4,FGFR4,es_20200520130649285000,es_20200422173149711171,esl_20200604115459022926,es_20200604115459022926,geneInfo_gene_2264,jax_gene_2264,uniprot_P22455,omnigene_2264
FRS2,FRS2,es_2020052015320983000,es_20200422173228883980,esl_20200604115459022953,es_20200604115459022953,geneInfo_gene_10818,jax_gene_10818,uniprot_Q8WU20,omnigene_10818
FGF8,FGF8,es_20200520112932280000,es_20200422173138153584,esl_20200604115459022979,es_20200604115459022979,geneInfo_gene_2253,jax_gene_2253,uniprot_P55075,omnigene_2253
FGFR1,FGFR1,es_20200505093912748000,es_20200422173143175843,esl_20200604115459023006,es_20200604115459023006,geneInfo_gene_2260,jax_gene_2260,uniprot_P11362,omnigene_2260
FLT4,FLT4,es_20200520140123879000,es_20200422173210515654,esl_20200604115459023032,es_20200604115459023032,geneInfo_gene_2324,jax_gene_2324,uniprot_P35916,omnigene_2324
FGFR3,FGFR3,es_20200505130931758000,es_20200422173147895666,esl_20200604115459023058,es_20200604115459023058,geneInfo_gene_2261,jax_gene_2261,uniprot_P22607,omnigene_2261
FH,FH,es_20200520131715593000,es_20200422173152233116,esl_20200604115459023085,es_20200604115459023085,geneInfo_gene_2271,jax_gene_2271,uniprot_P07954,omnigene_2271
FLCN,FLCN,es_20200520132904206000,es_20200422173158880751,esl_20200604115459023111,es_20200604115459023111,geneInfo_gene_201163,jax_gene_201163,uniprot_Q8NFG4,omnigene_201163
FLT3,FLT3,es_20200506113034119000,es_20200422173208665677,esl_20200604115459023138,es_20200604115459023138,geneInfo_gene_2322,jax_gene_2322,uniprot_P36888,omnigene_2322
FOXL2,FOXL2,es_20200508134627110000,es_20200422173214443306,esl_20200604115459023165,es_20200604115459023165,geneInfo_gene_668,jax_gene_668,uniprot_P58012,omnigene_668
FLI1,FLI1,es_20200520134204763000,es_20200422173203170551,esl_20200604115459023192,es_20200604115459023192,geneInfo_gene_2313,jax_gene_2313,uniprot_Q01543,omnigene_2313
FOXA1,FOXA1,es_20200520141323914000,es_20200422173212773564,esl_20200604115459023218,es_20200604115459023218,geneInfo_gene_3169,jax_gene_3169,uniprot_P55317,omnigene_3169
FLT1,FLT1,es_20200520135104794000,es_20200422173205871883,esl_20200604115459023245,es_20200604115459023245,geneInfo_gene_2321,jax_gene_2321,uniprot_P17948,omnigene_2321
FOXO1,FOXO1,es_20200520142241252000,es_20200422173216938145,esl_20200604115459023271,es_20200604115459023271,geneInfo_gene_2308,jax_gene_2308,uniprot_Q12778,omnigene_2308
FOXP1,FOXP1,es_20200520142656146000,es_20200422173221971844,esl_20200604115459023298,es_20200604115459023298,geneInfo_gene_27086,jax_gene_27086,uniprot_Q9H334,omnigene_27086
GABRA6,GABRA6,es_20200520160410883000,es_20200422173234229034,esl_20200604115459023324,es_20200604115459023324,geneInfo_gene_2559,jax_gene_2559,uniprot_Q16445,omnigene_2559
FOXP3,FOXP3,es_20200423071824428406,es_20200422173226537807,esl_20200604115459023351,es_20200604115459023351,geneInfo_gene_50943,,uniprot_Q9BZS1,omnigene_50943
GATA2,GATA2,es_2020050813334274000,es_20200422173240764000,esl_20200604115459023376,es_20200604115459023376,geneInfo_gene_2624,jax_gene_2624,uniprot_P23769,omnigene_2624
FUBP1,FUBP1,es_20200520154237407000,es_20200422173230310458,esl_20200604115459023453,es_20200604115459023453,geneInfo_gene_8880,jax_gene_8880,uniprot_Q96AE4,omnigene_8880
FYN,FYN,es_20200520154611658000,es_20200422173232805334,esl_20200604115459023484,es_20200604115459023484,geneInfo_gene_2534,jax_gene_2534,uniprot_P06241,omnigene_2534
GATA3,GATA3,es_20200423071825393326,es_20200422173242735723,esl_20200604115459023512,es_20200604115459023512,geneInfo_gene_2625,jax_gene_2625,uniprot_P23771,omnigene_2625
GID4,GID4,es_20200521095324493000,es_20200422173302030308,esl_20200604115459023539,es_20200604115459023539,geneInfo_gene_79018,jax_gene_79018,uniprot_Q8IVV7,omnigene_79018
GRM3,GRM3,es_20200521112933858000,es_20200422173333921183,esl_20200604115459023566,es_20200604115459023566,geneInfo_gene_2913,jax_gene_2913,uniprot_Q14832,omnigene_2913
GAS6,GAS6,es_20200422173236665992,es_20200422173236666010,esl_20200604115459023592,es_20200604115459023592,geneInfo_gene_2621,,uniprot_Q14393,omnigene_2621
GATA1,GATA1,es_20200520161341423000,es_20200422173238757556,esl_20200604115459023618,es_20200604115459023618,geneInfo_gene_2623,jax_gene_2623,uniprot_P15976,omnigene_2623
GATA4,GATA4,es_20200520162139806000,es_20200422173246846676,esl_20200604115459023650,es_20200604115459023650,geneInfo_gene_2626,jax_gene_2626,uniprot_P43694,omnigene_2626
GNA11,GNA11,es_20200508105420264000,es_20200422173309504852,esl_20200604115459023677,es_20200604115459023677,geneInfo_gene_2767,jax_gene_2767,uniprot_P29992,omnigene_2767
GATA6,GATA6,es_20200520162304331000,es_20200422173253161274,esl_20200604115459023703,es_20200604115459023703,geneInfo_gene_2627,jax_gene_2627,uniprot_Q92908,omnigene_2627
GEN1,GEN1,es_20200520162808467000,es_20200422173259024333,esl_20200604115459023730,es_20200604115459023730,geneInfo_gene_348654,jax_gene_348654,uniprot_Q17RS7,omnigene_348654
GLI1,GLI1,es_20200521100314419000,es_20200422173307289247,esl_20200604115459023756,es_20200604115459023756,geneInfo_gene_2735,jax_gene_2735,uniprot_P08151,omnigene_2735
GNAQ,GNAQ,es_20200424104425236000,es_20200422173315825485,esl_20200604115459023783,es_20200604115459023783,geneInfo_gene_2776,jax_gene_2776,uniprot_P50148,omnigene_2776
GNA13,GNA13,es_20200521103550602000,es_20200422173313668606,esl_20200604115459023809,es_20200604115459023809,geneInfo_gene_10672,jax_gene_10672,uniprot_Q14344,omnigene_10672
GNAS,GNAS,es_20200506131928368000,es_20200422173318541094,esl_20200604115459023836,es_20200604115459023836,geneInfo_gene_2778,jax_gene_2778,uniprot_Q5JWF2,omnigene_2778
GREM1,GREM1,es_20200521105716443000,es_20200422173328416259,esl_20200604115459023862,es_20200604115459023862,geneInfo_gene_26585,jax_gene_26585,uniprot_O60565,omnigene_26585
H3-5,H3F3C,es_20200424104659708000,es_20200422173348720552,esl_20200604115459023889,es_20200604115459023889,geneInfo_gene_440093,jax_gene_440093,uniprot_Q6NXT2,omnigene_440093
ADGRA2,GPR124,es_2020042410444502000,es_20200422173321459945,esl_20200604115459023916,es_20200604115459023916,geneInfo_gene_25960,jax_gene_25960,uniprot_Q96PE1,omnigene_25960
GZMB,GZMB,es_20200423071826358688,es_20200422173341121022,esl_20200604115459023966,es_20200604115459023966,geneInfo_gene_3002,,uniprot_P10144,omnigene_3002
GPS2,GPS2,es_20200521104240118000,es_20200422173325456963,esl_20200604115459023995,es_20200604115459023995,geneInfo_gene_2874,jax_gene_2874,uniprot_Q13227,omnigene_2874
GRIN2A,GRIN2A,es_20200521111450533000,es_20200422173332128066,esl_20200604115459024021,es_20200604115459024021,geneInfo_gene_2903,jax_gene_2903,uniprot_Q12879,omnigene_2903
HGF,HGF,es_20200521113340289000,es_20200422173358090452,esl_20200604115459024048,es_20200604115459024048,geneInfo_gene_3082,jax_gene_3082,uniprot_P14210,omnigene_3082
H3C2,HIST1H3B,es_20200521114114784000,es_20200422173406683474,esl_20200604115459024075,es_20200604115459024075,geneInfo_gene_8358,jax_gene_8358,uniprot_P68431,omnigene_8358
H3C10,HIST1H3H,es_20200521135454376000,es_20200422173419376117,esl_20200604115459024102,es_20200604115459024102,geneInfo_gene_8357,jax_gene_8357,uniprot_P68431,omnigene_8357
GSK3B,GSK3B,es_20200424104522427000,es_20200422173338678673,esl_20200604115459024129,es_20200604115459024129,geneInfo_gene_2932,jax_gene_2932,uniprot_P49841,omnigene_2932
IDH1,IDH1,es_20200505102725124000,es_20200422173526227208,esl_20200604115459024177,es_20200604115459024177,geneInfo_gene_3417,jax_gene_3417,uniprot_O75874,omnigene_3417
H1-2,HIST1H1C,es_20200427111551279000,es_20200422173359647016,esl_20200604115459024207,es_20200604115459024207,geneInfo_gene_3006,jax_gene_3006,uniprot_P16403,omnigene_3006
H3C6,HIST1H3E,es_20200521135025869000,es_20200422173409632740,esl_20200604115459024235,es_20200604115459024235,geneInfo_gene_8353,jax_gene_8353,uniprot_P68431,omnigene_8353
H3-3A,H3F3A,es_20200424104559603000,es_20200422173343782919,esl_20200604115459024261,es_20200604115459024261,geneInfo_gene_3020,jax_gene_3020,uniprot_P84243,omnigene_3020
H3C11,HIST1H3I,es_20200521135604736000,es_20200422173422405349,esl_20200604115459024288,es_20200604115459024288,geneInfo_gene_8354,jax_gene_8354,uniprot_P68431,omnigene_8354
HAVCR2,HAVCR2,es_20200423071826874947,es_20200422173354524555,esl_20200604115459024314,es_20200604115459024314,geneInfo_gene_84868,,uniprot_Q8TDQ0,omnigene_84868
H2BC5,HIST1H2BD,es_20200427111616584000,es_20200422173401499403,esl_20200604115459024340,es_20200604115459024340,geneInfo_gene_3017,jax_gene_3017,uniprot_P58876,omnigene_3017
H3C14,HIST2H3C,es_20200521162659985000,es_20200422173430506850,esl_20200604115459024367,es_20200604115459024367,geneInfo_gene_126961,jax_gene_126961,uniprot_Q71DI3,omnigene_126961
H3C1,HIST1H3A,es_20200521113904395000,es_20200422173404122361,esl_20200604115459024394,es_20200604115459024394,geneInfo_gene_8350,jax_gene_8350,uniprot_P68431,omnigene_8350
H3C12,HIST1H3J,es_20200521135725506000,es_20200422173425386471,esl_20200604115459024437,es_20200604115459024437,geneInfo_gene_8356,jax_gene_8356,uniprot_P68431,omnigene_8356
H3C8,HIST1H3G,es_20200521135305182000,es_20200422173416147782,esl_20200604115459024465,es_20200604115459024465,geneInfo_gene_8355,jax_gene_8355,uniprot_P68431,omnigene_8355
H3C13,HIST2H3D,es_2020052116273328000,es_20200422173433381307,esl_20200604115459024492,es_20200604115459024492,geneInfo_gene_653604,jax_gene_653604,uniprot_Q71DI3,omnigene_653604
H3C7,HIST1H3F,es_20200521135144118000,es_20200422173413104969,esl_20200604115459024519,es_20200604115459024519,geneInfo_gene_8968,jax_gene_8968,uniprot_P68431,omnigene_8968
H3C15,HIST2H3A,es_20200521162613779000,es_20200422173427833802,esl_20200604115459024546,es_20200604115459024546,geneInfo_gene_333932,jax_gene_333932,uniprot_Q71DI3,omnigene_333932
H3-4,HIST3H3,es_20200521162945514000,es_20200422173435561132,esl_20200604115459024573,es_20200604115459024573,geneInfo_gene_8290,jax_gene_8290,uniprot_Q16695,omnigene_8290
HLA-A,HLA-A,es_20200522064658947000,es_20200422173453250499,esl_20200604115459024600,es_20200604115459024600,geneInfo_gene_3105,jax_gene_3105,uniprot_P04439,omnigene_3105
HNF1A,HNF1A,es_20200507154915305000,es_20200422173458239850,esl_20200604115459024627,es_20200604115459024627,geneInfo_gene_6927,jax_gene_6927,uniprot_P20823,omnigene_6927
ICOSLG,ICOSLG,es_20200423071827962816,es_20200422173521516511,esl_20200604115459024654,es_20200604115459024654,geneInfo_gene_23308,jax_gene_23308,uniprot_O75144,omnigene_23308
HNRNPK,HNRNPK,es_20200522065056755000,es_20200422173501056960,esl_20200604115459024681,es_20200604115459024681,geneInfo_gene_3190,jax_gene_3190,uniprot_P61978,omnigene_3190
HSD3B1,HSD3B1,es_20200522070436205000,es_20200422173510271888,esl_20200604115459024708,es_20200604115459024708,geneInfo_gene_3283,jax_gene_3283,uniprot_P14060,omnigene_3283
HOXB13,HOXB13,es_20200522065525782000,es_20200422173503561102,esl_20200604115459024735,es_20200604115459024735,geneInfo_gene_10481,jax_gene_10481,uniprot_Q92826,omnigene_10481
ICOS,ICOS,es_20200423071827852601,es_20200422173519292158,esl_20200604115459024761,es_20200604115459024761,geneInfo_gene_29851,,uniprot_Q9Y6W8,omnigene_29851
HRAS,HRAS,es_20200506143001122000,es_20200422173507972070,esl_20200604115459024787,es_20200604115459024787,geneInfo_gene_3265,jax_gene_3265,uniprot_P01112,omnigene_3265
ID3,ID3,es_2020052207274273000,es_20200422173523087141,esl_20200604115459024813,es_20200604115459024813,geneInfo_gene_3399,jax_gene_3399,uniprot_Q02535,omnigene_3399
HSP90AA1,HSP90AA1,es_20200522071629466000,es_20200422173516957137,esl_20200604115459024841,es_20200604115459024841,geneInfo_gene_3320,jax_gene_3320,uniprot_P07900,omnigene_3320
IFNG,IFNG,es_20200423071831143175,es_20200422173539129677,esl_20200604115459024867,es_20200604115459024867,geneInfo_gene_3458,,uniprot_P01579,omnigene_3458
IGF1R,IGF1R,es_20200508115244277000,es_20200422173550464759,esl_20200604115459024892,es_20200604115459024892,geneInfo_gene_3480,jax_gene_3480,uniprot_P08069,omnigene_3480
IDH2,IDH2,es_20200508103205467000,es_20200422173528854913,esl_20200604115459024919,es_20200604115459024919,geneInfo_gene_3418,jax_gene_3418,uniprot_P48735,omnigene_3418
IFITM1,IFITM1,es_20200422173534796036,es_20200422173534796054,esl_20200604115459024946,es_20200604115459024946,geneInfo_gene_8519,,uniprot_P13164,omnigene_8519
IDO1,IDO1,es_20200423071829387375,es_20200422173532744768,esl_20200604115459024971,es_20200604115459024971,geneInfo_gene_3620,jax_gene_3620,uniprot_P14902,omnigene_3620
IFITM3,IFITM3,es_20200422173536865049,es_20200422173536865067,esl_20200604115459024998,es_20200604115459024998,geneInfo_gene_10410,,uniprot_Q01628,omnigene_10410
IL7R,IL7R,es_20200522084056934000,es_20200422173611075220,esl_20200604115459025034,es_20200604115459025034,geneInfo_gene_3575,jax_gene_3575,uniprot_P16871,omnigene_3575
IFNGR1,IFNGR1,es_20200522075154734000,es_20200422173542048749,esl_20200604115459025063,es_20200604115459025063,geneInfo_gene_3459,jax_gene_3459,uniprot_P15260,omnigene_3459
IL1B,IL1B,es_20200423071833323717,es_20200422173605639597,esl_20200604115459025089,es_20200604115459025089,geneInfo_gene_3553,,uniprot_P01584,omnigene_3553
IGF1,IGF1,es_2020052207550989000,es_20200422173546657029,esl_20200604115459025114,es_20200604115459025114,geneInfo_gene_3479,jax_gene_3479,uniprot_P05019,omnigene_3479
IKBKE,IKBKE,es_20200522081526134000,es_20200422173555789646,esl_20200604115459025141,es_20200604115459025141,geneInfo_gene_9641,jax_gene_9641,uniprot_Q14164,omnigene_9641
IGF2,IGF2,es_20200522080638230000,es_20200422173553592149,esl_20200604115459025168,es_20200604115459025168,geneInfo_gene_3481,jax_gene_3481,uniprot_P01344,omnigene_3481
IL6,IL6,es_20200422173608404145,es_20200422173608404163,esl_20200604115459025194,es_20200604115459025194,geneInfo_gene_3569,jax_gene_3569,uniprot_P05231,omnigene_3569
IKZF1,IKZF1,es_20200522082917809000,es_20200422173558707152,esl_20200604115459025221,es_20200604115459025221,geneInfo_gene_10320,jax_gene_10320,uniprot_Q13422,omnigene_10320
INHA,INHA,es_20200522095650774000,es_20200422173612536262,esl_20200604115459025247,es_20200604115459025247,geneInfo_gene_3623,jax_gene_3623,uniprot_P05111,omnigene_3623
IL10,IL10,es_20200423071832407139,es_20200422173602225096,esl_20200604115459025273,es_20200604115459025273,geneInfo_gene_3586,jax_gene_3586,uniprot_P22301,omnigene_3586
IRF4,IRF4,es_20200522110253530000,es_20200422173630684843,esl_20200604115459025300,es_20200604115459025300,geneInfo_gene_3662,jax_gene_3662,uniprot_Q15306,omnigene_3662
KLHL6,KLHL6,es_20200522144423624000,es_20200422173724816499,esl_20200604115459025348,es_20200604115459025348,geneInfo_gene_89857,jax_gene_89857,uniprot_Q8WZ60,omnigene_89857
INHBA,INHBA,es_20200522100418323000,es_20200422173614459218,esl_20200604115459025378,es_20200604115459025378,geneInfo_gene_3624,jax_gene_3624,uniprot_P08476,omnigene_3624
IRF2,IRF2,es_2020052210564569000,es_20200422173627918153,esl_20200604115459025405,es_20200604115459025405,geneInfo_gene_3660,jax_gene_3660,uniprot_P14316,omnigene_3660
IRS2,IRS2,es_2020052211150472000,es_20200422173634639538,esl_20200604115459025432,es_20200604115459025432,geneInfo_gene_8660,jax_gene_8660,uniprot_Q9Y4H2,omnigene_8660
INPP4A,INPP4A,es_20200522102813154000,es_20200422173617632538,esl_20200604115459025458,es_20200604115459025458,geneInfo_gene_3631,jax_gene_3631,uniprot_Q96PE3,omnigene_3631
INPP4B,INPP4B,es_20200522103850497000,es_20200422173621160279,esl_20200604115459025485,es_20200604115459025485,geneInfo_gene_8821,jax_gene_8821,uniprot_O15327,omnigene_8821
IRS1,IRS1,es_20200522111346816000,es_20200422173632823005,esl_20200604115459025512,es_20200604115459025512,geneInfo_gene_3667,jax_gene_3667,uniprot_P35568,omnigene_3667
INSR,INSR,es_2020052210474805000,es_20200422173625319400,esl_20200604115459025539,es_20200604115459025539,geneInfo_gene_3643,jax_gene_3643,uniprot_P06213,omnigene_3643
JAK3,JAK3,es_20200505141805400000,es_20200422173644292974,esl_20200604115459025565,es_20200604115459025565,geneInfo_gene_3718,jax_gene_3718,uniprot_P52333,omnigene_3718
KAT6A,KAT6A,es_20200522113911918000,es_20200422173650804638,esl_20200604115459025592,es_20200604115459025592,geneInfo_gene_7994,jax_gene_7994,uniprot_Q92794,omnigene_7994
KEL,KEL,es_20200522134422597000,es_20200422173715098926,esl_20200604115459025619,es_20200604115459025619,geneInfo_gene_3792,jax_gene_3792,uniprot_P23276,omnigene_3792
JAK1,JAK1,es_20200507095557879000,es_20200422173637455842,esl_20200604115459025645,es_20200604115459025645,geneInfo_gene_3716,jax_gene_3716,uniprot_P23458,omnigene_3716
JAK2,JAK2,es_20200506164731921000,es_20200422173641970891,esl_20200604115459025671,es_20200604115459025671,geneInfo_gene_3717,jax_gene_3717,uniprot_O60674,omnigene_3717
JUN,JUN,es_20200522112558244000,es_20200422173648303372,esl_20200604115459025697,es_20200604115459025697,geneInfo_gene_3725,jax_gene_3725,uniprot_P05412,omnigene_3725
KDM5A,KDM5A,es_20200522114301974000,es_20200422173654354982,esl_20200604115459025724,es_20200604115459025724,geneInfo_gene_5927,jax_gene_5927,uniprot_P29375,omnigene_5927
KDM5C,KDM5C,es_20200522115106281000,es_20200422173656947953,esl_20200604115459025750,es_20200604115459025750,geneInfo_gene_8242,jax_gene_8242,uniprot_P41229,omnigene_8242
KDR,KDR,es_20200501154146874000,es_20200422173704248223,esl_20200604115459025777,es_20200604115459025777,geneInfo_gene_3791,jax_gene_3791,uniprot_P35968,omnigene_3791
KDM6A,KDM6A,es_20200522132117406000,es_20200422173700236351,esl_20200604115459025803,es_20200604115459025803,geneInfo_gene_7403,jax_gene_7403,uniprot_O15550,omnigene_7403
KEAP1,KEAP1,es_20200522132701627000,es_20200422173711442354,esl_20200604115459025830,es_20200604115459025830,geneInfo_gene_9817,jax_gene_9817,uniprot_Q14145,omnigene_9817
KMT2C,KMT2C,es_20200522145059157000,es_20200422173732236569,esl_20200604115459025857,es_20200604115459025857,geneInfo_gene_58508,jax_gene_58508,uniprot_Q8NEZ4,omnigene_58508
KLRD1,KLRD1,es_20200423071833450029,es_20200422173727039836,esl_20200604115459025883,es_20200604115459025883,geneInfo_gene_3824,,uniprot_Q13241,omnigene_3824
KIF5B,KIF5B,es_20200522135301814000,es_20200422173717919952,esl_20200604115459025908,es_20200604115459025908,geneInfo_gene_3799,jax_gene_3799,uniprot_P33176,omnigene_3799
KIT,KIT,es_20200505102542505000,es_20200422173720745492,esl_20200604115459025934,es_20200604115459025934,geneInfo_gene_3815,jax_gene_3815,uniprot_P10721,omnigene_3815
LYN,LYN,es_20200526103446949000,es_20200422173800932366,esl_20200604115459025961,es_20200604115459025961,geneInfo_gene_4067,jax_gene_4067,uniprot_P07948,omnigene_4067
KLF4,KLF4,es_20200522143711945000,es_20200422173723277668,esl_20200604115459025987,es_20200604115459025987,geneInfo_gene_9314,jax_gene_9314,uniprot_O43474,omnigene_9314
KMT2D,KMT2D,es_20200526085832760000,es_20200422173735531531,esl_20200604115459026013,es_20200604115459026013,geneInfo_gene_8085,jax_gene_8085,uniprot_O14686,omnigene_8085
LAMP1,LAMP1,es_20200526093021751000,es_20200422173748969134,esl_20200604115459026040,es_20200604115459026040,geneInfo_gene_3916,jax_gene_3916,uniprot_P11279,omnigene_3916
LMO1,LMO1,es_20200526101354883000,es_20200422173755968843,esl_20200604115459026081,es_20200604115459026081,geneInfo_gene_4004,jax_gene_4004,uniprot_P25800,omnigene_4004
