id,Author_graph_id,LiteratureReference_graph_id
,author_haran_m,ref_16484589
,author_berrebi_a,ref_16484589
,author_binsky_i,ref_16484589
,author_gore_y,ref_16484589
,author_harpaz_n,ref_16484589
,author_becker_herman_s,ref_16484589
,author_shachar_i,ref_16484589
,author_starlets_d,ref_16484589
,author_shvidel_l,ref_16484589
,author_hoon_ds,ref_26503059
,author_bao_y,ref_26503059
,author_tam_wl,ref_26503059
,author_cai_y,ref_26503059
,author_goh_jy,ref_26503059
,author_wang_pp,ref_26503059
,author_wee_zn,ref_26503059
,author_tan_ey,ref_26503059
,author_yu_q,ref_26503059
,author_yatim_sm,ref_26503059
,author_zhang_s,ref_26503059
,author_kohlbauer_vk,ref_26503059
,author_lim_e,ref_26503059
,author_feng_m,ref_26503059
,author_lee_pl,ref_26503059
,author_ditzel_hj,ref_26503059
,author_yi_b,ref_26503059
,author_ng_io,ref_29483095
,author_ma_s,ref_29483095
,author_cheng_lk,ref_29483095
,author_leung_co,ref_29483095
,author_leung_hw,ref_29483095
,author_ho_np,ref_29483095
,author_lin_ch,ref_29483095
,author_lau_ey,ref_29483095
,author_lee_tk,ref_29483095
,author_gurung_s,ref_29483095
,author_lo_rc,ref_29483095
,author_cheng_by,ref_29483095
,author_munro_s,ref_21436057
,author_xia_y,ref_26432723
,author_jeffrey_medeiros,ref_26432723
,author_young_kh,ref_26432723
,author_boussiotis_va,ref_28018338
,author_bardhan_k,ref_28018338
,author_anagnostou_t,ref_28018338
,author_lunceford_j,ref_28619999
,author_moon_c,ref_28619999
,author_mcclanahan_t,ref_28619999
,author_yu_n,ref_28619999
,author_chow_lqm,ref_28619999
,author_murphy_e,ref_28619999
,author_tomassini_je,ref_28619999
,author_handa_m,ref_28619999
,author_gibson_c,ref_28619999
,author_juco_j,ref_28619999
,author_yearley_jh,ref_28619999
,author_seiwert_ty,ref_28619999
,author_cheng_j,ref_28619999
,author_landers_j,ref_24852644
,author_awadalla_ms,ref_24852644
,author_craig_je,ref_24852644
,author_sharma_s,ref_24852644
,author_souzeau_e,ref_24852644
,author_hewitt_aw,ref_24852644
,author_burdon_kp,ref_24852644
,author_poon_rt,ref_24608572
,author_liu_xb,ref_24608572
,author_guo_dy,ref_24608572
,author_man_k,ref_24608572
,author_shao_y,ref_24608572
,author_ng_kt,ref_24608572
,author_qi_x,ref_24608572
,author_ma_yy,ref_24608572
,author_fan_st,ref_24608572
,author_ling_cc,ref_24608572
,author_yeung_wh,ref_24608572
,author_lo_cm,ref_24608572
,author_geng_w,ref_24608572
,author_li_cx,ref_24608572
,author_gleeson_pa,ref_18308930
,author_stow_jl,ref_18308930
,author_hammond_la,ref_18308930
,author_la_gruta,ref_18308930
,author_lieu_zz,ref_18308930
,author_lock_jg,ref_18308930
,author_rayner_sl,ref_28652210
,author_lee_a,ref_28652210
,author_fifita_ja,ref_28652210
,author_hogan_al,ref_28652210
,author_chung_rs,ref_28652210
,author_galper_j,ref_28652210
,author_yang_s,ref_28652210
,author_blair_ip,ref_28652210
,author_kernan_jl,ref_28954236
,author_wang_x,ref_28954236
,author_arceci_a,ref_28954236
,author_emanuele_mj,ref_28954236
,author_truong_a,ref_28954236
,author_mills_ca,ref_28954236
,author_choudhury_r,ref_28954236
,author_liu_p,ref_28954236
,author_zhang_y,ref_28954236
,author_bonacci_t,ref_28954236
,author_robson_cn,ref_26501081
,author_knight_b,ref_26501081
,author_crundwell_m,ref_26501081
,author_mcclurg_ul,ref_26501081
,author_mcgrath_j,ref_26501081
,author_elliott_dj,ref_26501081
,author_harries_lw,ref_26501081
,author_munkley_j,ref_26501081
,author_leung_hy,ref_26501081
,author_rajan_p,ref_26501081
,author_kalna_g,ref_26501081
,author_livermore_ke,ref_26501081
,author_mccullagh_p,ref_26501081
,author_lin_j,ref_17932254
,author_polyak_k,ref_17932254
,author_papadopoulos_n,ref_17932254
,author_vogelstein_b,ref_17932254
,author_boca_sm,ref_17932254
,author_nikolsky_y,ref_17932254
,author_smith_dr,ref_17932254
,author_pant_pv,ref_17932254
,author_park_bh,ref_17932254
,author_dawson_d,ref_17932254
,author_willson_jk,ref_17932254
,author_markowitz_sd,ref_17932254
,author_wilson_pa,ref_17932254
,author_suh_e,ref_17932254
,author_pethiyagoda_cl,ref_17932254
,author_karchin_r,ref_17932254
,author_willis_j,ref_17932254
,author_wood_ld,ref_17932254
,author_shen_d,ref_17932254
,author_zhang_z,ref_17932254
,author_shipitsin_m,ref_17932254
,author_ptak_j,ref_17932254
,author_nikolskaya_t,ref_17932254
,author_velculescu_ve,ref_17932254
,author_barber_t,ref_17932254
,author_sjoblom_t,ref_17932254
,author_croshaw_r,ref_17932254
,author_silliman_n,ref_17932254
,author_sparks_ab,ref_17932254
,author_dezso_z,ref_17932254
,author_parmigiani_g,ref_17932254
,author_buckhaults_p,ref_17932254
,author_jones_s,ref_17932254
,author_kaminker_js,ref_17932254
,author_kinzler_kw,ref_17932254
,author_szabo_s,ref_17932254
,author_hartigan_j,ref_17932254
,author_parsons_dw,ref_17932254
,author_ustyanksky_v,ref_17932254
,author_sukumar_s,ref_17932254
,author_ballinger_dg,ref_17932254
,author_leary_rj,ref_17932254
,author_serhan_cn,ref_20080636
,author_yacoubian_s,ref_20080636
,author_recchiuti_a,ref_20080636
,author_lee_ch,ref_20080636
,author_chiang_n,ref_20080636
,author_yang_r,ref_20080636
,author_krishnamoorthy_s,ref_20080636
,author_petasis_na,ref_20080636
,author_peeters_ph,ref_17935138
,author_hankinson_se,ref_17935138
,author_pike_mc,ref_17935138
,author_travis_rc,ref_17935138
,author_thun_m,ref_17935138
,author_canzian_f,ref_17935138
,author_amiano_p,ref_17935138
,author_pharoah_p,ref_17935138
,author_palli_d,ref_17935138
,author_buring_j,ref_17935138
,author_kraft_p,ref_17935138
,author_breast_and,ref_17935138
,author_albanes_d,ref_17935138
,author_boeing_h,ref_17935138
,author_calle_ee,ref_17935138
,author_altshuler_d,ref_17935138
,author_bretsky_p,ref_17935138
,author_henderson_be,ref_17935138
,author_chanock_s,ref_17935138
,author_lemarchand_l,ref_17935138
,author_kaaks_r,ref_17935138
,author_riboli_e,ref_17935138
,author_cox_dg,ref_17935138
,author_trichopoulos_d,ref_17935138
,author_hoover_r,ref_17935138
,author_berglund_g,ref_17935138
,author_stram_do,ref_17935138
,author_feigelson_hs,ref_17935138
,author_kolonel_l,ref_17935138
,author_clavel_chapelon_f,ref_17935138
,author_yeager_m,ref_17935138
,author_tjonneland_a,ref_17935138
,author_hirschhorn_j,ref_17935138
,author_lund_e,ref_17935138
,author_colditz_ga,ref_17935138
,author_hunter_dj,ref_17935138
,author_burtt_n,ref_17935138
,author_haiman_ca,ref_17935138
,author_muller_j,ref_24763061
,author_nitschke_l,ref_24763061
,author_tuscano_jm,ref_23696252
,author_o_donnell_rt,ref_23696252
,author_sullivan_chang_l,ref_23696252
,author_gorgoni_b,ref_15355595
,author_gray_nk,ref_15355595
,author_kong_j,ref_24469397
,author_kini_hk,ref_24469397
,author_liebhaber_sa,ref_24469397
,author_porpodis_k,ref_24312144
,author_tsiouda_t,ref_24312144
,author_papaiwannou_a,ref_24312144
,author_turner_jf,ref_24312144
,author_spyratos_d,ref_24312144
,author_zarogoulidis_k,ref_24312144
,author_darwiche_k,ref_24312144
,author_kioumis_i,ref_24312144
,author_domvri_k,ref_24312144
,author_li_q,ref_24312144
,author_freitag_l,ref_24312144
,author_browning_rf,ref_24312144
,author_zarogoulidis_p,ref_24312144
,author_borsig_l,ref_29272415
,author_yasmin_karim_s,ref_25301730
,author_lee_yf,ref_25301730
,author_messing_em,ref_25301730
,author_king_mr,ref_25301730
,author_rashidi_a,ref_26834953
,author_dipersio_jf,ref_26834953
,author_videira_pa,ref_29716546
,author_carrascal_ma,ref_29716546
,author_martins_m,ref_29716546
,author_goncalo_mineiro,ref_29716546
,author_pen_c,ref_29716546
,author_borralho_p,ref_29716546
,author_braga_s,ref_29716546
,author_sackstein_r,ref_29716546
,author_talina_c,ref_29716546
,author_henriques_ar,ref_29716546
,author_qiu_h,ref_23305207
,author_pan_y,ref_23305207
,author_fu_j,ref_23305207
,author_cai_m,ref_23305207
,author_cao_y,ref_23305207
,author_yun_j,ref_23305207
,author_liu_l,ref_23305207
,author_zhang_cz,ref_23305207
,author_de_falco,ref_26468873
,author_patel_k,ref_26468873
,author_etebari_m,ref_26468873
,author_mundo_l,ref_26468873
,author_chumba_d,ref_26468873
,author_rabadan_r,ref_26468873
,author_ndede_i,ref_26468873
,author_ogwang_m,ref_26468873
,author_amato_t,ref_26468873
,author_marasco_e,ref_26468873
,author_ambrosio_mr,ref_26468873
,author_calbi_v,ref_26468873
,author_bellan_c,ref_26468873
,author_laginestra_ma,ref_26468873
,author_pileri_s,ref_26468873
,author_zairis_s,ref_26468873
,author_lazzi_s,ref_26468873
,author_gazaneo_s,ref_26468873
,author_rossi_m,ref_26468873
,author_piccaluga_pp,ref_26468873
,author_rocca_bj,ref_26468873
,author_fuligni_f,ref_26468873
,author_leoncini_l,ref_26468873
,author_abate_f,ref_26468873
,author_carpio_lr,ref_26302406
,author_perez_ea,ref_26302406
,author_pulimeno_p,ref_26302406
,author_feathers_rw,ref_26302406
,author_citi_s,ref_26302406
,author_ngok_sp,ref_26302406
,author_kourtidis_a,ref_26302406
,author_carr_jm,ref_26302406
,author_storz_p,ref_26302406
,author_copland_ja,ref_26302406
,author_anastasiadis_pz,ref_26302406
,author_borges_s,ref_26302406
,author_yan_ik,ref_26302406
,author_baker_tr,ref_26302406
,author_patel_t,ref_26302406
,author_thompson_ea,ref_26302406
,author_dearden_s,ref_26609494
,author_midha_a,ref_26609494
,author_mccormack_r,ref_26609494
,author_avila_j,ref_30284706
,author_ricaurte_lm,ref_30284706
,author_martin_c,ref_30284706
,author_zatarain_barron_zl,ref_30284706
,author_rosell_r,ref_30284706
,author_archila_p,ref_30284706
,author_corrales_l,ref_30284706
,author_ruiz_patino_a,ref_30284706
,author_reguart_n,ref_30284706
,author_rojas_l,ref_30284706
,author_latin_american_consortium,ref_30284706
,author_otero_j,ref_30284706
,author_vargas_c,ref_30284706
,author_arrieta_o,ref_30284706
,author_rodriguez_j,ref_30284706
,author_pino_le,ref_30284706
,author_castro_cd,ref_30284706
,author_wills_b,ref_30284706
,author_bravo_m,ref_30284706
,author_carranza_h,ref_30284706
,author_cardona_af,ref_30284706
,author_jouini_r,ref_30243897
,author_ayari_i,ref_30243897
,author_chadli_a,ref_30243897
,author_koubaa_w,ref_30243897
,author_ben_brahim,ref_30243897
,author_elloumi_h,ref_30243897
,author_atafi_s,ref_30243897
,author_wang_h,ref_30201736
,author_song_b,ref_30201736
,author_shi_b,ref_30201736
,author_jiang_h,ref_30201736
,author_li_z,ref_30201736
,author_kong_j,ref_30201736
,author_gao_h,ref_30201736
,author_wang_p,ref_30201736
,author_lu_c,ref_22884093
,author_peng_x,ref_22884093
,author_chen_y,ref_22884093
,author_liu_d,ref_22884093
,author_qiu_h,ref_22884093
,author_wang_q,ref_22884093
,author_li_j,ref_22884093
,author_yin_b,ref_22884093
,author_ju_w,ref_22884093
,author_ciardullo_c,ref_25873174
,author_barbarossa_l,ref_25873174
,author_todaro_m,ref_25873174
,author_european_t_cell,ref_25873174
,author_kenner_l,ref_25873174
,author_piva_r,ref_25873174
,author_ponzoni_m,ref_25873174
,author_di_giacomo,ref_25873174
,author_tousseyn_t,ref_25873174
,author_rosenwald_a,ref_25873174
,author_vialard_je,ref_25873174
,author_chan_wc,ref_25873174
,author_rabadan_r,ref_25873174
,author_crescenzo_r,ref_25873174
,author_weisenburger_d,ref_25873174
,author_tabbo__f,ref_25873174
,author_paulli_m,ref_25873174
,author_boi_m,ref_25873174
,author_pileri_s,ref_25873174
,author_mevellec_l,ref_25873174
,author_lasorsa_e,ref_25873174
,author_inghirami_g,ref_25873174
,author_chiesa_n,ref_25873174
,author_cerroni_l,ref_25873174
,author_ercole_e,ref_25873174
,author_iqbal_j,ref_25873174
,author_abate_f,ref_25873174
,author_rossi_d,ref_25873174
,author_bertoni_f,ref_25873174
,author_acquaviva_a,ref_25873174
,author_rinaldi_a,ref_25873174
,author_falini_b,ref_25873174
,author_piris_ma,ref_25873174
,author_gaidano_g,ref_25873174
,author_tiacci_e,ref_25873174
,author_shultz_ld,ref_25873174
,author_zamo__a,ref_25873174
,author_gaudiano_m,ref_25873174
,author_ficarra_e,ref_25873174
,author_spaccarotella_e,ref_25873174
,author_tzankov_a,ref_25873174
,author_novero_d,ref_25873174
,author_massoumi_r,ref_20347313
,author_qu_c,ref_25342597
,author_lai_y,ref_25342597
,author_janicki_js,ref_25342597
,author_cui_t,ref_25342597
,author_mathis_bj,ref_25342597
,author_puglia_m,ref_28572092
,author_kratchmarova_i,ref_28572092
,author_osinalde_n,ref_28572092
,author_barrio_hernandez_i,ref_28572092
,author_blagoev_b,ref_28572092
,author_olsen_jv,ref_28572092
,author_francavilla_c,ref_28572092
,author_akimov_v,ref_28572092
,author_sanchez_quiles_v,ref_28572092
,author_bravo_a,ref_21900959
,author_fernandez_acenero_mj,ref_21900959
,author_ramirez_a,ref_21900959
,author_moreno_maldonado_r,ref_21900959
,author_quintana_r,ref_21900959
,author_navarro_m,ref_21900959
,author_casanova_ml,ref_21900959
,author_page_a,ref_21900959
,author_alameda_jp,ref_21900959
,author_hu_j,ref_26982322
,author_xu_jf,ref_26982322
,author_ge_wl,ref_26982322
,author_zeng_j,ref_21918885
,author_chen_b,ref_21918885
,author_li_w,ref_21918885
,author_huang_y,ref_21918885
,author_mo_x,ref_21918885
,author_liu_d,ref_21918885
,author_zhang_s,ref_21918885
,author_wang_l,ref_21918885
,author_kirkegaard_t,ref_17004114
,author_bartlett_jm,ref_17004114
,author_tovey_sm,ref_17004114
,author_cannings_e,ref_17004114
,author_cooke_tg,ref_17004114
,author_dunne_b,ref_17004114
,author_li_y,ref_25561801
,author_leng_yl,ref_25561801
,author_wang_d,ref_25561801
,author_zhao_q,ref_25561801
,author_fan_lq,ref_25561801
,author_tan_bb,ref_25561801
,author_wang_ll,ref_25561801
,author_liu_y,ref_25561801
,author_zhao_q,ref_26722429
,author_tan_b,ref_26722429
,author_zhang_z,ref_26722429
,author_wang_d,ref_26722429
,author_li_y,ref_26722429
,author_liu_y,ref_26722429
,author_fan_l,ref_26722429
,author_talevich_e,ref_26013381
,author_vemula_ss,ref_26013381
,author_garrido_mc,ref_26013381
,author_sparatta_aj,ref_26013381
,author_botton_t,ref_26013381
,author_yeh_i,ref_26013381
,author_mully_tw,ref_26013381
,author_de_la,ref_26013381
,author_leboit_pe,ref_26013381
,author_mccalmont_th,ref_26013381
,author_bastian_bc,ref_26013381
,author_north_jp,ref_26013381
,author_gagnon_a,ref_26013381
,author_shain_ah,ref_26013381
,author_lee_ch,ref_24120851
,author_lee_ej,ref_24120851
,author_lee_hj,ref_24120851
,author_park_mk,ref_24120851
,author_illiano_a,ref_28507800
,author_de_paulis,ref_28507800
,author_melillo_rm,ref_28507800
,author_prevete_n,ref_28507800
,author_pucci_p,ref_28507800
,author_amoresano_a,ref_28507800
,author_liotti_f,ref_28507800
,author_zhang_m,ref_29793495
,author_sun_j,ref_29793495
,author_jiang_s,ref_29793495
,author_yang_x,ref_29793495
,author_piazza_f,ref_28969692
,author_carrino_m,ref_28969692
,author_manni_s,ref_28969692
,author_ho_l,ref_26270346
,author_mckee_ta,ref_26270346
,author_seyde_o,ref_26270346
,author_tille_jc,ref_26270346
,author_citi_s,ref_26270346
,author_shah_j,ref_26270346
,author_madison_r,ref_29883838
,author_nikolinakos_p,ref_29883838
,author_ou_si,ref_29883838
,author_zhu_vw,ref_29883838
,author_miller_va,ref_29883838
,author_costin_d,ref_29883838
,author_bosemani_t,ref_29883838
,author_creelan_b,ref_29883838
,author_silberberg_j,ref_29883838
,author_ross_js,ref_29883838
,author_schrock_ab,ref_29883838
,author_hsieh_ws,ref_29883838
,author_bharne_a,ref_29883838
,author_klempner_sj,ref_29883838
,author_ali_sm,ref_29883838
,author_bonta_i,ref_29883838
,author_arnaldez_fi,ref_22520978
,author_helman_lj,ref_22520978
,author_sharma_r,ref_30338346
,author_tregnago_ac,ref_30338346
,author_netto_gj,ref_30338346
,author_munari_e,ref_30338346
,author_bezerra_sm,ref_30338346
,author_eich_ml,ref_30338346
,author_chaux_a,ref_30338346
,author_faraj_sf,ref_30338346
,author_fujita_k,ref_30338346
,author_palsgrove_dn,ref_30338346
,author_pollak_mn,ref_15229476
,author_hankinson_se,ref_15229476
,author_schernhammer_es,ref_15229476
,author_semenza_gl,ref_23999440
,author_sun_s,ref_31558185
,author_cheng_l,ref_31558185
,author_wang_x,ref_31558185
,author_zhou_x,ref_31558185
,author_zhang_q,ref_31558185
,author_zhang_y,ref_31558185
,author_zhang_y,ref_31841039
,author_wang_x,ref_31841039
,author_cheng_l,ref_31841039
,author_zhang_q,ref_31841039
,author_zhou_x,ref_31841039
,author_van_de,ref_29118010
,author_malavasi_f,ref_29118010
,author_richardson_pg,ref_29118010
,author_haferlach_c,ref_25792355
,author_koenecke_c,ref_25792355
,author_haferlach_t,ref_25792355
,author_fabisch_j,ref_25792355
,author_cerny_reiterer_s,ref_25792355
,author_meggendorfer_m,ref_25792355
,author_schroeder_t,ref_25792355
,author_gutermuth_a,ref_25792355
,author_schlegelberger_b,ref_25792355
,author_ganster_c,ref_25792355
,author_dohner_k,ref_25792355
,author_haase_d,ref_25792355
,author_thiede_c,ref_25792355
,author_heuser_m,ref_25792355
,author_platzbecker_u,ref_25792355
,author_kroeger_n,ref_25792355
,author_kronke_j,ref_25792355
,author_ganser_a,ref_25792355
,author_cruz_mm,ref_25792355
,author_kobbe_g,ref_25792355
,author_valent_p,ref_25792355
,author_thol_f,ref_25792355
,author_gohring_g,ref_25792355
,author_klesse_s,ref_25792355
,author_shirneshan_k,ref_25792355
,author_ehrlich_s,ref_25792355
,author_stamer_k,ref_25792355
,author_kohler_l,ref_25792355
,author_panagiota_v,ref_25792355
,author_brown_h,ref_27031502
,author_nomanbhoy_t,ref_27031502
,author_patricelli_mp,ref_27031502
,author_kozarich_jw,ref_27031502
,author_hainley_a,ref_27031502
,author_alemayehu_s,ref_27031502
,author_shih_a,ref_27031502
,author_rosenblum_js,ref_27031502
,author_okerberg_es,ref_27031502
,author_wu_j,ref_27031502
,author_aban_a,ref_27031502
,author_liu_zz,ref_30370255
,author_kundu_jk,ref_30370255
,author_zhang_x,ref_30370255
,author_lee_mh,ref_30370255
,author_song_m,ref_30370255
,author_stafman_ll,ref_29854306
,author_whelan_k,ref_29854306
,author_stewart_je,ref_29854306
,author_aye_jm,ref_29854306
,author_waters_am,ref_29854306
,author_mruthyunjayappa_s,ref_29854306
,author_mroczek_musulman_e,ref_29854306
,author_garner_ef,ref_29854306
,author_beierle_ea,ref_29854306
,author_yoon_kj,ref_29854306
,author_conkright_md,ref_15753290
,author_koo_sh,ref_15753290
,author_emerson_b,ref_15753290
,author_best_j,ref_15753290
,author_unterman_t,ref_15753290
,author_ecker_jr,ref_15753290
,author_jacobsen_e,ref_15753290
,author_kadam_s,ref_15753290
,author_canettieri_g,ref_15753290
,author_hogenesch_jb,ref_15753290
,author_chen_h,ref_15753290
,author_jenner_r,ref_15753290
,author_montminy_m,ref_15753290
,author_odom_dt,ref_15753290
,author_zhang_x,ref_15753290
,author_young_ra,ref_15753290
,author_herbolsheimer_e,ref_15753290
,author_nakano_h,ref_26547690
,author_saito_n,ref_26547690
,author_kojima_h,ref_26547690
,author_furukawa_k,ref_26547690
,author_nagano_t,ref_26547690
,author_okabe_t,ref_26547690
,author_mukaida_n,ref_26547690
,author_hasegawa_t,ref_26547690
,author_xu_y,ref_27826135
,author_zhang_z,ref_27826135
,author_guo_j,ref_27826135
,author_zhang_c,ref_27826135
,author_yang_y,ref_27826135
,author_wang_a,ref_27826135
,author_du_e,ref_27826135
,author_qu_y,ref_27826135
,author_zheng_h,ref_17270021
,author_omura_k,ref_17270021
,author_fujii_c,ref_17270021
,author_mukaida_n,ref_17270021
,author_tsuneyama_k,ref_17270021
,author_li_yy,ref_17270021
,author_popivanova_bk,ref_17270021
,author_li_y,ref_24488669
,author_lou_l,ref_24488669
,author_cui_j,ref_24488669
,author_wang_y,ref_24488669
,author_yan_x,ref_24488669
,author_xue_l,ref_24488669
,author_pallas_dc,ref_24333164
,author_hwang_j,ref_24333164
,author_gaillard_s,ref_10748158
,author_castets_f,ref_10748158
,author_rakitina_t,ref_10748158
