id,Author_graph_id,LiteratureReference_graph_id
,author_pounds_sb,ref_22237106
,author_kriwacki_rw,ref_22237106
,author_basso_g,ref_22237106
,author_ding_l,ref_22237106
,author_alford_d,ref_22237106
,author_notta_f,ref_22237106
,author_wei_l,ref_22237106
,author_chen_sc,ref_22237106
,author_hong_x,ref_22237106
,author_becksfort_j,ref_22237106
,author_ley_tj,ref_22237106
,author_espy_s,ref_22237106
,author_pei_d,ref_22237106
,author_shimano_ka,ref_22237106
,author_winter_s,ref_22237106
,author_harris_cc,ref_22237106
,author_gupta_p,ref_22237106
,author_downing_jr,ref_22237106
,author_wilson_rk,ref_22237106
,author_fulton_ll,ref_22237106
,author_makhov_am,ref_19783639
,author_griffith_jd,ref_19783639
,author_kesimer_m,ref_19783639
,author_verdugo_p,ref_19783639
,author_sheehan_jk,ref_19783639
,author_li_s,ref_27158351
,author_ma_l,ref_27158351
,author_guo_a,ref_27158351
,author_jiao_f,ref_27158351
,author_chai_s,ref_27158351
,author_qin_x,ref_27158351
,author_li_y,ref_27158351
,author_gao_w,ref_27983916
,author_su_d,ref_27983916
,author_liu_y,ref_27983916
,author_han_j,ref_27983916
,author_mahjoubi_b,ref_29480665
,author_mahjoubi_f,ref_29480665
,author_tavakoli_koudehi,ref_29480665
,author_mirzaei_r,ref_29480665
,author_shabani_s,ref_29480665
,author_lohiya_nk,ref_23762804
,author_saini_s,ref_23762804
,author_jagadish_n,ref_23762804
,author_ansari_as,ref_23762804
,author_gupta_a,ref_23762804
,author_batra_a,ref_23762804
,author_sinha_a,ref_23762804
,author_parashar_d,ref_23762804
,author_suri_s,ref_23762804
,author_verma_a,ref_23762804
,author_suri_a,ref_23762804
,author_agarwal_s,ref_23762804
,author_erbersdobler_a,ref_29209985
,author_zimpfer_a,ref_29209985
,author_schneider_b,ref_29209985
,author_guthoff_rf,ref_29209985
,author_junemann_a,ref_29209985
,author_huehns_m,ref_29209985
,author_zhivov_a,ref_29209985
,author_riedel_k,ref_29209985
,author_zettl_h,ref_29209985
,author_haferlach_t,ref_22210327
,author_grossmann_v,ref_22210327
,author_kohlmann_a,ref_22210327
,author_martelli_mp,ref_22210327
,author_tiacci_e,ref_22210327
,author_falini_b,ref_22210327
,author_tu_k,ref_26879601
,author_liu_q,ref_26879601
,author_li_c,ref_26879601
,author_yang_w,ref_26879601
,author_yin_g,ref_26879601
,author_liu_z,ref_26879601
,author_yao_y,ref_26879601
,author_wang_y,ref_26879601
,author_dou_c,ref_26879601
,author_macrae_f,ref_16246179
,author_chow_e,ref_16246179
,author_lees_ja,ref_17085480
,author_hopkins_n,ref_17085480
,author_danielian_ps,ref_17085480
,author_shepard_jl,ref_17085480
,author_lai_k,ref_17085480
,author_amsterdam_a,ref_17085480
,author_sansam_cl,ref_17085480
,author_ianari_a,ref_17085480
,author_kawaguchi_t,ref_26472028
,author_kosuga_t,ref_26472028
,author_kobayashi_h,ref_26472028
,author_ichikawa_d,ref_26472028
,author_ohashi_t,ref_26472028
,author_otsuji_e,ref_26472028
,author_konishi_h,ref_26472028
,author_fujiwara_h,ref_26472028
,author_miyamae_m,ref_26472028
,author_tsuda_h,ref_26472028
,author_komatsu_s,ref_26472028
,author_hirajima_s,ref_26472028
,author_okamoto_k,ref_26472028
,author_shiozaki_a,ref_26472028
,author_okajima_w,ref_26472028
,author_dammermann_a,ref_12403812
,author_merdes_a,ref_12403812
,author_corvi_r,ref_10980597
,author_romeo_g,ref_10980597
,author_balczon_r,ref_10980597
,author_berger_n,ref_10980597
,author_schultz_n,ref_23431203
,author_powers_rs,ref_23431203
,author_sander_c,ref_23431203
,author_mo_q,ref_23431203
,author_olshen_ab,ref_23431203
,author_ladanyi_m,ref_23431203
,author_seshan_ve,ref_23431203
,author_shen_r,ref_23431203
,author_wang_s,ref_23431203
,author_shchors_k,ref_12356764
,author_deiss_lp,ref_12356764
,author_yehiely_f,ref_12356764
,author_brewer_g,ref_12356764
,author_kotlo_ku,ref_12356764
,author_kular_rk,ref_12356764
,author_bradke_f,ref_21273437
,author_neukirchen_d,ref_21273437
,author_brenner_a,ref_25957251
,author_hess_j,ref_25957251
,author_zitzelsberger_h,ref_25957251
,author_guthlin_d,ref_25957251
,author_shpak_v,ref_25957251
,author_unger_k,ref_25957251
,author_jacob_p,ref_25957251
,author_abend_m,ref_25957251
,author_likhtarev_i,ref_25957251
,author_blettner_m,ref_25957251
,author_tronko_m,ref_25957251
,author_kaiser_jc,ref_25957251
,author_selmansberger_m,ref_25957251
,author_gottrand_f,ref_23056409
,author_desseyn_jl,ref_23056409
,author_valque_h,ref_23056409
,author_gouyer_v,ref_23056409
,author_jung_wh,ref_22269464
,author_kim_d,ref_22269464
,author_koo_js,ref_22269464
,author_sato_y,ref_25733373
,author_kobayashi_m,ref_25733373
,author_satoh_y,ref_25733373
,author_katono_k,ref_25733373
,author_ueda_j,ref_25733373
,author_yanagita_k,ref_25733373
,author_murakumo_y,ref_25733373
,author_nakashima_h,ref_25733373
,author_ryuge_s,ref_25733373
,author_hachimura_k,ref_25733373
,author_jiang_sx,ref_25733373
,author_masuda_n,ref_25733373
,author_nagashio_r,ref_25733373
,author_velculescu_ve,ref_21817013
,author_marie_sk,ref_21817013
,author_wood_ld,ref_21817013
,author_yan_h,ref_21817013
,author_sausen_m,ref_21817013
,author_rodriguez_fj,ref_21817013
,author_mclendon_r,ref_21817013
,author_bettegowda_c,ref_21817013
,author_agrawal_n,ref_21817013
,author_vogelstein_b,ref_21817013
,author_riggins_g,ref_21817013
,author_oba_shinjo_sm,ref_21817013
,author_cahill_dp,ref_21817013
,author_papadopoulos_n,ref_21817013
,author_jiao_y,ref_21817013
,author_bigner_d,ref_21817013
,author_hruban_rh,ref_21817013
,author_kinzler_kw,ref_21817013
,author_guillory_j,ref_23134728
,author_stawiski_e,ref_23134728
,author_parikh_c,ref_23134728
,author_lee_b,ref_23134728
,author_jackson_m,ref_23134728
,author_rondon_j,ref_23134728
,author_franke_y,ref_23134728
,author_li_h,ref_23134728
,author_yuan_w,ref_23134728
,author_lorenzo_mn,ref_23134728
,author_wu_td,ref_23134728
,author_stern_hm,ref_23134728
,author_sagolla_m,ref_23134728
,author_chaudhuri_s,ref_23134728
,author_wu_wi,ref_23134728
,author_kljavin_nm,ref_23134728
,author_lin_j,ref_23134728
,author_stokoe_d,ref_23134728
,author_seshagiri_s,ref_23134728
,author_brandhuber_bj,ref_23134728
,author_janakiraman_v,ref_23134728
,author_lin_k,ref_23134728
,author_bowman_kk,ref_23134728
,author_skelton_nj,ref_23134728
,author_stinson_j,ref_23134728
,author_wu_j,ref_23134728
,author_foo_ck,ref_23134728
,author_jiang_h,ref_30212483
,author_xiao_z,ref_30212483
,author_xie_y,ref_30212483
,author_wang_j,ref_30212483
,author_wang_s,ref_30212483
,author_xu_x,ref_30212483
,author_tang_l,ref_30212483
,author_day_jx,ref_30212483
,author_dai_l,ref_30212483
,author_peng_l,ref_30212483
,author_li_g,ref_30212483
,author_chen_m,ref_30212483
,author_li_j,ref_30212483
,author_guo_x,ref_30212483
,author_pautu_jl,ref_29714127
,author_kumar_ns,ref_29714127
,author_lalnunhlimi_s,ref_29714127
,author_lalrohlui_f,ref_29714127
,author_ghatak_s,ref_29714127
,author_zohmingthanga_j,ref_29714127
,author_kunnumakkara_ab,ref_29714127
,author_kawakita_d,ref_29682203
,author_tada_y,ref_29682203
,author_hasegawa_y,ref_29682203
,author_onitsuka_t,ref_29682203
,author_shinomiya_h,ref_29682203
,author_fujii_k,ref_29682203
,author_inagaki_h,ref_29682203
,author_masaki_a,ref_29682203
,author_ijichi_k,ref_29682203
,author_iida_y,ref_29682203
,author_hanai_n,ref_29682203
,author_kusafuka_k,ref_29682203
,author_shimozato_k,ref_29682203
,author_murase_t,ref_29682203
,author_ito_m,ref_29682203
,author_takino_h,ref_29682203
,author_nibu_ki,ref_29682203
,author_yatabe_y,ref_29682203
,author_saida_k,ref_29682203
,author_zhu_jk,ref_29762834
,author_wei_zx,ref_29762834
,author_he_td,ref_29762834
,author_wang_ym,ref_29762834
,author_proietti_a,ref_29278885
,author_pasquini_g,ref_29278885
,author_santi_s,ref_29278885
,author_vasile_e,ref_29278885
,author_musettini_g,ref_29278885
,author_naccarato_ag,ref_29278885
,author_lencioni_m,ref_29278885
,author_ricci_s,ref_29278885
,author_petrini_i,ref_29278885
,author_nardini_v,ref_29278885
,author_fornaro_l,ref_29278885
,author_falcone_a,ref_29278885
,author_fontanini_g,ref_29278885
,author_vivaldi_c,ref_29278885
,author_caponi_s,ref_29278885
,author_belluomini_l,ref_29278885
,author_ginocchi_l,ref_29278885
,author_caparello_c,ref_29278885
,author_lehner_pj,ref_27732843
,author_antrobus_r,ref_27732843
,author_dougan_g,ref_27732843
,author_timms_rt,ref_27732843
,author_tchasovnikarova_ia,ref_27732843
,author_cuellar_tl,ref_28887438
,author_herzner_am,ref_28887438
,author_modrusan_z,ref_28887438
,author_janakiraman_v,ref_28887438
,author_goyal_y,ref_28887438
,author_friedman_ba,ref_28887438
,author_cheung_tk,ref_28887438
,author_haley_b,ref_28887438
,author_classon_m,ref_28887438
,author_watanabe_c,ref_28887438
,author_doerr_jm,ref_28887438
,author_durinck_s,ref_28887438
,author_zhang_x,ref_28887438
,author_arnott_d,ref_28887438
,author_chaudhuri_s,ref_28887438
,author_stinson_j,ref_28887438
,author_kambadakone_a,ref_28034880
,author_corcoran_rb,ref_28034880
,author_getz_g,ref_28034880
,author_leshchiner_i,ref_28034880
,author_barys_l,ref_28034880
,author_reyes_s,ref_28034880
,author_ryan_dp,ref_28034880
,author_van_seventer,ref_28034880
,author_furet_p,ref_28034880
,author_vu_p,ref_28034880
,author_baltschukat_s,ref_28034880
,author_bardeesy_n,ref_28034880
,author_stone_jr,ref_28034880
,author_iafrate_aj,ref_28034880
,author_sun_je,ref_28034880
,author_mussolin_b,ref_28034880
,author_gurski_jm,ref_28034880
,author_ahronian_lg,ref_28034880
,author_zhu_ax,ref_28034880
,author_liu_ly,ref_28034880
,author_schacher_engstler_b,ref_28034880
,author_siravegna_g,ref_28034880
,author_saha_sk,ref_28034880
,author_tiedt_r,ref_28034880
,author_stamm_c,ref_28034880
,author_deshpande_v,ref_28034880
,author_porta_dg,ref_28034880
,author_goyal_l,ref_28034880
,author_bardelli_a,ref_28034880
,author_henderson_l,ref_28034880
,author_lennerz_jk,ref_28034880
,author_juric_d,ref_28034880
,author_chen_cc,ref_28007956
,author_chang_yc,ref_28007956
,author_chen_ky,ref_28007956
,author_juan_cw,ref_28007956
,author_chang_mc,ref_28007956
,author_lee_jc,ref_28007956
,author_sanyuan_s,ref_23420526
,author_chong_z,ref_23420526
,author_dahai_y,ref_23420526
,author_hong_l,ref_23420526
,author_di_z,ref_23420526
,author_ma_wy,ref_18794154
,author_zheng_d,ref_18794154
,author_lau_at,ref_18794154
,author_bode_am,ref_18794154
,author_dong_z,ref_18794154
,author_zhang_j,ref_18794154
,author_cho_yy,ref_18794154
,author_xiao_t,ref_29156693
,author_zhu_jj,ref_29156693
,author_wang_k,ref_29156693
,author_xu_y,ref_29156693
,author_cao_t,ref_29156693
,author_he_j,ref_29156693
,author_guan_h,ref_29156693
,author_zheng_d,ref_29156693
,author_huang_g,ref_29156693
,author_ye_w,ref_29156693
,author_hatakeyama_s,ref_21979307
,author_barton_mc,ref_19844164
,author_jain_ak,ref_19844164
,author_lin_l,ref_24409330
,author_liang_j,ref_24409330
,author_zhang_m,ref_24409330
,author_li_j,ref_24409330
,author_yang_d,ref_24409330
,author_liang_b,ref_24409330
,author_li_x,ref_24409330
,author_huang_y,ref_24409330
,author_zhong_k,ref_24409330
,author_liu_x,ref_24409330
,author_shibuya_m,ref_23172303
,author_roman_roman_s,ref_24625025
,author_decaudin_d,ref_24625025
,author_hatem_r,ref_24625025
,author_dahmani_a,ref_24625025
,author_dangles_marie_v,ref_24625025
,author_vacher_s,ref_24625025
,author_bieche_i,ref_24625025
,author_nemati_f,ref_24625025
,author_angevin_e,ref_24625025
,author_marangoni_e,ref_24625025
,author_vallerand_d,ref_24625025
,author_de_plater,ref_24625025
,author_richon_s,ref_24625025
,author_pusch_s,ref_22588899
,author_hartmann_c,ref_22588899
,author_mueller_w,ref_22588899
,author_sahm_f,ref_22588899
,author_lindenberg_k,ref_22588899
,author_von_deimling,ref_22588899
,author_herold_mende_c,ref_22588899
,author_koelsche_c,ref_22588899
,author_meyer_j,ref_22588899
,author_fukayama_m,ref_16717057
,author_nakamura_t,ref_16717057
,author_aburatani_h,ref_16717057
,author_kaneko_k,ref_16717057
,author_mukai_h,ref_16717057
,author_kawamura_saito_m,ref_16717057
,author_kawaguchi_n,ref_16717057
,author_gotoh_t,ref_16717057
,author_yamazaki_y,ref_16717057
,author_kanda_h,ref_16717057
,author_takizawa_t,ref_16717057
,author_motoi_t,ref_16717057
,author_cejudo_martin_p,ref_25259869
,author_diaz_b,ref_25259869
,author_yuen_a,ref_25259869
,author_courtneidge_sa,ref_25259869
,author_vlahovich_n,ref_25259869
,author_lock_p,ref_25259869
,author_wilson_mr,ref_27723760
,author_bi_wl,ref_27723760
,author_li_m,ref_27723760
,author_tonge_pd,ref_27723760
,author_krischek_b,ref_27723760
,author_dunn_if,ref_27723760
,author_zadeh_g,ref_27723760
,author_iavarone_a,ref_27723760
,author_pagnotta_sm,ref_27723760
,author_agnihotri_s,ref_27723760
,author_alamsahebpour_a,ref_27723760
,author_khan_o,ref_27723760
,author_landon_brace_n,ref_27723760
,author_beroukhim_r,ref_27723760
,author_aldape_kd,ref_27723760
,author_li_t,ref_27723760
,author_mamatjan_y,ref_27723760
,author_danesh_a,ref_27723760
,author_bril_v,ref_27723760
,author_fehlings_mg,ref_27723760
,author_agarwalla_pk,ref_27723760
,author_burrell_ke,ref_27723760
,author_bruce_jp,ref_27723760
,author_tung_t,ref_27723760
,author_dowar_m,ref_27723760
,author_mansouri_a,ref_27723760
,author_jalali_s,ref_27723760
,author_pugh_tj,ref_27723760
,author_krieger_jr,ref_27723760
,author_klironomos_g,ref_27723760
,author_cunniff_c,ref_28232778
,author_ellis_na,ref_28232778
,author_bassetti_ja,ref_28232778
,author_natali_pg,ref_10713707
,author_russo_g,ref_10713707
,author_barbanti_brodano_g,ref_10713707
,author_negrini_m,ref_10713707
,author_calin_ga,ref_10713707
,author_di_iasio,ref_10713707
,author_caprini_e,ref_10713707
,author_croce_cm,ref_10713707
,author_sozzi_g,ref_10713707
,author_vorechovsky_i,ref_10713707
,author_sionov_rv,ref_26405162
,author_granot_z,ref_26405162
,author_vlahopoulos_sa,ref_26405162
,author_tao_x,ref_26325082
,author_nie_w,ref_26325082
,author_li_b,ref_26325082
,author_wei_h,ref_26325082
,author_chen_ws,ref_26325082
,author_zhuang_m,ref_19818708
,author_nourse_a,ref_19818708
,author_calabrese_mf,ref_19818708
,author_schulman_ba,ref_19818708
,author_hammel_m,ref_19818708
,author_harper_jw,ref_19818708
,author_waddell_mb,ref_19818708
,author_white_kp,ref_19818708
,author_duda_dm,ref_19818708
,author_hoggard_t,ref_19818708
,author_seyedin_sn,ref_19818708
,author_miller_dj,ref_19818708
,author_walden_h,ref_19818708
,author_liu_j,ref_19818708
,author_wang_s,ref_28805820
,author_zhong_q,ref_28805820
,author_zhang_w,ref_28805820
,author_dai_x,ref_28805820
,author_li_x,ref_28805820
,author_buser_l,ref_28805820
,author_rubin_ma,ref_28805820
,author_beck_ah,ref_28805820
,author_gan_w,ref_28805820
,author_wong_kk,ref_28805820
,author_blattner_m,ref_28805820
,author_vasudevan_d,ref_28805820
,author_liu_s,ref_28805820
,author_wei_w,ref_28805820
,author_barbieri_ce,ref_28805820
,author_muthuswamy_sk,ref_28805820
,author_bradner_je,ref_28805820
,author_garraway_la,ref_28805820
,author_chen_t,ref_28805820
,author_huang_j,ref_28805820
,author_guo_j,ref_28805820
,author_huang_l,ref_28805820
,author_liu_p,ref_28805820
,author_beca_f,ref_28805820
,author_shimizu_k,ref_28805820
,author_zhang_j,ref_28805820
,author_inuzuka_h,ref_28805820
,author_wild_pj,ref_28805820
,author_wang_l,ref_28805820
,author_buckley_dl,ref_28805820
,author_chen_y,ref_28805820
,author_qi_j,ref_28805820
,author_weidhaas_jb,ref_24909162
,author_slack_fj,ref_24909162
,author_paranjape_t,ref_24909162
,author_yao_x,ref_24909162
,author_miller_n,ref_24909162
,author_keane_f,ref_24909162
,author_chen_x,ref_24909162
,author_zhao_h,ref_24909162
,author_stahlhut_c,ref_24909162
,author_kerin_m,ref_24909162
,author_nallur_s,ref_24909162
,author_mcveigh_t,ref_24909162
,author_deng_y,ref_24909162
,author_popova_t,ref_26842708
,author_wassef_m,ref_26842708
,author_dutertre_m,ref_26842708
,author_alsafadi_s,ref_26842708
,author_constantinou_a,ref_26842708
,author_stern_mh,ref_26842708
,author_roman_roman_s,ref_26842708
,author_henry_e,ref_26842708
,author_houy_a,ref_26842708
,author_piperno_neumann_s,ref_26842708
,author_tirode_f,ref_26842708
,author_battistella_a,ref_26842708
,author_hill_vk,ref_27207471
,author_kim_js,ref_27207471
,author_waldman_t,ref_27207471
,author_anazawa_y,ref_15361841
,author_nakamura_y,ref_15361841
,author_arakawa_h,ref_15361841
,author_nakagawa_h,ref_15361841
,author_martin_ew,ref_30244836
,author_szulc_e,ref_30244836
,author_salvatella_x,ref_30244836
,author_bouchard_jj,ref_30244836
,author_sabri_n,ref_30244836
,author_schulman_ba,ref_30244836
,author_scott_dc,ref_30244836
,author_granata_d,ref_30244836
,author_lindorff_larsen_k,ref_30244836
,author_marzahn_mr,ref_30244836
,author_mittag_t,ref_30244836
,author_otero_jh,ref_30244836
,author_sboner_a,ref_28292441
,author_robinson_bd,ref_28292441
,author_poliakov_a,ref_28292441
,author_huang_d,ref_28292441
,author_augello_ma,ref_28292441
,author_gao_d,ref_28292441
,author_chen_y,ref_28292441
,author_barbieri_ce,ref_28292441
,author_ittmann_m,ref_28292441
,author_sailer_v,ref_28292441
,author_deonarine_ld,ref_28292441
,author_nataraj_s,ref_28292441
,author_chinnaiyan_am,ref_28292441
,author_rubin_ma,ref_28292441
,author_ponnala_l,ref_28292441
,author_blattner_m,ref_28292441
,author_liu_d,ref_28292441
,author_cascione_l,ref_28805821
,author_janouskova_h,ref_28805821
,author_moch_h,ref_28805821
,author_bertoni_f,ref_28805821
,author_bernasocchi_t,ref_28805821
,author_catapano_cv,ref_28805821
,author_carney_me,ref_28805821
,author_napoli_s,ref_28805821
,author_schraml_p,ref_28805821
,author_udeshi_nd,ref_28805821
,author_enchev_ri,ref_28805821
,author_bielski_cm,ref_28805821
,author_civenni_g,ref_28805821
,author_el_tekle,ref_28805821
,author_ulbricht_a,ref_28805821
,author_kryukov_gv,ref_28805821
,author_losa_m,ref_28805821
,author_broaddus_rr,ref_28805821
,author_wild_pj,ref_28805821
,author_theurillat_jp,ref_28805821
,author_bellini_e,ref_28805821
,author_garraway_la,ref_28805821
,author_peter_m,ref_28805821
,author_svinkina_t,ref_28805821
,author_rinaldi_a,ref_28805821
,author_berchuck_a,ref_28805821
,author_winterhoff_bjn,ref_28805821
,author_carr_sa,ref_28805821
,author_mutch_dg,ref_28805821
,author_vartanian_jp,ref_23977391
,author_aynaud_mm,ref_23977391
,author_mussil_b,ref_23977391
,author_wain_hobson_s,ref_23977391
,author_gauvrit_a,ref_23977391
,author_suspene_r,ref_23977391
,author_halaban_r,ref_24709888
,author_krauthammer_m,ref_24709888
,author_kong_y,ref_24709888
,author_nakayama_k,ref_20534812
,author_takahashi_s,ref_20534812
,author_shin_hw,ref_20534812
,author_koga_h,ref_20534812
,author_katoh_y,ref_20534812
,author_yamamoto_h,ref_20534812
,author_atherton_pj,ref_27698205
,author_stromberg_a,ref_27698205
,author_crossland_h,ref_27698205
,author_timmons_ja,ref_27698205
,author_gustafsson_t,ref_27698205
,author_wojdacz_tk,ref_27782156
,author_dominguez_d,ref_27782156
,author_daugaard_i,ref_27782156
,author_hansen_ll,ref_27782156
,author_kjeldsen_te,ref_27782156
,author_hager_h,ref_27782156
,author_kristensen_ls,ref_27782156
,author_wu_ch,ref_31775891
,author_lai_hc,ref_31775891
,author_su_ph,ref_31775891
,author_huang_rl,ref_31775891
,author_mao_sp,ref_31775891
,author_wu_ti,ref_31775891
,author_zurnadzhy_l,ref_25284583
,author_kaiser_jc,ref_25284583
,author_brenner_a,ref_25284583
,author_unger_k,ref_25284583
,author_bogdanova_t,ref_25284583
,author_walch_a,ref_25284583
,author_michna_a,ref_25284583
,author_zitzelsberger_h,ref_25284583
,author_abend_m,ref_25284583
,author_hess_j,ref_25284583
,author_selmansberger_m,ref_25284583
,author_feuchtinger_a,ref_25284583
,author_chung_wj,ref_12654920
,author_nash_j,ref_12654920
,author_qualmann_b,ref_12654920
,author_gundelfinger_ed,ref_12654920
,author_fenster_sd,ref_12654920
,author_kessels_mm,ref_12654920
,author_garner_cc,ref_12654920
,author_young_ra,ref_19884255
,author_kagey_mh,ref_19884255
,author_rahl_pb,ref_19884255
,author_bilodeau_s,ref_19884255
,author_frampton_gm,ref_19884255
,author_vazquez_cedeira_m,ref_23770855
,author_moran_s,ref_23770855
,author_esteller_m,ref_23770855
,author_lazo_pa,ref_23770855
,author_teixeira_mr,ref_23770855
,author_carneiro_f,ref_23770855
,author_simo_riudalbas_l,ref_23770855
,author_villanueva_a,ref_23770855
,author_moura_cs,ref_23770855
,author_moutinho_c,ref_23770855
,author_vieira_j,ref_23770855
,author_sayols_s,ref_23770855
,author_rodriguez_paredes_m,ref_23770855
,author_martinez_de,ref_23770855
,author_kimball_s,ref_25537518
,author_yang_zq,ref_25537518
,author_liu_l,ref_25537518
,author_liu_h,ref_25537518
,author_holowatyj_a,ref_25537518
,author_utikal_j,ref_31131878
,author_assenov_y,ref_31131878
,author_orouji_e,ref_31131878
,author_federico_a,ref_31131878
,author_umansky_v,ref_31131878
,author_lipka_db,ref_31131878
,author_gebhardt_c,ref_31131878
,author_granados_k,ref_31131878
,author_sachindra_s,ref_31131878
,author_plass_c,ref_31131878
,author_larribere_l,ref_31131878
,author_novak_d,ref_31131878
,author_huser_l,ref_31131878
,author_dubiel_w,ref_29249570
,author_naumann_m,ref_29249570
,author_dubiel_d,ref_29249570
,author_wolf_da,ref_29249570
,author_mayakonda_a,ref_28860350
,author_xu_ly,ref_28860350
,author_xie_jj,ref_28860350
,author_li_em,ref_28860350
,author_berman_bp,ref_28860350
,author_silva_tc,ref_28860350
,author_xu_xe,ref_28860350
,author_jiang_yy,ref_28860350
,author_dinh_hq,ref_28860350
,author_he_jz,ref_28860350
,author_ding_lw,ref_28860350
,author_lin_dc,ref_28860350
,author_wang_mr,ref_28860350
,author_li_c,ref_28860350
,author_hao_jj,ref_28860350
,author_phillip_koeffler,ref_28860350
,author_chen_w,ref_22825334
,author_wang_j,ref_22825334
,author_tait_l,ref_22825334
,author_shekhar_mp,ref_22825334
,author_wu_gs,ref_22825334
,author_haagenson_kk,ref_22825334
,author_polin_l,ref_22825334
,author_park_jy,ref_24998779
,author_andreassen_pr,ref_24998779
,author_zhang_f,ref_24998779
,author_caron_mc,ref_30638972
,author_brahiti_n,ref_30638972
,author_simard_j,ref_30638972
,author_ducy_m,ref_30638972
,author_lashgari_a,ref_30638972
,author_masson_jy,ref_30638972
,author_cote_j,ref_30638972
,author_sesma_sanz_l,ref_30638972
,author_guitton_sert_l,ref_30638972
,author_margaillan_g,ref_30638972
,author_gao_y,ref_30638972
,author_rodrigue_a,ref_30638972
,author_errico_a,ref_25135369
,author_alemar_b,ref_31067289
,author_ashton_prolla_p,ref_31067289
,author_macedo_gs,ref_31067289
,author_kaempf_u,ref_10707984
,author_garner_cc,ref_10707984
,author_cases_langhoff_c,ref_10707984
,author_garner_am,ref_10707984
,author_fenster_sd,ref_10707984
,author_gundelfinger_ed,ref_10707984
,author_voss_b,ref_10707984
,author_zhai_r,ref_10707984
,author_kindler_s,ref_10707984
,author_chung_wj,ref_10707984
,author_fu_m,ref_28263981
,author_zhan_q,ref_28263981
,author_zhang_w,ref_28263981
,author_hong_r,ref_28263981
,author_xue_l,ref_28263981
,author_ma_l,ref_28263981
,author_zhao_z,ref_28263981
,author_lu_n,ref_28263981
,author_liu_x,ref_28263981
,author_dong_l,ref_28263981
,author_chen_h,ref_28263981
,author_xiao_w,ref_28263981
,author_ou_y,ref_28263981
,author_song_y,ref_28263981
,author_dong_d,ref_28263981
,author_beach_d,ref_26658964
,author_sherr_cj,ref_26658964
,author_shapiro_gi,ref_26658964
,author_rodewald_hr,ref_16166635
,author_lin_km,ref_16166635
,author_kroll_j,ref_16166635
,author_caprioli_a,ref_16166635
,author_waskow_c,ref_16166635
,author_sato_tn,ref_16166635
,author_liu_hh,ref_16166635
,author_miyazaki_t,ref_16166635
,author_shi_x,ref_16166635
,author_choi_j,ref_30646831
,author_busino_l,ref_30646831
,author_zhou_n,ref_30646831
,author_pisano_dg,ref_21642962
,author_montserrat_e,ref_21642962
,author_aymerich_m,ref_21642962
,author_torrents_d,ref_21642962
,author_lopez_otin_c,ref_21642962
,author_bea_s,ref_21642962
,author_romeo_casabona_cm,ref_21642962
,author_tubio_jm,ref_21642962
,author_gelpi_jl,ref_21642962
,author_conde_l,ref_21642962
,author_royo_r,ref_21642962
,author_futreal_pa,ref_21642962
,author_lopez_guillermo_a,ref_21642962
,author_campo_e,ref_21642962
,author_bassaganyas_l,ref_21642962
,author_dohm_jc,ref_21642962
,author_puente_da,ref_21642962
,author_puente_xs,ref_21642962
,author_colomer_d,ref_21642962
,author_gut_m,ref_21642962
,author_gonzalez_diaz_m,ref_21642962
,author_campbell_pj,ref_21642962
,author_marshall_j,ref_21642962
,author_juan_m,ref_21642962
,author_gutierrez_fernandez_a,ref_21642962
,author_yague_j,ref_21642962
,author_baumann_t,ref_21642962
,author_heath_s,ref_21642962
,author_freije_jm,ref_21642962
,author_navarro_a,ref_21642962
,author_lopez_guerra_m,ref_21642962
,author_hernandez_jm,ref_21642962
,author_jares_p,ref_21642962
,author_de_sanjose,ref_21642962
,author_stebbings_la,ref_21642962
,author_piris_ma,ref_21642962
,author_velasco_g,ref_21642962
,author_estivill_x,ref_21642962
,author_valencia_a,ref_21642962
,author_de_alava,ref_21642962
,author_nicolas_p,ref_21642962
,author_san_miguel,ref_21642962
,author_costa_d,ref_21642962
,author_tornador_c,ref_21642962
,author_bayes_m,ref_21642962
,author_villamor_n,ref_21642962
,author_hernandez_l,ref_21642962
,author_himmelbauer_h,ref_21642962
,author_pinyol_m,ref_21642962
,author_carrio_a,ref_21642962
,author_escaramis_g,ref_21642962
,author_guigo_r,ref_21642962
,author_castillo_e,ref_21642962
,author_ordonez_gr,ref_21642962
,author_raine_k,ref_21642962
,author_stratton_mr,ref_21642962
,author_enjuanes_a,ref_21642962
,author_guijarro_s,ref_21642962
,author_quesada_v,ref_21642962
,author_klatt_p,ref_21642962
,author_rozman_m,ref_21642962
,author_orozco_m,ref_21642962
,author_lopez_c,ref_21642962
,author_gut_i,ref_21642962
,author_bonasio_r,ref_29695787
,author_washburn_mp,ref_29695787
,author_ingvarsdottir_k,ref_29695787
,author_florens_l,ref_29695787
,author_lee_k,ref_29695787
,author_choi_j,ref_29695787
,author_green_mr,ref_29695787
,author_saraf_a,ref_29695787
,author_tadros_s,ref_29695787
,author_busino_l,ref_29695787
,author_korf_br,ref_24362817
,author_fu_c,ref_24362817
,author_babovic_vuksanovic_d,ref_24362817
,author_kobelka_c,ref_24362817
,author_blumenthal_al,ref_24362817
,author_crowley_mr,ref_24362817
,author_madanecki_p,ref_24362817
,author_suwannarat_p,ref_24362817
,author_gardner_k,ref_24362817
,author_rauen_ka,ref_24362817
,author_lee_c,ref_24362817
,author_liu_yf,ref_24362817
