id,EditableStatement_graph_id,LiteratureReference_graph_id
,es_20200422171158552235,ref_15574387
,es_20200422171158552235,ref_22366814
,es_20200422171203877282,ref_17604275
,es_20200422171203877282,ref_26675378
,es_20200422171205050410,ref_11310834
,es_20200422171205050410,ref_17594689
,es_20200422171207438638,ref_24026096
,es_20200422171217288786,ref_22474485
,es_20200422171226598439,ref_29949764
,es_20200422171205987617,ref_23481206
,es_20200422171205987617,ref_20395419
,es_20200422171205987617,ref_21478912
,es_20200422171212799321,ref_19828693
,es_20200422171212799321,ref_20071790
,es_20200422171212799321,ref_23983218
,es_20200422171212799321,ref_15561600
,es_20200422171212799321,ref_26015513
,es_20200422171220216650,ref_29080750
,es_20200422171220216650,ref_24606147
,es_20200422171208933308,ref_15156179
,es_20200422171208933308,ref_31399807
,es_20200422171208933308,ref_31721036
,es_20200422171208933308,ref_31061501
,es_20200422171208933308,ref_31671434
,es_20200422171207890279,ref_20576468
,es_20200422171207890279,ref_15520222
,es_20200422171223299991,ref_22128285
,es_20200422171223299991,ref_28603720
,es_20200422171215453169,ref_25447204
,es_20200422171215453169,ref_28027327
,es_20200422171215453169,ref_28881752
,es_20200422171211296968,ref_18172012
,es_20200422171211296968,ref_27604143
,es_20200422171211296968,ref_25188243
,es_20200422171449833663,ref_23890088
,es_20200422171449833663,ref_19451273
,es_20200422171217887932,ref_27089179
,es_20200422171217887932,ref_27258612
,es_20200422171217887932,ref_17909024
,es_20200422171217887932,ref_27150534
,es_20200422171217887932,ref_20824707
,es_20200422171224299494,ref_12188914
,es_20200422171231789840,ref_30066854
,es_20200422171231789840,ref_30310518
,es_20200422171231789840,ref_30628679
,es_20200422171231789840,ref_25482732
,es_20200422171224821165,ref_27263465
,es_20200422171224821165,ref_24142871
,es_20200422171224821165,ref_29615460
,es_20200422171224821165,ref_28523248
,es_20200422171241778095,ref_31092598
,es_20200422171241778095,ref_28089446
,es_20200422171241778095,ref_20080709
,es_20200422171241778095,ref_29854300
,es_20200422171228117075,ref_25003966
,es_20200422171228117075,ref_30762207
,es_20200422171246285491,ref_29113308
,es_20200422171246285491,ref_31434704
,es_20200422171246285491,ref_24349617
,es_20200422171246285491,ref_27767379
,es_20200422171227141122,ref_18715783
,es_20200422171227141122,ref_24334454
,es_20200422171234137545,ref_30518104
,es_20200422171234137545,ref_15620353
,es_20200422171234137545,ref_22464800
,es_20200422171229273114,ref_29553850
,es_20200422171229273114,ref_28369510
,es_20200422171229273114,ref_29554921
,es_20200422171229273114,ref_29285287
,es_20200422171229273114,ref_29050198
,es_20200422171235648907,ref_28824165
,es_20200422171235648907,ref_28368924
,es_20200422171235648907,ref_23095836
,es_20200422171235648907,ref_29797680
,es_20200422171244809339,ref_28549102
,es_20200422171244809339,ref_22706993
,es_20200422171244809339,ref_30429249
,es_20200422171237605014,ref_21640373
,es_20200422171237605014,ref_19956657
,es_20200422171238568694,ref_30194140
,es_20200422171238568694,ref_22649787
,es_20200422171238568694,ref_21948233
,es_20200422171238568694,ref_21502284
,es_20200422171238568694,ref_25749034
,es_20200422171238568694,ref_30108712
,es_20200422171238568694,ref_27573755
,es_20200422171243813102,ref_25795305
,es_20200422171243813102,ref_22308453
,es_20200422171248117559,ref_26305432
,es_20200422171248117559,ref_18991062
,es_20200422171249188194,ref_19662497
,es_20200422171249188194,ref_28051100
,es_20200422171257344406,ref_25431954
,es_20200422171257344406,ref_26477861
,es_20200422171257344406,ref_26872615
,es_20200422171257344406,ref_29399167
,es_20200422171257344406,ref_25981880
,es_20200422171257344406,ref_29458145
,es_20200422171250314073,ref_30623814
,es_20200422171250314073,ref_27784246
,es_20200422171250314073,ref_15708745
,es_20200422171250314073,ref_28849262
,es_20200422171304104769,ref_22482125
,es_20200422171304104769,ref_24393766
,es_20200422171312544065,ref_26560030
,es_20200422171312544065,ref_24453997
,es_20200422171312544065,ref_27452468
,es_20200422171302493189,ref_22186992
,es_20200422171302493189,ref_28716061
,es_20200422171302493189,ref_30065206
,es_20200422171315729755,ref_30631755
,es_20200422171315729755,ref_30692102
,es_20200422171255023632,ref_29897294
,es_20200422171255023632,ref_19446321
,es_20200422171255023632,ref_28267437
,es_20200422171255023632,ref_30174446
,es_20200422171300365590,ref_29921407
,es_20200422171300365590,ref_30243936
,es_20200422171300365590,ref_30518628
,es_20200422171300365590,ref_29806708
,es_20200422171252135931,ref_24344332
,es_20200422171252135931,ref_24648313
,es_20200422171252135931,ref_26188006
,es_20200422171252135931,ref_23991058
,es_20200422171252135931,ref_22841666
,es_20200422171305168759,ref_30987640
,es_20200422171305168759,ref_24980904
,es_20200422171305168759,ref_30329043
,es_20200422171305168759,ref_26924569
,es_20200422171307026929,ref_16127164
,es_20200422171307026929,ref_15157524
,es_20200422171314172398,ref_26811660
,es_20200422171314172398,ref_23685956
,es_20200422171314172398,ref_26212009
,es_20200422171308615764,ref_26314551
,es_20200422171311274586,ref_24874471
,es_20200422171311274586,ref_23011637
,es_20200422171316892238,ref_28621802
,es_20200422171316892238,ref_30352677
,es_20200422171316892238,ref_29901640
,es_20200422171316892238,ref_29369198
,es_20200422171321685328,ref_25588924
,es_20200422171321685328,ref_21844183
,es_20200422171309409436,ref_26183887
,es_20200422171309409436,ref_27372070
,es_20200422171309409436,ref_23542176
,es_20200422171331836820,ref_24362818
,es_20200422171331836820,ref_28007623
,es_20200422171331836820,ref_28669924
,es_20200422171331836820,ref_27873319
,es_20200422171331836820,ref_24240169
,es_20200422171331836820,ref_25151357
,es_20200422171322699270,ref_26314551
,es_20200422171334690509,ref_20628145
,es_20200422171334690509,ref_24551119
,es_20200422171341008370,ref_25333255
,es_20200422171341008370,ref_21704724
,es_20200422171341008370,ref_24416653
,es_20200422171341008370,ref_23541951
,es_20200422171318933123,ref_31747945
,es_20200422171318933123,ref_23550303
,es_20200422171318933123,ref_27283171
,es_20200422171326448680,ref_24921003
,es_20200422171326448680,ref_24211191
,es_20200422171326448680,ref_23915145
,es_20200422171320260224,ref_16550168
,es_20200422171320260224,ref_22994728
,es_20200422171320260224,ref_28480783
,es_20200422171346523497,ref_15197399
,es_20200422171346523497,ref_20109491
,es_20200422171346523497,ref_24120142
,es_20200422171346523497,ref_21720365
,es_20200422171324266967,ref_10995463
,es_20200422171328129885,ref_25336640
,es_20200422171328129885,ref_24673627
,es_20200422171328129885,ref_29472054
,es_20200422171324812924,ref_28687353
,es_20200422171324812924,ref_23555276
,es_20200422171324812924,ref_18354415
,es_20200422171329564212,ref_23187807
,es_20200422171329564212,ref_31520395
,es_20200422171329564212,ref_22839530
,es_20200422171329564212,ref_19414388
,es_20200422171329564212,ref_31853216
,es_20200422171335762639,ref_22528049
,es_20200422171335762639,ref_10488131
,es_20200422171335762639,ref_29131521
,es_20200422171343505792,ref_24622579
,es_20200422171352254894,ref_27034008
,es_20200422171352254894,ref_29203461
,es_20200422171413751898,ref_24006493
,es_20200422171413751898,ref_26314551
,es_20200422171338204656,ref_30756420
,es_20200422171338204656,ref_18508628
,es_20200422171338204656,ref_27376065
,es_20200422171342997058,ref_11001584
,es_20200422171345088203,ref_16204312
,es_20200422171345088203,ref_27542411
,es_20200422171345088203,ref_25456276
,es_20200422171337273478,ref_30250044
,es_20200422171337273478,ref_26190106
,es_20200422171344042731,ref_15170388
,es_20200422171344042731,ref_27737960
,es_20200422171339622394,ref_29389115
,es_20200422171339622394,ref_12082619
,es_20200422171339622394,ref_19915674
,es_20200422171350234111,ref_27550944
,es_20200422171350234111,ref_24379411
,es_20200422171351339007,ref_25344691
,es_20200422171351339007,ref_25460271
,es_20200422171356290149,ref_14871811
,es_20200422171356290149,ref_17351343
,es_20200422171356290149,ref_24573418
,es_20200422171348568229,ref_15575979
,es_20200422171348568229,ref_30079384
,es_20200422171348568229,ref_28284718
,es_20200422171348568229,ref_30250904
,es_20200422171357682364,ref_30517979
,es_20200422171357682364,ref_29738333
,es_20200422171357682364,ref_29315911
,es_20200422171357682364,ref_30530749
,es_20200422171353272720,ref_21143914
,es_20200422171353272720,ref_30761451
,es_20200422171353272720,ref_19620787
,es_20200422171353272720,ref_15355514
,es_20200422171359533513,ref_29879430
,es_20200422171359533513,ref_30171027
,es_20200422171429844378,ref_29802158
,es_20200422171429844378,ref_25491510
,es_20200422171432431797,ref_27791469
,es_20200422171432431797,ref_28286085
,es_20200422171355279854,ref_19478061
,es_20200422171355279854,ref_25113440
,es_20200422171401079522,ref_28087639
,es_20200422171401079522,ref_27730400
,es_20200422171401079522,ref_26241709
,es_20200422171401079522,ref_21161269
,es_20200422171401079522,ref_23054001
,es_20200422171401079522,ref_23915006
,es_20200422171403877561,ref_30674866
,es_20200422171403877561,ref_29106391
,es_20200422171403877561,ref_30633927
,es_20200422171400509671,ref_24123922
,es_20200422171419317138,ref_24286864
,es_20200422171419317138,ref_30644437
,es_20200422171419317138,ref_27791268
,es_20200422171419317138,ref_30093560
,es_20200422171419317138,ref_25117815
,es_20200422171419317138,ref_29620211
,es_20200422171405425671,ref_25380047
,es_20200422171405425671,ref_16314519
,es_20200422171405425671,ref_16843108
,es_20200422171405425671,ref_21544625
,es_20200422171407709978,ref_17606467
,es_20200422171417260488,ref_11718224
,es_20200422171417260488,ref_31529503
,es_20200422171417260488,ref_11114740
,es_20200422171408257230,ref_12223280
,es_20200422171408257230,ref_26039988
,es_20200422171408257230,ref_26871602
,es_20200422171408257230,ref_31227646
,es_20200422171408257230,ref_22988114
,es_20200422171412124361,ref_28987388
,es_20200422171412124361,ref_28214211
,es_20200422171412124361,ref_28611046
,es_20200422171427420454,ref_29165358
,es_20200422171427420454,ref_29274272
,es_20200422171416277392,ref_11980658
,es_20200422171416277392,ref_11423979
,es_20200422171418687421,ref_27323831
,es_20200422171425358795,ref_23785151
,es_20200422171425358795,ref_25651939
,es_20200422171425358795,ref_29553955
,es_20200422171425358795,ref_24318667
,es_20200422171423456650,ref_24162739
,es_20200422171423456650,ref_23079654
,es_20200422171423456650,ref_25773741
,es_20200422171422202402,ref_30975452
,es_20200422171422202402,ref_22508544
,es_20200422171422202402,ref_23175443
,es_20200422171436124161,ref_10934142
,es_20200422171436124161,ref_26240174
,es_20200422171428534446,ref_24214971
,es_20200422171428534446,ref_25015035
,es_20200422171434612414,ref_26025939
,es_20200422171434612414,ref_25365225
,es_20200422171434612414,ref_15102433
,es_20200422171437154914,ref_26207617
,es_20200422171437154914,ref_19001877
,es_20200422171437154914,ref_28785073
,es_20200422171437154914,ref_24482232
,es_20200422171433365130,ref_18594527
,es_20200422171433365130,ref_15027122
,es_20200422171430928323,ref_22001110
,es_20200422171430928323,ref_28590025
,es_20200422171430928323,ref_24753761
,es_20200422171442745075,ref_25438927
,es_20200422171442745075,ref_18835266
,es_20200422171450917284,ref_23132929
,es_20200422171450917284,ref_25451921
,es_20200422171450917284,ref_15019993
,es_20200422171439358908,ref_24452013
,es_20200422171439358908,ref_15744350
,es_20200422171439358908,ref_27428428
,es_20200422171439358908,ref_21576381
,es_20200422171439358908,ref_18391021
,es_20200422171452359458,ref_27855221
,es_20200422171452359458,ref_24531327
,es_20200422171452359458,ref_16198645
,es_20200422171452359458,ref_19782770
,es_20200422171441736219,ref_11144355
,es_20200422171441736219,ref_22347464
,es_20200422171443715772,ref_11161816
,es_20200422171443715772,ref_30420614
,es_20200422171444619112,ref_30096875
,es_20200422171444619112,ref_29680858
,es_20200422171444619112,ref_29558042
,es_20200422171444619112,ref_29498635
,es_20200422171444619112,ref_29481474
,es_20200422171444619112,ref_30053564
,es_20200422171444619112,ref_30472601
,es_20200422171605746197,ref_29901201
,es_20200422171605746197,ref_27030811
,es_20200422171605746197,ref_25044212
,es_20200422171609002060,ref_23398123
,es_20200422171609002060,ref_18771919
,es_20200422171611375758,ref_29092923
,es_20200422171611375758,ref_24497544
,es_20200422171459537084,ref_29439172
,es_20200422171459537084,ref_28449810
,es_20200422171459537084,ref_22719996
,es_20200422171459537084,ref_20137953
,es_20200422171457688206,ref_28235761
,es_20200422171457688206,ref_28285821
,es_20200422171457688206,ref_17761173
,es_20200422171457688206,ref_15897011
,es_20200422171456813239,ref_15494376
,es_20200422171456813239,ref_18851712
,es_20200422171508312578,ref_27270435
,es_20200422171454295350,ref_15155950
,es_20200422171454295350,ref_17360477
,es_20200422171454295350,ref_21517784
,es_20200422171454295350,ref_20133777
,es_20200422171502952482,ref_26770062
,es_20200422171502952482,ref_23904035
,es_20200422171502952482,ref_26240174
,es_20200422171502952482,ref_24962792
,es_20200422171502952482,ref_26773439
,es_20200422171514102636,ref_27427153
,es_20200422171522955358,ref_27016798
,es_20200422171522955358,ref_27872498
,es_20200422171522955358,ref_12799427
,es_20200422171522955358,ref_29466156
,es_20200422171456241249,ref_23024808
,es_20200422171506449587,ref_23098447
,es_20200422171506449587,ref_15279796
,es_20200422171511999868,ref_29735403
,es_20200422171511999868,ref_29037854
,es_20200422171511999868,ref_28187440
,es_20200422171511999868,ref_20929870
,es_20200422171501919666,ref_24021977
,es_20200422171501919666,ref_23954555
,es_20200422171507326376,ref_14671644
,es_20200422171507326376,ref_24513123
,es_20200422171505448821,ref_19901108
,es_20200422171505448821,ref_25477533
,es_20200422171514610713,ref_19106100
,es_20200422171514610713,ref_25207766
,es_20200422171508935234,ref_29654269
,es_20200422171508935234,ref_28656876
,es_20200422171508935234,ref_28453519
,es_20200422171508935234,ref_27835861
,es_20200422171508935234,ref_29089450
,es_20200422171508935234,ref_25384085
,es_20200422171516627109,ref_23891921
,es_20200422171516627109,ref_23618806
,es_20200422171528590242,ref_22508544
,es_20200422171528590242,ref_30181810
,es_20200422171528590242,ref_29976636
,es_20200422171528590242,ref_30119151
,es_20200422171518012142,ref_25064356
,es_20200422171518012142,ref_24584437
,es_20200422171518012142,ref_25555471
,es_20200422171518012142,ref_25376494
,es_20200422171518012142,ref_27144436
,es_20200422171518012142,ref_30272297
,es_20200422171521203997,ref_29709639
,es_20200422171521203997,ref_23984917
,es_20200422171521203997,ref_24366063
,es_20200422171515669554,ref_24937458
,es_20200422171531300816,ref_25773741
,es_20200422171531300816,ref_27894815
,es_20200422171531300816,ref_24162739
,es_20200422171541722682,ref_21495113
,es_20200422171541722682,ref_21084391
,es_20200422171541722682,ref_23731550
,es_20200422171541722682,ref_15696967
,es_20200422171530696091,ref_12203785
,es_20200422171538816576,ref_22355113
,es_20200422171538816576,ref_21887332
,es_20200422171538816576,ref_25910705
,es_20200422171535818656,ref_28513990
,es_20200422171535818656,ref_21326949
,es_20200422171600608361,ref_21892159
,es_20200422171600608361,ref_21536738
,es_20200422171532612554,ref_20484225
,es_20200422171532612554,ref_23730622
,es_20200422171532612554,ref_24781757
,es_20200422171532612554,ref_21771581
,es_20200422171525039157,ref_30723300
,es_20200422171525039157,ref_30552129
,es_20200422171525039157,ref_24362264
,es_20200422171525039157,ref_10601024
,es_20200422171525039157,ref_16908182
,es_20200422171536881520,ref_30616781
,es_20200422171536881520,ref_30319622
,es_20200422171536881520,ref_30479461
,es_20200422171536881520,ref_28455419
,es_20200422171534377017,ref_17234755
,es_20200422171534377017,ref_28877752
,es_20200422171534377017,ref_26297734
,es_20200422171544213691,ref_19917254
,es_20200422171544213691,ref_27695879
,es_20200422171544213691,ref_28611330
,es_20200422171550439887,ref_26314551
,es_20200422171548763774,ref_24763514
,es_20200422171548763774,ref_14749727
,es_20200422171540336529,ref_22313597
,es_20200422171540336529,ref_10605625
,es_20200429113512498000,ref_28095398
,es_20200429113512498000,ref_24814515
,es_20200505093912748000,ref_28558758
,es_20200505093912748000,ref_22508544
,es_20200505093912748000,ref_29858603
,es_20200422171545613736,ref_19918328
,es_20200422171545613736,ref_19028990
,es_20200422171545613736,ref_20222162
,es_20200422171545613736,ref_23320456
,es_20200422171545613736,ref_29111206
,es_20200422171545613736,ref_28241454
,es_20200422171545613736,ref_16079152
,es_20200422171549818025,ref_25888649
,es_20200422171603261869,ref_26420826
,es_20200422171603261869,ref_28245838
,es_20200422171603261869,ref_17383426
,es_20200422171603261869,ref_21062807
,es_20200422171603261869,ref_27010584
,es_20200422171551092417,ref_23722653
,es_20200422171551092417,ref_30540935
,es_20200422171551092417,ref_31141693
,es_20200422171551092417,ref_25341045
,es_20200422171551092417,ref_23404370
,es_20200422171551092417,ref_31101597
,es_20200422171551092417,ref_24551169
,es_20200422171554224264,ref_24550739
,es_20200422171554224264,ref_24705316
,es_20200422171554224264,ref_26980036
,es_20200422171554224264,ref_24769077
,es_20200422171558351106,ref_30778372
,es_20200422171558351106,ref_20427278
,es_20200422171558351106,ref_29632210
,es_20200422171558351106,ref_23376921
,es_20200422171628871326,ref_27272503
,es_20200422171628871326,ref_19665072
,es_20200422171556299507,ref_31788471
,es_20200422171556299507,ref_31395741
,es_20200422171556299507,ref_20498019
,es_20200422171556299507,ref_24917186
,es_20200422171601721957,ref_24416653
,es_20200422171601721957,ref_18508994
,es_20200422171601721957,ref_24573384
,es_20200422171612456874,ref_25202032
,es_20200422171612456874,ref_31497345
,es_20200422171607277290,ref_28512244
,es_20200422171607277290,ref_27382360
,es_20200422171607277290,ref_11904675
,es_20200422171613619267,ref_30341163
,es_20200422171613619267,ref_24634223
,es_20200422171613619267,ref_31848333
,es_20200422171613619267,ref_27153352
,es_20200422171613619267,ref_23222848
,es_20200422171613619267,ref_30347759
,es_20200422171613619267,ref_24754746
,es_20200422171617199680,ref_30565239
,es_20200422171617199680,ref_28102259
,es_20200422171617199680,ref_29783736
,es_20200422171636180068,ref_21369371
,es_20200422171636180068,ref_27983647
,es_20200422171636180068,ref_18712668
,es_20200422171636180068,ref_20159667
,es_20200422171609845934,ref_21263457
,es_20200422171609845934,ref_28514750
,es_20200422171609845934,ref_31253791
,es_20200422171619352273,ref_29408622
,es_20200422171619352273,ref_10090408
,es_20200422171619352273,ref_29115549
,es_20200422171619352273,ref_20096807
,es_20200422171619352273,ref_29602637
,es_20200422171624203838,ref_26757421
,es_20200422171624203838,ref_31277415
,es_20200422171624203838,ref_10713699
,es_20200422171624203838,ref_22207895
,es_20200422171618468602,ref_25204415
,es_20200422171618468602,ref_21119216
,es_20200422171626191687,ref_27624885
,es_20200422171626191687,ref_29311554
,es_20200422171626191687,ref_28512244
,es_20200422171633043954,ref_27448298
,es_20200422171633043954,ref_22575959
,es_20200422171633043954,ref_27661107
,es_20200422171621694493,ref_23463663
,es_20200422171621694493,ref_12805412
,es_20200422171621694493,ref_24953190
,es_20200422171621694493,ref_22034177
,es_20200422171621694493,ref_25295534
,es_20200422171631442402,ref_29435196
,es_20200422171631442402,ref_22617422
,es_20200422171631442402,ref_29403496
,es_20200422171643109223,ref_15516980
,es_20200422171643109223,ref_12100889
,es_20200422171643109223,ref_16084642
,es_20200422171629932451,ref_22914783
,es_20200422171629932451,ref_25447316
,es_20200422171629932451,ref_26436112
,es_20200422171640378258,ref_16453285
,es_20200422171653917417,ref_26911375
,es_20200422171653917417,ref_28646021
,es_20200422171653917417,ref_30420357
,es_20200422171653917417,ref_23793026
,es_20200422171653917417,ref_24499181
,es_20200422171653917417,ref_27123562
,es_20200422171638117152,ref_26000489
,es_20200422171634568083,ref_23797736
,es_20200422171634568083,ref_10973499
,es_20200422171634568083,ref_12004003
,es_20200422171638772451,ref_24954865
,es_20200422171638772451,ref_28985022
,es_20200422171638772451,ref_26954680
,es_20200422171642112293,ref_23352221
,es_20200422171642112293,ref_28556984
,es_20200422171650459895,ref_28485815
,es_20200422171650459895,ref_23359684
,es_20200422171650459895,ref_27571988
,es_20200422171650459895,ref_10716982
,es_20200422171652454163,ref_28351223
,es_20200422171652454163,ref_21462929
,es_20200422171652454163,ref_30254212
,es_20200422171640915530,ref_23425942
,es_20200422171640915530,ref_23868062
,es_20200422171644504659,ref_28515055
,es_20200422171645320878,ref_17907153
,es_20200422171645320878,ref_21251909
,es_20200422171645320878,ref_21176152
,es_20200422171645320878,ref_20394500
,es_20200422171645320878,ref_25439053
,es_20200422171645320878,ref_16204018
,es_20200422171645320878,ref_23396304
,es_20200422171708308901,ref_26099018
,es_20200422171708308901,ref_30138727
,es_20200422171708308901,ref_22240200
,es_20200422171708308901,ref_29899831
,es_20200422171708308901,ref_27848178
,es_20200422171708308901,ref_25510268
,es_20200422171649443214,ref_27107001
,es_20200422171649443214,ref_28377489
,es_20200422171659350039,ref_27753529
,es_20200422171659350039,ref_29720957
,es_20200422171659350039,ref_30115848
,es_20200422171657966281,ref_23207916
,es_20200422171657966281,ref_22749148
,es_20200422171657966281,ref_21303910
,es_20200422171705745551,ref_24705251
,es_20200422171705745551,ref_21074048
,es_20200422171701072326,ref_29175550
,es_20200422171701072326,ref_25306392
,es_20200422171701072326,ref_16881963
,es_20200422171701072326,ref_25085664
,es_20200422171811135534,ref_19307449
,es_20200422171811135534,ref_26762204
,es_20200422171818989687,ref_21236256
,es_20200422171818989687,ref_11607843
,es_20200422171818989687,ref_17885682
,es_20200422171818989687,ref_25043309
,es_20200422171818989687,ref_25204415
,es_20200422171707153320,ref_26282171
,es_20200422171707153320,ref_25639486
,es_20200422171714125312,ref_22673153
,es_20200422171714125312,ref_21572435
,es_20200422171714125312,ref_21403399
,es_20200422171715750776,ref_24105263
,es_20200422171715750776,ref_27068960
,es_20200422171715750776,ref_29284707
,es_20200422171721807848,ref_24849811
,es_20200422171721807848,ref_24469860
,es_20200422171720338745,ref_23898052
,es_20200422171720338745,ref_21910158
,es_20200422171720338745,ref_27030077
,es_20200422171717715646,ref_19471318
,es_20200422171717715646,ref_29496999
,es_20200422171717165463,ref_26022180
,es_20200422171724458220,ref_25561897
,es_20200422171724458220,ref_29129598
,es_20200422171724458220,ref_22577134
,es_20200422171718827868,ref_29258295
,es_20200422171718827868,ref_16724054
,es_20200422171718827868,ref_29673141
,es_20200422171727053490,ref_21263457
,es_20200422171727053490,ref_25484917
,es_20200422171729072882,ref_29970670
,es_20200422171729072882,ref_29394468
,es_20200422171729072882,ref_30310510
,es_20200422171808051052,ref_22895193
,es_20200422171808051052,ref_25450521
,es_20200422171814161329,ref_19422821
,es_20200422171832512202,ref_21499249
,es_20200422171832512202,ref_27932483
,es_20200422171832512202,ref_16303180
,es_20200422171832512202,ref_26921333
,es_20200422171832512202,ref_17213815
,es_20200422171722829750,ref_18535405
,es_20200422171722829750,ref_30267217
,es_20200422171722829750,ref_27621318
,es_20200422171725939662,ref_24864265
,es_20200422171725939662,ref_25678856
,es_20200422171731439027,ref_28430874
,es_20200422171731439027,ref_29883838
,es_20200422171731439027,ref_27957650
,es_20200422171809033420,ref_25887776
,es_20200422171809033420,ref_27086036
,es_20200422171809033420,ref_28418910
,es_20200422171736941332,ref_21740328
,es_20200422171736941332,ref_28338090
,es_20200422171736941332,ref_21831286
,es_20200422171730550719,ref_19262598
,es_20200422171730550719,ref_18371451
,es_20200422171738453217,ref_28166193
,es_20200422171738453217,ref_30034618
,es_20200422171738453217,ref_30392905
,es_20200422171738453217,ref_30010111
,es_20200422171738453217,ref_26984929
,es_20200422171728077400,ref_26425723
,es_20200422171728077400,ref_23624299
,es_20200422171732884177,ref_16723399
,es_20200422171732884177,ref_27902925
,es_20200422171732884177,ref_30971823
,es_20200422171732884177,ref_25620975
,es_20200422171757804388,ref_22079189
,es_20200422171757804388,ref_27413114
,es_20200422171757804388,ref_27283171
,es_20200422171757804388,ref_29682192
,es_20200422171734884255,ref_28583311
,es_20200422171734884255,ref_29136504
,es_20200422171734884255,ref_28937020
,es_20200422171734884255,ref_24618703
,es_20200422171740886461,ref_30019388
,es_20200422171740886461,ref_30581443
,es_20200422171740886461,ref_30519638
,es_20200422171801570740,ref_30203262
,es_20200422171801570740,ref_30086464
,es_20200422171801570740,ref_29703722
,es_20200422171801570740,ref_19506249
,es_20200422171801570740,ref_25132836
,es_20200422171804498588,ref_23637631
,es_20200422171810637815,ref_12112524
,es_20200427155736369000,ref_28557977
,es_20200427155736369000,ref_21620960
,es_20200428165231307000,ref_23736028
,es_20200430142946895000,ref_22673505
,es_20200430142946895000,ref_30086763
,es_20200430142946895000,ref_17909001
,es_20200504141318908000,ref_32152317
,es_20200504141318908000,ref_17361230
,es_20200508115244277000,ref_22520978
,es_20200508115244277000,ref_30338346
,es_20200422171812037977,ref_25184143
,es_20200422171812037977,ref_30562755
,es_20200422171812037977,ref_27283171
,es_20200422171812037977,ref_26674224
,es_20200422171812037977,ref_18726070
,es_20200422171805172536,ref_26934321
,es_20200422171805172536,ref_25233418
,es_20200422171805172536,ref_23320105
,es_20200422171805172536,ref_22507127
,es_20200422171805172536,ref_25622909
,es_20200422171805172536,ref_22510280
,es_20200422171816149564,ref_23139637
,es_20200422171816149564,ref_25861989
,es_20200422171816149564,ref_20484576
,es_20200422171816149564,ref_26314551
,es_20200422171821486832,ref_23844358
,es_20200422171821486832,ref_22919003
,es_20200422171821486832,ref_25361632
,es_20200422171814699379,ref_23541343
,es_20200422171814699379,ref_18000389
,es_20200422171814699379,ref_10361104
,es_20200422171827722843,ref_30165676
,es_20200422171827722843,ref_24870930
,es_20200422171840037738,ref_23347099
,es_20200422171840037738,ref_16626284
,es_20200422171828766678,ref_29845708
,es_20200422171828766678,ref_19026780
,es_20200422171836564507,ref_27423313
,es_20200422171836564507,ref_19305416
,es_20200422171836564507,ref_29448085
,es_20200422171836564507,ref_30104712
,es_20200422171836564507,ref_21340720
,es_20200422171817985852,ref_24522117
,es_20200422171817985852,ref_26656134
,es_20200422171823064952,ref_27621578
,es_20200422171823064952,ref_30003873
,es_20200422171823064952,ref_27565210
,es_20200422171823064952,ref_30171027
,es_20200422171823064952,ref_21915099
,es_20200422171826800458,ref_25266736
,es_20200422171826800458,ref_15147274
,es_20200422171825399011,ref_19683501
,es_20200422171825399011,ref_18618714
,es_20200422171825399011,ref_22472174
,es_20200422171834902627,ref_30544982
,es_20200422171834902627,ref_20234167
,es_20200422171834902627,ref_31105426
,es_20200422171844399533,ref_20224786
,es_20200422171844399533,ref_30343896
,es_20200422171829763628,ref_31747945
,es_20200422171829763628,ref_30121009
,es_20200422171829763628,ref_27803051
,es_20200422171829763628,ref_15528792
,es_20200422171829763628,ref_18157157
,es_20200422171829763628,ref_24333356
,es_20200422171829763628,ref_24978665
,es_20200422171839066902,ref_22291485
,es_20200422171839066902,ref_21499247
,es_20200422171842428361,ref_26802879
,es_20200422171842428361,ref_27152521
,es_20200422171850283914,ref_30194449
,es_20200422171850283914,ref_31747945
,es_20200422171850283914,ref_30149673
,es_20200422171850283914,ref_24583008
,es_20200422171850283914,ref_30006056
,es_20200422171906246826,ref_24445538
,es_20200422171906246826,ref_20850016
,es_20200422171909394239,ref_26476589
,es_20200422171909394239,ref_26631070
,es_20200422171845492387,ref_22143793
,es_20200422171845492387,ref_16983801
,es_20200422171852562970,ref_26308386
,es_20200422171852562970,ref_24728076
,es_20200422171852562970,ref_25950492
,es_20200422171852562970,ref_26450751
,es_20200422171846503960,ref_11001876
,es_20200422171846503960,ref_30098202
,es_20200422171846503960,ref_29466156
,es_20200422171843477250,ref_23506875
,es_20200422171843477250,ref_23999443
,es_20200422171855791025,ref_22751122
,es_20200422171855791025,ref_24418439
,es_20200422171855791025,ref_21703425
,es_20200422171901742495,ref_22204491
,es_20200422171901742495,ref_30562755
,es_20200422171901742495,ref_10822381
,es_20200422171901742495,ref_17340614
,es_20200422171848378844,ref_21283756
,es_20200422171848378844,ref_29414823
,es_20200422171848378844,ref_26314551
,es_20200422171848378844,ref_19756140
,es_20200422171857301638,ref_15930108
,es_20200422171857301638,ref_24272621
,es_20200422171857301638,ref_24793135
,es_20200422171857301638,ref_16099183
,es_20200422171859316101,ref_10638987
,es_20200422171859316101,ref_28855351
,es_20200422171859316101,ref_17459056
,es_20200422171859316101,ref_29099482
,es_20200422171859316101,ref_28094768
,es_20200422171854611421,ref_27200096
,es_20200422171854611421,ref_28326306
