id,EditableStatement_graph_id,LiteratureReference_graph_id
,es_20200422170031952085,ref_11788194
,es_20200422170048267893,ref_30210643
,es_20200422170048267893,ref_28501141
,es_20200422170048267893,ref_29344675
,es_20200422170048267893,ref_24704446
,es_20200422170048267893,ref_28008282
,es_20200422170020753701,ref_23047306
,es_20200422170020753701,ref_22095441
,es_20200422170020753701,ref_25790038
,es_20200422170020753701,ref_28238438
,es_20200422170046292053,ref_24488880
,es_20200422170046292053,ref_23913810
,es_20200422170032541950,ref_31012515
,es_20200422170032541950,ref_29413421
,es_20200422170032541950,ref_26378585
,es_20200422170032541950,ref_25271151
,es_20200422170040116820,ref_23181381
,es_20200422170038317003,ref_26314551
,es_20200422170038317003,ref_30520818
,es_20200422170038317003,ref_26022125
,es_20200422170038317003,ref_28634818
,es_20200422170047237961,ref_20840587
,es_20200422170047237961,ref_16061654
,es_20200422170051204878,ref_28210844
,es_20200422170051204878,ref_30234477
,es_20200422170051204878,ref_28295457
,es_20200422170052514986,ref_16402392
,es_20200422170052514986,ref_23079656
,es_20200422170052514986,ref_16322284
,es_20200422170040692275,ref_25355621
,es_20200422170040692275,ref_26493387
,es_20200422170040692275,ref_23472066
,es_20200422170040692275,ref_26945340
,es_20200422170040692275,ref_17728103
,es_20200422170040692275,ref_15364926
,es_20200422170057396422,ref_29185092
,es_20200422170057396422,ref_30327302
,es_20200422170057396422,ref_27226234
,es_20200422170057396422,ref_30562755
,es_20200422170057396422,ref_28027327
,es_20200422170053920941,ref_29625053
,es_20200422170053920941,ref_11248065
,es_20200422170053920941,ref_24886203
,es_20200422170053920941,ref_15451563
,es_20200422170102615886,ref_28193625
,es_20200422170102615886,ref_15723050
,es_20200422170059488038,ref_26454676
,es_20200422170059488038,ref_21733850
,es_20200422170059488038,ref_26314551
,es_20200422170100875014,ref_26255626
,es_20200422170100875014,ref_26234902
,es_20200422170100875014,ref_17932254
,es_20200422170100875014,ref_25429186
,es_20200422170055978235,ref_28489605
,es_20200422170055978235,ref_27461012
,es_20200422170055978235,ref_22464749
,es_20200422170107862005,ref_25105836
,es_20200422170107862005,ref_25864878
,es_20200422170114601039,ref_29262589
,es_20200422170111693673,ref_30675295
,es_20200422170111693673,ref_22246670
,es_20200422170111693673,ref_28988015
,es_20200422170111693673,ref_30642390
,es_20200422170104148273,ref_23000897
,es_20200422170107361853,ref_12203795
,es_20200422170113707337,ref_23559008
,es_20200422170113707337,ref_18719389
,es_20200422170109439661,ref_23965899
,es_20200422170109439661,ref_19029957
,es_20200422170115136360,ref_23348505
,es_20200422170115136360,ref_23128672
,es_20200422170115136360,ref_22105767
,es_20200422170105004674,ref_24007862
,es_20200422170105004674,ref_27207777
,es_20200422170105004674,ref_26470709
,es_20200422170105004674,ref_27049727
,es_20200422170105004674,ref_28262798
,es_20200422170122172499,ref_23162742
,es_20200422170122172499,ref_23125950
,es_20200422170122172499,ref_24529727
,es_20200422170131128123,ref_23145505
,es_20200422170131128123,ref_10446987
,es_20200422170116505791,ref_26932476
,es_20200422170134757154,ref_22001110
,es_20200422170134757154,ref_26760979
,es_20200422170155676160,ref_19879421
,es_20200422170155676160,ref_19903745
,es_20200422170155676160,ref_25609201
,es_20200422170155676160,ref_30002194
,es_20200422170155676160,ref_25574066
,es_20200422170155676160,ref_29400663
,es_20200422170124173347,ref_24768767
,es_20200422170124173347,ref_29636358
,es_20200422170244331613,ref_27402217
,es_20200422170244331613,ref_21536665
,es_20200422170244331613,ref_23035786
,es_20200422170120624976,ref_22541429
,es_20200422170120624976,ref_26523678
,es_20200422170120624976,ref_28731175
,es_20200422170119737886,ref_25562590
,es_20200422170119737886,ref_20613748
,es_20200422170123560067,ref_23555679
,es_20200422170135615594,ref_26522984
,es_20200422170135615594,ref_18007576
,es_20200422170135615594,ref_23161489
,es_20200422170135615594,ref_30076146
,es_20200422170126981839,ref_29330094
,es_20200422170126981839,ref_29508632
,es_20200422170132074007,ref_25310577
,es_20200422170132074007,ref_21532585
,es_20200422170132074007,ref_30420689
,es_20200422170132074007,ref_11959810
,es_20200422170132074007,ref_21890642
,es_20200422170132074007,ref_24564228
,es_20200422170125193144,ref_24084075
,es_20200422170125193144,ref_31212954
,es_20200422170125193144,ref_29158269
,es_20200422170125193144,ref_10696570
,es_20200422170137422926,ref_21267586
,es_20200422170137422926,ref_22751113
,es_20200422170137422926,ref_16959974
,es_20200422170137422926,ref_17312329
,es_20200422170139412457,ref_18781147
,es_20200422170139412457,ref_21520040
,es_20200422170140795661,ref_29175904
,es_20200422170140795661,ref_29954776
,es_20200422170140795661,ref_12034751
,es_20200422170140795661,ref_27207471
,es_20200422170140795661,ref_22668012
,es_20200422170140795661,ref_28627627
,es_20200422170140795661,ref_24854081
,es_20200422170147984564,ref_24458023
,es_20200422170143764470,ref_26033159
,es_20200422170143764470,ref_25176334
,es_20200422170143764470,ref_27906793
,es_20200422170145137058,ref_28161936
,es_20200422170145137058,ref_27434411
,es_20200422170145137058,ref_27398168
,es_20200422170145137058,ref_22328973
,es_20200422170145137058,ref_27350126
,es_20200422170158367771,ref_25252845
,es_20200422170158367771,ref_12417016
,es_20200422170158367771,ref_15028022
,es_20200422170149565424,ref_28735070
,es_20200422170149565424,ref_18353444
,es_20200422170149565424,ref_25572969
,es_20200422170149565424,ref_16586096
,es_20200422170149565424,ref_26499190
,es_20200422170149565424,ref_28765596
,es_20200422170148610657,ref_31774908
,es_20200422170148610657,ref_22171326
,es_20200422170152263975,ref_24289130
,es_20200422170152263975,ref_18852131
,es_20200422170209576842,ref_16034366
,es_20200422170209576842,ref_31582374
,es_20200422170209576842,ref_25248477
,es_20200422170209576842,ref_12842081
,es_20200422170209576842,ref_31440083
,es_20200422170153226577,ref_30635434
,es_20200422170153226577,ref_30683722
,es_20200422170153226577,ref_30735352
,es_20200422170153226577,ref_28452363
,es_20200422170153226577,ref_21779500
,es_20200422170200808366,ref_28276427
,es_20200422170200808366,ref_29312632
,es_20200422170200808366,ref_20208562
,es_20200422170200808366,ref_30254057
,es_20200422170211628562,ref_25743594
,es_20200422170211628562,ref_24073922
,es_20200422170159787009,ref_16216232
,es_20200422170159787009,ref_27007053
,es_20200422170204202861,ref_28114741
,es_20200422170204202861,ref_25307947
,es_20200422170204202861,ref_27496196
,es_20200422170204202861,ref_25632041
,es_20200422170204202861,ref_27248179
,es_20200422170204202861,ref_26678488
,es_20200422170214872779,ref_12776205
,es_20200422170214872779,ref_24390735
,es_20200422170214872779,ref_23352434
,es_20200422170202808629,ref_15286744
,es_20200422170202808629,ref_25285878
,es_20200422170202808629,ref_26386283
,es_20200422170212660895,ref_30176891
,es_20200422170212660895,ref_27449595
,es_20200422170212660895,ref_27180306
,es_20200422170212660895,ref_30213564
,es_20200422170207032855,ref_12782572
,es_20200422170207032855,ref_17656357
,es_20200422170207032855,ref_16540666
,es_20200422170207032855,ref_30978502
,es_20200422170207032855,ref_25003523
,es_20200422170223902552,ref_30474248
,es_20200422170223902552,ref_23132929
,es_20200422170216312946,ref_15705892
,es_20200422170216312946,ref_25555392
,es_20200422170216312946,ref_31317026
,es_20200422170216312946,ref_22971774
,es_20200422170231928543,ref_24809052
,es_20200422170231928543,ref_18344018
,es_20200422170237739516,ref_24974848
,es_20200422170237739516,ref_17976384
,es_20200422170237739516,ref_25284716
,es_20200422170220236131,ref_30311151
,es_20200422170220236131,ref_31685833
,es_20200422170220236131,ref_31837325
,es_20200422170220236131,ref_27245259
,es_20200422170220236131,ref_28888037
,es_20200504165044267000,ref_27131348
,es_20200504165044267000,ref_29403496
,es_20200422170228850644,ref_30224644
,es_20200422170228850644,ref_10065147
,es_20200422170228850644,ref_22713868
,es_20200422170228850644,ref_24065105
,es_20200422170228850644,ref_30562755
,es_20200422170228850644,ref_27066457
,es_20200422170228850644,ref_30239254
,es_20200422170218405143,ref_23684749
,es_20200422170218405143,ref_19380588
,es_20200422170224844078,ref_30420614
,es_20200422170224844078,ref_15226440
,es_20200422170224844078,ref_11121038
,es_20200422170226531399,ref_21987447
,es_20200422170235367178,ref_28655712
,es_20200422170235367178,ref_24265153
,es_20200422170235367178,ref_29706623
,es_20200422170235367178,ref_28263969
,es_20200422170235367178,ref_22753777
,es_20200422170232959153,ref_25486562
,es_20200422170232959153,ref_25377162
,es_20200422170232959153,ref_21261476
,es_20200422170227129423,ref_17583556
,es_20200422170227129423,ref_29193696
,es_20200422170227129423,ref_24955215
,es_20200422170227129423,ref_28554575
,es_20200422170259292860,ref_10945637
,es_20200422170307962160,ref_21249429
,es_20200422170307962160,ref_27698796
,es_20200422170307962160,ref_22733740
,es_20200422170307962160,ref_27578985
,es_20200422170239183907,ref_29269300
,es_20200422170239183907,ref_26766589
,es_20200422170239183907,ref_12620410
,es_20200422170239183907,ref_29706651
,es_20200422170241049867,ref_24139550
,es_20200422170241049867,ref_21821141
,es_20200422170245835801,ref_20945341
,es_20200422170245835801,ref_18579750
,es_20200422170241946883,ref_23999441
,es_20200422170241946883,ref_28711227
,es_20200422170247645247,ref_26161385
,es_20200422170247645247,ref_17957188
,es_20200422170242761555,ref_23033341
,es_20200422170242761555,ref_21239497
,es_20200422170242761555,ref_24670651
,es_20200422170246684750,ref_27791200
,es_20200422170246684750,ref_31109923
,es_20200422170255650931,ref_11535832
,es_20200422170255650931,ref_30096875
,es_20200422170255650931,ref_21435179
,es_20200422170248606267,ref_24614850
,es_20200422170248606267,ref_30115975
,es_20200422170248606267,ref_12518323
,es_20200422170248606267,ref_26719335
,es_20200422170248606267,ref_27915333
,es_20200422170248606267,ref_16061697
,es_20200422170251507658,ref_30414309
,es_20200422170251507658,ref_27888710
,es_20200422170251507658,ref_27330107
,es_20200422170251507658,ref_23227884
,es_20200422170251507658,ref_24667170
,es_20200422170253796581,ref_17308347
,es_20200422170253796581,ref_27145721
,es_20200422170253796581,ref_27165003
,es_20200422170253796581,ref_25237197
,es_20200422170304206624,ref_23817572
,es_20200422170304206624,ref_26183061
,es_20200422170304206624,ref_26680454
,es_20200422170304206624,ref_26817873
,es_20200422170304206624,ref_23104211
,es_20200422170303026329,ref_22722202
,es_20200422170303026329,ref_10748157
,es_20200422170259826893,ref_30753822
,es_20200422170259826893,ref_25225064
,es_20200422170259826893,ref_25275298
,es_20200422170309857525,ref_20546121
,es_20200422170309857525,ref_30322068
,es_20200422170257750936,ref_22450690
,es_20200422170257750936,ref_12937136
,es_20200422170306499616,ref_12647804
,es_20200422170306499616,ref_12865925
,es_20200422170306499616,ref_28441415
,es_20200422170313148183,ref_24889065
,es_20200422170313148183,ref_29286311
,es_20200422170313148183,ref_26647307
,es_20200422170313148183,ref_30786729
,es_20200422170313148183,ref_27107594
,es_20200422170310856956,ref_23976985
,es_20200422170310856956,ref_10537068
,es_20200422170310856956,ref_12204104
,es_20200422170310856956,ref_25889497
,es_20200422170315496000,ref_30300334
,es_20200422170315496000,ref_26989075
,es_20200422170317430178,ref_24671122
,es_20200422170317430178,ref_22388654
,es_20200422170340326694,ref_22810696
,es_20200422170340326694,ref_10517866
,es_20200422170340326694,ref_22960745
,es_20200422170340326694,ref_23036704
,es_20200422170316504220,ref_10880430
,es_20200422170316504220,ref_25501131
,es_20200422170321526953,ref_28413717
,es_20200422170321526953,ref_18059271
,es_20200422170329517330,ref_28472820
,es_20200422170329517330,ref_22439850
,es_20200422170329517330,ref_24894155
,es_20200422170331218632,ref_30125955
,es_20200422170331218632,ref_24456693
,es_20200422170331218632,ref_10373409
,es_20200422170331218632,ref_18851712
,es_20200422170318490755,ref_30709888
,es_20200422170318490755,ref_30116888
,es_20200422170318490755,ref_23382248
,es_20200422170318490755,ref_26449462
,es_20200422170318490755,ref_20675715
,es_20200422170318490755,ref_28069802
,es_20200422170326832319,ref_29665433
,es_20200422170326832319,ref_29477843
,es_20200422170326832319,ref_26824734
,es_20200422170335998015,ref_29147111
,es_20200422170335998015,ref_21235684
,es_20200422170335998015,ref_21952991
,es_20200422170324625186,ref_29126922
,es_20200422170324625186,ref_15750593
,es_20200422170324625186,ref_20599712
,es_20200422170324625186,ref_26330387
,es_20200422170324625186,ref_17671116
,es_20200422170323681581,ref_18648396
,es_20200422170323681581,ref_12837692
,es_20200422170333179859,ref_28534950
,es_20200422170333179859,ref_28548936
,es_20200422170333179859,ref_29374601
,es_20200422170333179859,ref_29199386
,es_20200422170333179859,ref_28557977
,es_20200422170333179859,ref_28586057
,es_20200422170328157504,ref_24461757
,es_20200422170328157504,ref_11193761
,es_20200422170328157504,ref_21385388
,es_20200422170338819615,ref_27046831
,es_20200422170338819615,ref_25136132
,es_20200422170338819615,ref_26779630
,es_20200422170350394389,ref_18158559
,es_20200422170350394389,ref_21494759
,es_20200422170350394389,ref_18288132
,es_20200422170350394389,ref_22291485
,es_20200422170350394389,ref_27818011
,es_20200422170350394389,ref_31192134
,es_20200422170350394389,ref_21120523
,es_20200422170436900655,ref_27196765
,es_20200422170436900655,ref_28475402
,es_20200422170346502570,ref_10362357
,es_20200422170346502570,ref_25883215
,es_20200422170346502570,ref_22315494
,es_20200422170346502570,ref_29945960
,es_20200422170342240174,ref_27108804
,es_20200422170342240174,ref_21555518
,es_20200422170344511745,ref_27667683
,es_20200422170344511745,ref_27240734
,es_20200422170345515922,ref_22451673
,es_20200422170345515922,ref_24345920
,es_20200422170343195540,ref_15051772
,es_20200422170343195540,ref_27399126
,es_20200422170343195540,ref_29142905
,es_20200422170348369398,ref_25795305
,es_20200422170348369398,ref_10913441
,es_20200422170348369398,ref_10850414
,es_20200422170349845177,ref_26314551
,es_20200422170358761022,ref_24655521
,es_20200422170358761022,ref_21031434
,es_20200422170358761022,ref_19442257
,es_20200422170423843461,ref_24675400
,es_20200422170423843461,ref_30387832
,es_20200422170423843461,ref_30323667
,es_20200422170423843461,ref_30120041
,es_20200422170423843461,ref_21677135
,es_20200422170357330172,ref_27433843
,es_20200422170357330172,ref_30466478
,es_20200422170357330172,ref_28616688
,es_20200422170405375160,ref_10523827
,es_20200422170405375160,ref_21298110
,es_20200422170405375160,ref_17390040
,es_20200422170405375160,ref_31381204
,es_20200422170405375160,ref_30629294
,es_20200422170401814553,ref_29666962
,es_20200422170401814553,ref_31182980
,es_20200422170401814553,ref_26420915
,es_20200422170401814553,ref_31810587
,es_20200422170401814553,ref_18544939
,es_20200422170404241094,ref_19445729
,es_20200422170404241094,ref_11267947
,es_20200422170400344491,ref_31109595
,es_20200422170400344491,ref_18753295
,es_20200422170400344491,ref_19757494
,es_20200422170411740001,ref_26314551
,es_20200422170411740001,ref_15927964
,es_20200422170407624155,ref_18620564
,es_20200422170407624155,ref_12359745
,es_20200422170407624155,ref_27139620
,es_20200422170407624155,ref_23128393
