name,panelName,geneDescription_graph_id,oncogenicCategory_graph_id,synonymsString_graph_id,MyGeneInfoGene_graph_id,JaxGene_graph_id,UniprotEntry_graph_Id,graph_id
CRKL,CRKL,es_20200514163412126000,es_20200422172704578354,es_20200422172704578370,geneInfo_gene_1399,jax_gene_1399,uniprot_P46109,omnigene_1399
AR,AR,es_20200428134653496000,es_20200422172145719434,es_20200422172145719452,geneInfo_gene_367,jax_gene_367,uniprot_P10275,omnigene_367
SMC3,SMC3,es_20200422174749866373,es_20200422174749866391,es_20200422174749866407,geneInfo_gene_9126,jax_gene_9126,uniprot_Q9UQE7,omnigene_9126
SOX10,SOX10,es_20200422174800270384,es_20200422174800270411,es_20200422174800270429,geneInfo_gene_6663,jax_gene_6663,uniprot_P56693,omnigene_6663
CD79B,CD79B,es_20200513144917885000,es_20200422172543977661,es_20200422172543977677,geneInfo_gene_974,jax_gene_974,uniprot_P40259,omnigene_974
ACVR1,ACVR1,es_20200427105937999000,es_20200422172101224462,es_20200422172101224479,geneInfo_gene_90,jax_gene_90,uniprot_Q04771,omnigene_90
ABL2,ABL2,es_20200430190649983000,es_20200422172059166344,es_20200428124635101000,geneInfo_gene_27,jax_gene_27,uniprot_P42684,omnigene_27
ACVR1B,ACVR1B,es_20200427105951301000,es_20200422172103499054,es_20200422172103499071,geneInfo_gene_91,jax_gene_91,uniprot_P36896,omnigene_91
ABL1,ABL1,es_2020042315331686000,es_20200422172057009374,es_20200424160823642000,geneInfo_gene_25,jax_gene_25,uniprot_P00519,omnigene_25
ADORA2A,ADORA2A,es_20200423071749530689,es_20200422172108446620,es_20200422172108446636,geneInfo_gene_135,jax_gene_135,uniprot_P29274,omnigene_135
ACVRL1,ACVRL1,es_20200427160806345000,es_20200422172105978721,es_20200422172105978738,geneInfo_gene_94,,uniprot_P37023,omnigene_94
ANKRD26,ANKRD26,es_20200428103418697000,es_20200422172136480721,es_20200422172136480737,geneInfo_gene_22852,jax_gene_22852,uniprot_Q9UPS8,omnigene_22852
AKT1,AKT1,es_20200427155531373000,es_20200422172120404444,es_20200422172120404464,geneInfo_gene_207,jax_gene_207,uniprot_P31749,omnigene_207
AKT2,AKT2,es_20200427155736369000,es_20200422172125256566,es_20200422172125256582,geneInfo_gene_208,jax_gene_208,uniprot_P31751,omnigene_208
APEX1,APEX1,es_20200428135245728000,es_20200422172141997843,es_20200422172141997859,geneInfo_gene_328,,uniprot_P27695,omnigene_328
AKT3,AKT3,es_2020042716031260000,es_20200422172127386598,es_20200422172127386614,geneInfo_gene_10000,jax_gene_10000,uniprot_Q9Y243,omnigene_10000
ALK,ALK,es_20200427160741408000,es_20200422172129607557,es_20200422172129607573,geneInfo_gene_238,jax_gene_238,uniprot_Q9UM73,omnigene_238
ARAF,ARAF,es_20200428140900470000,es_20200422172148041121,es_20200422172148041137,geneInfo_gene_369,jax_gene_369,uniprot_P10398,omnigene_369
ARID1A,ARID1A,es_20200428151832373000,es_20200422172152135103,es_20200422172152135120,geneInfo_gene_8289,jax_gene_8289,uniprot_O14497,omnigene_8289
ALOX12B,ALOX12B,es_20200428101519586000,es_20200422172132055960,es_20200422172132055978,geneInfo_gene_242,jax_gene_242,uniprot_O75342,omnigene_242
APC,APC,es_20200428105655722000,es_20200422172139748030,es_20200422172139748046,geneInfo_gene_324,jax_gene_324,uniprot_P25054,omnigene_324
ANKRD11,ANKRD11,es_20200428102809690000,es_20200422172134927991,es_20200422172134928008,geneInfo_gene_29123,jax_gene_29123,uniprot_Q6UB99,omnigene_29123
ARID1B,ARID1B,es_20200428154148358000,es_20200422172155004436,es_20200422172155004454,geneInfo_gene_57492,jax_gene_57492,uniprot_Q8NFD5,omnigene_57492
ARFRP1,ARFRP1,es_20200428145145576000,es_20200422172149598556,es_20200422172149598572,geneInfo_gene_10139,jax_gene_10139,uniprot_Q13795,omnigene_10139
AXL,AXL,es_20200429141357979000,es_20200422172239650467,es_20200422172239650484,geneInfo_gene_558,jax_gene_558,uniprot_P30530,omnigene_558
ARID5B,ARID5B,es_20200428163807639000,es_20200422172159557068,es_20200422172159557087,geneInfo_gene_84159,jax_gene_84159,uniprot_Q14865,omnigene_84159
ARID2,ARID2,es_20200428160336224000,es_20200422172156821514,es_20200422172156821538,geneInfo_gene_196528,jax_gene_196528,uniprot_Q68CP9,omnigene_196528
ATP11B,ATP11B,es_20200429102308279000,es_20200422172216588485,es_20200422172216588501,geneInfo_gene_23200,,uniprot_Q9Y2G3,omnigene_23200
ASXL1,ASXL1,es_20200428165231307000,es_20200422172202681962,es_20200422172202681979,geneInfo_gene_171023,jax_gene_171023,uniprot_Q8IXJ9,omnigene_171023
ASXL2,ASXL2,es_20200429085201870000,es_20200422172205386440,es_20200422172205386456,geneInfo_gene_55252,jax_gene_55252,uniprot_Q76L83,omnigene_55252
ATM,ATM,es_20200429100747639000,es_20200422172212848285,es_20200422172212848303,geneInfo_gene_472,jax_gene_472,uniprot_Q13315,omnigene_472
ATR,ATR,es_20200429101545831000,es_20200422172218754842,es_20200422172218754858,geneInfo_gene_545,jax_gene_545,uniprot_Q13535,omnigene_545
AXIN2,AXIN2,es_20200429140830290000,es_20200422172236236775,es_20200422172236236791,geneInfo_gene_8313,jax_gene_8313,uniprot_Q9Y2T1,omnigene_8313
ATRX,ATRX,es_20200429105553392000,es_20200422172221913425,es_20200422172221913443,geneInfo_gene_546,jax_gene_546,uniprot_P46100,omnigene_546
AURKA,AURKA,es_20200429112929819000,es_20200422172226067821,es_20200422172226067839,geneInfo_gene_6790,jax_gene_6790,uniprot_O14965,omnigene_6790
AURKB,AURKB,es_20200429113512498000,es_20200422172229278596,es_20200422172229278614,geneInfo_gene_9212,jax_gene_9212,uniprot_Q96GD4,omnigene_9212
AXIN1,AXIN1,es_20200429134852268000,es_20200422172234216416,es_20200422172234216433,geneInfo_gene_8312,jax_gene_8312,uniprot_O15169,omnigene_8312
B2M,B2M,es_20200511131415919000,es_20200422172242855102,es_20200422172242855119,geneInfo_gene_567,jax_gene_567,uniprot_P61769,omnigene_567
BIRC2,BIRC2,es_20200507101705414000,es_20200422172325608415,es_20200422172325608431,geneInfo_gene_329,jax_gene_329,uniprot_Q13490,omnigene_329
BAP1,BAP1,es_20200501152843658000,es_20200422172250640600,es_20200422172250640618,geneInfo_gene_8314,jax_gene_8314,uniprot_Q92560,omnigene_8314
BARD1,BARD1,es_20200511133309684000,es_20200422172253885271,es_20200422172253885287,geneInfo_gene_580,jax_gene_580,uniprot_Q99728,omnigene_580
BCL9,BCL9,es_20200508163328557000,es_20200422172313429329,es_20200422172313429346,geneInfo_gene_607,jax_gene_607,uniprot_O00512,omnigene_607
BBC3,BBC3,es_20200511134010724000,es_20200422172256906804,es_20200422172256906822,geneInfo_gene_27113,jax_gene_27113,uniprot_Q9BXH1,omnigene_27113
BCL2L1,BCL2L1,es_20200508154420256000,es_20200422172305355164,es_20200422172305355180,geneInfo_gene_598,jax_gene_598,uniprot_Q07817,omnigene_598
BCL6,BCL6,es_20200512100534150000,es_20200422172311839465,es_20200422172311839484,geneInfo_gene_604,jax_gene_604,uniprot_P41182,omnigene_604
BCL10,BCL10,es_20200511155441454000,es_20200422172259963549,es_20200422172259963566,geneInfo_gene_8915,jax_gene_8915,uniprot_O95999,omnigene_8915
BCL2L11,BCL2L11,es_2020051116154882000,es_20200422172308001170,es_20200422172308001187,geneInfo_gene_10018,jax_gene_10018,uniprot_O43521,omnigene_10018
BCL2,BCL2,es_2020051116111842000,es_20200422172302748967,es_20200422172302748985,geneInfo_gene_596,jax_gene_596,uniprot_P10415,omnigene_596
BCL2L2,BCL2L2,es_20200512094111246000,es_20200422172309847337,es_20200512093403911000,geneInfo_gene_599,jax_gene_599,uniprot_Q92843,omnigene_599
BIRC3,BIRC3,es_20200507092142756000,es_20200422172327988694,es_20200422172327988711,geneInfo_gene_330,jax_gene_330,uniprot_Q13489,omnigene_330
BCOR,BCOR,es_2020051210311628000,es_20200422172315556738,es_20200422172315556754,geneInfo_gene_54880,jax_gene_54880,uniprot_Q6W2J9,omnigene_54880
BCORL1,BCORL1,es_20200512104405940000,es_20200422172318539770,es_20200512104314727000,geneInfo_gene_63035,jax_gene_63035,uniprot_Q5H9F3,omnigene_63035
BRCA2,BRCA2,es_20200430103953846000,es_20200422172355530572,es_20200422172355530590,geneInfo_gene_675,jax_gene_675,uniprot_P51587,omnigene_675
BCR,BCR,es_20200512141644904000,es_20200422172322946383,es_20200422172322946401,geneInfo_gene_613,jax_gene_613,uniprot_P11274,omnigene_613
BTG1,BTG1,es_20200512153747926000,es_20200422172407033672,es_20200422172407033688,geneInfo_gene_694,jax_gene_694,uniprot_P62324,omnigene_694
BMPR1A,BMPR1A,es_20200512144813911000,es_20200422172343346040,es_20200422172343346057,geneInfo_gene_657,jax_gene_657,uniprot_P36894,omnigene_657
BRIP1,BRIP1,es_20200512153019666000,es_20200422172405042535,es_20200422172405042552,geneInfo_gene_83990,jax_gene_83990,uniprot_Q9BX63,omnigene_83990
BRCA1,BRCA1,es_20200501102050553000,es_20200422172351689816,es_20200422172351689834,geneInfo_gene_672,jax_gene_672,uniprot_P38398,omnigene_672
BLM,BLM,es_20200512142516222000,es_20200422172340348536,es_20200422172340348555,geneInfo_gene_641,jax_gene_641,uniprot_P54132,omnigene_641
BRAF,BRAF,es_20200501113744778000,es_20200422172347022013,es_20200422172347022034,geneInfo_gene_673,jax_gene_673,uniprot_P15056,omnigene_673
BTK,BTK,es_20200508141754183000,es_20200422172409753387,es_20200422172409753403,geneInfo_gene_695,jax_gene_695,uniprot_Q06187,omnigene_695
BRD4,BRD4,es_20200512151217756000,es_20200422172401850155,es_20200422172401850173,geneInfo_gene_23476,jax_gene_23476,uniprot_O60885,omnigene_23476
CALR,CALR,es_20200513093548907000,es_20200422172422753258,es_20200422172422753274,geneInfo_gene_811,jax_gene_811,uniprot_P27797,omnigene_811
CCND2,CCND2,es_20200513105950577000,es_20200422172439423943,es_20200422172439423959,geneInfo_gene_894,jax_gene_894,uniprot_P30279,omnigene_894
BTLA,BTLA,es_20200423071751127265,es_20200422172413237315,es_20200422172413237333,geneInfo_gene_151888,,uniprot_Q7Z6A9,omnigene_151888
VSIR,C10orf54,es_20200512100329156000,es_20200422172416087225,es_20200512100148909000,geneInfo_gene_64115,,uniprot_Q9H7M9,omnigene_64115
EMSY,C11orf30,es_20200424104103163000,es_20200422172419695748,es_20200422172419695765,geneInfo_gene_56946,jax_gene_56946,uniprot_Q7Z589,omnigene_56946
CARD11,CARD11,es_2020051310021997000,es_20200422172425372430,es_20200513094537222000,geneInfo_gene_84433,jax_gene_84433,uniprot_Q9BXL7,omnigene_84433
CBL,CBL,es_20200507140612176000,es_20200422172432220715,es_20200422172432220731,geneInfo_gene_867,jax_gene_867,uniprot_P22681,omnigene_867
CASP8,CASP8,es_20200513102040485000,es_20200422172428451211,es_20200422172428451229,geneInfo_gene_841,jax_gene_841,uniprot_Q14790,omnigene_841
CD163,CD163,es_20200423071756639893,es_20200422172449280289,es_20200422172449280306,geneInfo_gene_9332,,uniprot_Q86VB7,omnigene_9332
CBFB,CBFB,es_20200513103622665000,es_20200422172430070762,es_20200422172430070779,geneInfo_gene_865,jax_gene_865,uniprot_Q13951,omnigene_865
CCND3,CCND3,es_20200513110124574000,es_20200422172441583097,es_20200422172441583113,geneInfo_gene_896,jax_gene_896,uniprot_P30281,omnigene_896
CCL2,CCL2,es_20200423071753942810,es_20200422172435653189,es_20200422172435653207,geneInfo_gene_6347,,uniprot_P13500,omnigene_6347
CCND1,CCND1,es_20200504161255829000,es_20200422172437864853,es_20200422172437864869,geneInfo_gene_595,jax_gene_595,uniprot_P24385,omnigene_595
CD2,CD2,es_20200423071756745334,es_20200422172450884143,es_20200422172450884160,geneInfo_gene_914,,uniprot_P06729,omnigene_914
CCNE1,CCNE1,es_20200505145622782000,es_20200422172443224819,es_20200422172443224835,geneInfo_gene_898,jax_gene_898,uniprot_P24864,omnigene_898
CD276,CD276,es_20200513111631427000,es_20200422172504808570,es_20200513110308256000,geneInfo_gene_80381,jax_gene_80381,uniprot_Q5ZPR3,omnigene_80381
CCR2,CCR2,es_20200423071755311596,es_20200422172446200881,es_20200422172446200899,geneInfo_gene_729230,jax_gene_729230,uniprot_P41597,omnigene_729230
CD27,CD27,es_20200423071759608154,es_20200422172457014155,es_20200422172457014172,geneInfo_gene_939,jax_gene_939,uniprot_P26842,omnigene_939
CD244,CD244,es_20200423071757262334,es_20200422172454847912,es_20200422172454847930,geneInfo_gene_51744,,uniprot_Q9BZW8,omnigene_51744
CD38,CD38,es_20200423071806954768,es_20200422172518035623,es_20200422172518035640,geneInfo_gene_952,jax_gene_952,uniprot_P28907,omnigene_952
CD80,CD80,es_20200423071813598344,es_20200422172549529761,es_20200422172549529777,geneInfo_gene_941,,uniprot_P33681,omnigene_941
CD274,CD274,es_20200423071801022934,es_20200422172501035147,es_20200422172501035165,geneInfo_gene_29126,jax_gene_29126,uniprot_Q9NZQ7,omnigene_29126
CD28,CD28,es_20200423071802441452,es_20200422172508095938,es_20200422172508095956,geneInfo_gene_940,jax_gene_940,uniprot_P10747,omnigene_940
CD40,CD40,es_20200423071809305189,es_20200422172523262538,es_20200422172523262556,geneInfo_gene_958,jax_gene_958,uniprot_P25942,omnigene_958
CD3D,CD3D,es_20200423071804924824,es_20200422172509938321,es_20200422172509938339,geneInfo_gene_915,,uniprot_P04234,omnigene_915
CD3E,CD3E,es_20200423071804325764,es_20200422172513262349,es_20200422172513262367,geneInfo_gene_916,,uniprot_P07766,omnigene_916
CD3G,CD3G,es_20200423071806391353,es_20200422172515620117,es_20200422172515620134,geneInfo_gene_917,,uniprot_P09693,omnigene_917
CD40LG,CD40LG,es_20200423071810687838,es_20200422172525885539,es_20200422172525885557,geneInfo_gene_959,,uniprot_P29965,omnigene_959
CD74,CD74,es_20200513142815294000,es_20200422172540013565,es_20200422172540013582,geneInfo_gene_972,jax_gene_972,uniprot_P04233,omnigene_972
CD4,CD4,es_20200423071808341442,es_20200422172520373361,es_20200422172520373380,geneInfo_gene_920,jax_gene_920,uniprot_P01730,omnigene_920
CD79A,CD79A,es_20200513143804358000,es_20200422172542270522,es_20200422172542270538,geneInfo_gene_973,jax_gene_973,uniprot_P11912,omnigene_973
CD8B,CD8B,es_20200513153645789000,es_20200422172555342348,es_20200422172555342364,geneInfo_gene_926,jax_gene_926,uniprot_P10966,omnigene_926
CD44,CD44,es_20200507111245398000,es_20200422172534530036,es_20200422172534530055,geneInfo_gene_960,jax_gene_960,uniprot_P16070,omnigene_960
CD8A,CD8A,es_20200513153507329000,es_20200422172553594681,es_20200422172553594697,geneInfo_gene_925,jax_gene_925,uniprot_P01732,omnigene_925
CD68,CD68,es_20200423071811694284,es_20200422172538081305,es_20200422172538081321,geneInfo_gene_968,,uniprot_P34810,omnigene_968
CD8A,CD8A,es_20200513153507329000,es_20200422172553594681,es_20200422172553594697,geneInfo_gene_925,jax_gene_925,uniprot_P01732,omnigene_925
CD86,CD86,es_20200423071813711734,es_20200422172551249507,es_20200422172551249523,geneInfo_gene_942,,uniprot_P42081,omnigene_942
CHD2,CHD2,es_20200514144608593000,es_20200422172643215128,es_20200422172643215145,geneInfo_gene_1106,jax_gene_1106,uniprot_O14647,omnigene_1106
CDH1,CDH1,es_20200513152424128000,es_20200422172603333153,es_20200422172603333171,geneInfo_gene_999,jax_gene_999,uniprot_P12830,omnigene_999
CD8B,CD8B,es_20200513153645789000,es_20200422172555342348,es_20200422172555342364,geneInfo_gene_926,jax_gene_926,uniprot_P10966,omnigene_926
CDK4,CDK4,es_20200505130444264000,es_20200422172608878850,es_20200422172608878866,geneInfo_gene_1019,jax_gene_1019,uniprot_P11802,omnigene_1019
CDKN2A,CDKN2A,es_20200430101817983000,es_20200422172624107686,es_20200422172624107702,geneInfo_gene_1029,jax_gene_1029,uniprot_P42771,omnigene_1029
CDC73,CDC73,es_20200513152158895000,es_20200422172557609198,es_20200422172557609214,geneInfo_gene_79577,jax_gene_79577,uniprot_Q6P1J9,omnigene_79577
CDK8,CDK8,es_20200513163359375000,es_20200422172613865554,es_20200422172613865570,geneInfo_gene_1024,jax_gene_1024,uniprot_P49336,omnigene_1024
CDK12,CDK12,es_20200513155729905000,es_20200422172605398385,es_20200422172605398402,geneInfo_gene_51755,jax_gene_51755,uniprot_Q9NYV4,omnigene_51755
CDK6,CDK6,es_20200508111122666000,es_20200422172611719241,es_20200422172611719259,geneInfo_gene_1021,jax_gene_1021,uniprot_Q00534,omnigene_1021
CDKN2B,CDKN2B,es_20200514113822380000,es_20200422172625828448,es_20200422172625828464,geneInfo_gene_1030,jax_gene_1030,uniprot_P42772,omnigene_1030
FGFR2,FGFR2,es_20200424104336387000,es_20200422173145408927,es_20200422173145408943,geneInfo_gene_2263,jax_gene_2263,uniprot_P21802,omnigene_2263
CDKN1A,CDKN1A,es_20200514111157735000,es_20200422172618237584,es_20200422172618237602,geneInfo_gene_1026,jax_gene_1026,uniprot_P38936,omnigene_1026
CDKN1B,CDKN1B,es_20200514112316957000,es_20200422172620992235,es_20200422172620992253,geneInfo_gene_1027,jax_gene_1027,uniprot_P46527,omnigene_1027
CSF3R,CSF3R,es_20200515100005234000,es_20200422172712612340,es_20200422172712612356,geneInfo_gene_1441,jax_gene_1441,uniprot_Q99062,omnigene_1441
CEBPA,CEBPA,es_20200514140849344000,es_20200422172631300896,es_20200422172631300914,geneInfo_gene_1050,jax_gene_1050,uniprot_P49715,omnigene_1050
CDKN2C,CDKN2C,es_2020051413443151000,es_20200422172628794265,es_20200514134441547000,geneInfo_gene_1031,jax_gene_1031,uniprot_P42773,omnigene_1031
CHD4,CHD4,es_20200514153033423000,es_20200422172645582728,es_20200422172645582744,geneInfo_gene_1108,jax_gene_1108,uniprot_Q14839,omnigene_1108
CENPA,CENPA,es_20200514142618712000,es_20200422172640336192,es_20200422172640336210,geneInfo_gene_1058,jax_gene_1058,uniprot_P49450,omnigene_1058
CIC,CIC,es_20200514160801347000,es_20200422172653219292,es_20200422172653219308,geneInfo_gene_23152,jax_gene_23152,uniprot_Q96RK0,omnigene_23152
CRLF2,CRLF2,es_20200515092109205000,es_20200422172706147071,es_20200422172706147087,geneInfo_gene_64109,jax_gene_64109,uniprot_Q9HC73,omnigene_64109
CHEK1,CHEK1,es_20200514153849793000,es_20200422172648196636,es_20200422172648196653,geneInfo_gene_1111,jax_gene_1111,uniprot_O14757,omnigene_1111
CHEK2,CHEK2,es_20200507090829455000,es_20200422172651316650,es_20200422172651316671,geneInfo_gene_11200,jax_gene_11200,uniprot_O96017,omnigene_11200
CREBBP,CREBBP,es_20200514161909708000,es_20200422172701130956,es_20200422172701130974,geneInfo_gene_1387,jax_gene_1387,uniprot_Q92793,omnigene_1387
CSF1R,CSF1R,es_20200423071815372579,es_20200422172710118028,es_20200422172710118045,geneInfo_gene_1436,jax_gene_1436,uniprot_P07333,omnigene_1436
CSNK1A1,CSNK1A1,es_20200511103503318000,es_20200422172715853911,es_20200422172715853929,geneInfo_gene_1452,jax_gene_1452,uniprot_P48729,omnigene_1452
CSNK2A1,CSNK2A1,es_20200422172723908264,es_20200422172723908295,es_20200422172723908314,geneInfo_gene_1457,,uniprot_P68400,omnigene_1457
CTCF,CTCF,es_20200515102506922000,es_20200422172729029269,es_20200422172729029288,geneInfo_gene_10664,jax_gene_10664,uniprot_P49711,omnigene_10664
CUX1,CUX1,es_20200515113653589000,es_20200422172805076361,es_20200422172805076378,geneInfo_gene_1523,jax_gene_1523,uniprot_P39880,omnigene_1523
CTLA4,CTLA4,es_20200423071818753124,es_20200422172731290033,es_20200422172731290049,geneInfo_gene_1493,jax_gene_1493,uniprot_P16410,omnigene_1493
CTNNA1,CTNNA1,es_20200515105343194000,es_20200422172734436934,es_20200422172734436950,geneInfo_gene_1495,jax_gene_1495,uniprot_P35221,omnigene_1495
CTNNB1,CTNNB1,es_20200504165044267000,es_20200422172743598318,es_20200422172743598336,geneInfo_gene_1499,jax_gene_1499,uniprot_P35222,omnigene_1499
DAXX,DAXX,es_20200515125329210000,es_20200422172829815776,es_20200422172829815794,geneInfo_gene_1616,jax_gene_1616,uniprot_Q9UER7,omnigene_1616
CUL3,CUL3,es_20200515110945179000,es_20200422172800408736,es_20200422172800408754,geneInfo_gene_8452,jax_gene_8452,uniprot_Q13618,omnigene_8452
DIS3,DIS3,es_2020051516121616000,es_20200422172848021250,es_20200422172848021266,geneInfo_gene_22894,jax_gene_22894,uniprot_Q9Y2L1,omnigene_22894
CXCL10,CXCL10,es_20200423071820921272,es_20200422172808962276,es_20200422172808962294,geneInfo_gene_3627,,uniprot_P02778,omnigene_3627
DDX41,DDX41,es_20200515133403963000,es_20200422172838831476,es_20200422172838831492,geneInfo_gene_51428,jax_gene_51428,uniprot_Q9UJV9,omnigene_51428
CXCR4,CXCR4,es_2020051511540397000,es_20200422172814627255,es_20200422172814627272,geneInfo_gene_7852,jax_gene_7852,uniprot_P61073,omnigene_7852
CXCR6,CXCR6,es_20200423071822374793,es_20200422172816457786,es_20200422172816457802,geneInfo_gene_10663,,uniprot_O00574,omnigene_10663
CYLD,CYLD,es_20200515120336617000,es_20200422172824478082,es_20200422172824478101,geneInfo_gene_1540,jax_gene_1540,uniprot_Q9NQC7,omnigene_1540
DICER1,DICER1,es_20200515141413715000,es_20200422172846458140,es_20200422172846458156,geneInfo_gene_23405,jax_gene_23405,uniprot_Q9UPY3,omnigene_23405
DCUN1D1,DCUN1D1,es_20200515130250634000,es_20200422172832863909,es_20200515130245861000,geneInfo_gene_54165,jax_gene_54165,uniprot_Q96GG9,omnigene_54165
DDR2,DDR2,es_20200505091609514000,es_20200422172836294021,es_20200422172836294039,geneInfo_gene_4921,jax_gene_4921,uniprot_Q16832,omnigene_4921
DNAJB1,DNAJB1,es_20200518094407101000,es_20200422172850190868,es_20200422172850190887,geneInfo_gene_3337,jax_gene_3337,uniprot_P25685,omnigene_3337
DHX15,DHX15,es_20200515135936893000,es_20200422172843999292,es_20200422172843999308,geneInfo_gene_1665,jax_gene_1665,uniprot_O43143,omnigene_1665
DNMT1,DNMT1,es_20200518095900239000,es_20200422172852977804,es_20200422172852977821,geneInfo_gene_1786,jax_gene_1786,uniprot_P26358,omnigene_1786
DDX58,DDX58,es_20200423071822907863,es_20200422172842178675,es_20200422172842178692,geneInfo_gene_23586,,uniprot_O95786,omnigene_23586
EGFL7,EGFL7,es_20200518104813204000,es_20200422172906289964,es_20200422172906289980,geneInfo_gene_51162,jax_gene_51162,uniprot_Q9UHF1,omnigene_51162
EIF4E,EIF4E,es_20200518112652503000,es_20200422172923005857,es_20200422172923005873,geneInfo_gene_1977,jax_gene_1977,uniprot_P06730,omnigene_1977
ENTPD1,ENTPD1,es_20200423071823444878,es_20200422172927054319,es_20200422172927054336,geneInfo_gene_953,jax_gene_953,uniprot_P49961,omnigene_953
DNMT3A,DNMT3A,es_2020050611365735000,es_20200422172855052712,es_20200422172855052729,geneInfo_gene_1788,jax_gene_1788,uniprot_Q9Y6K1,omnigene_1788
E2F3,E2F3,es_20200518101928237000,es_20200422172902082632,es_20200422172902082649,geneInfo_gene_1871,jax_gene_1871,uniprot_O00716,omnigene_1871
EPHA7,EPHA7,es_20200518164451200000,es_20200422172946986931,es_20200422172946986947,geneInfo_gene_2045,jax_gene_2045,uniprot_Q15375,omnigene_2045
DNMT3B,DNMT3B,es_20200518100904455000,es_20200422172857988068,es_20200422172857988085,geneInfo_gene_1789,jax_gene_1789,uniprot_Q9UBC3,omnigene_1789
DOT1L,DOT1L,es_20200518101353404000,es_20200422172900509580,es_20200422172900509598,geneInfo_gene_84444,jax_gene_84444,uniprot_Q8TEK3,omnigene_84444
EIF4A2,EIF4A2,es_20200518111154195000,es_20200422172920136898,es_20200422172920136914,geneInfo_gene_1974,jax_gene_1974,uniprot_Q14240,omnigene_1974
EED,EED,es_20200518104329424000,es_20200422172903946552,es_20200422172903946568,geneInfo_gene_8726,jax_gene_8726,uniprot_O75530,omnigene_8726
EIF1AX,EIF1AX,es_20200518105800453000,es_20200422172917499035,es_20200422172917499052,geneInfo_gene_1964,jax_gene_1964,uniprot_P47813,omnigene_1964
EGFR,EGFR,es_20200430151852729000,es_20200422172914591232,es_20200422172914591250,geneInfo_gene_1956,jax_gene_1956,uniprot_P00533,omnigene_1956
EPCAM,EPCAM,es_20200518155822748000,es_20200422172941188854,es_20200422172941188870,geneInfo_gene_4072,jax_gene_4072,uniprot_P16422,omnigene_4072
EML4,EML4,es_20200518113917859000,es_20200422172924625221,es_20200422172924625237,geneInfo_gene_27436,jax_gene_27436,uniprot_Q9HC35,omnigene_27436
EPHA5,EPHA5,es_20200518162536901000,es_20200422172944673328,es_20200422172944673344,geneInfo_gene_2044,jax_gene_2044,uniprot_P54756,omnigene_2044
EP300,EP300,es_20200518115731937000,es_20200422172937605662,es_20200422172937605680,geneInfo_gene_2033,jax_gene_2033,uniprot_Q09472,omnigene_2033
EPHA3,EPHA3,es_20200518161101262000,es_20200422172943136086,es_20200422172943136110,geneInfo_gene_2042,jax_gene_2042,uniprot_P29320,omnigene_2042
ERCC1,ERCC1,es_20200519102013963000,es_20200422173000706329,es_20200422173000706345,geneInfo_gene_2067,jax_gene_2067,uniprot_P07992,omnigene_2067
ESR1,ESR1,es_20200505140034828000,es_20200422173016760912,es_20200422173016760928,geneInfo_gene_2099,jax_gene_2099,uniprot_P03372,omnigene_2099
EPHB1,EPHB1,es_20200518164921158000,es_20200422172949118703,es_20200422172949118719,geneInfo_gene_2047,jax_gene_2047,uniprot_P54762,omnigene_2047
ERCC2,ERCC2,es_20200519103001962000,es_20200422173003373946,es_20200422173003373963,geneInfo_gene_2068,jax_gene_2068,uniprot_P18074,omnigene_2068
ERBB2,ERBB2,es_20200501145448900000,es_20200422172952131380,es_20200513152943349000,geneInfo_gene_2064,jax_gene_2064,uniprot_P04626,omnigene_2064
ERCC4,ERCC4,es_20200519105117301000,es_20200422173008122994,es_20200422173008123011,geneInfo_gene_2072,jax_gene_2072,uniprot_Q92889,omnigene_2072
ERBB3,ERBB3,es_20200507132556962000,es_20200422172955326032,es_20200422172955326050,geneInfo_gene_2065,jax_gene_2065,uniprot_P21860,omnigene_2065
ERRFI1,ERRFI1,es_20200519125618636000,es_20200422173013223350,es_20200519121103136000,geneInfo_gene_54206,jax_gene_54206,uniprot_Q9UJM3,omnigene_54206
ERBB4,ERBB4,es_20200505100107283000,es_20200422172958944542,es_20200422172958944558,geneInfo_gene_2066,jax_gene_2066,uniprot_Q15303,omnigene_2066
ERCC5,ERCC5,es_20200519115156461000,es_20200422173009912124,es_20200422173009912140,geneInfo_gene_2073,jax_gene_2073,uniprot_P28715,omnigene_2073
AMER1,FAM123B,es_20200424104141159000,es_20200422173035106499,es_20200422173035106516,geneInfo_gene_139285,jax_gene_139285,uniprot_Q5JTC6,omnigene_139285
ERCC3,ERCC3,es_20200519104815931000,es_20200422173005550218,es_20200422173005550236,geneInfo_gene_2071,jax_gene_2071,uniprot_P19447,omnigene_2071
ETV5,ETV5,es_20200511104530528000,es_20200422173024563274,es_20200422173024563290,geneInfo_gene_2119,jax_gene_2119,uniprot_P41161,omnigene_2119
ERG,ERG,es_20200506095539781000,es_20200422173011704325,es_20200422173011704341,geneInfo_gene_2078,jax_gene_2078,uniprot_P11308,omnigene_2078
ETV1,ETV1,es_2020051111103300000,es_20200422173021338927,es_20200422173021338977,geneInfo_gene_2115,jax_gene_2115,uniprot_P50549,omnigene_2115
ETV4,ETV4,es_20200519140037392000,es_20200422173022853504,es_20200422173022853521,geneInfo_gene_2118,jax_gene_2118,uniprot_P43268,omnigene_2118
