id,name,JaxGene_graph_id
,RAB6IP2,jax_gene_23085
,c-ros-1,jax_gene_6098
,MCF3,jax_gene_6098
,ROS,jax_gene_6098
,CAK,jax_gene_780
,CD167,jax_gene_780
,DDR,jax_gene_780
,EDDR1,jax_gene_780
,HGK2,jax_gene_780
,MCK10,jax_gene_780
,NEP,jax_gene_780
,NTRK4,jax_gene_780
,PTK3,jax_gene_780
,PTK3A,jax_gene_780
,RTK6,jax_gene_780
,TRKE,jax_gene_780
,IDDHBA,jax_gene_1024
,K35,jax_gene_1024
,ADAR2,jax_gene_104
,DRABA2,jax_gene_104
,DRADA2,jax_gene_104
,RED1,jax_gene_104
,CT7,jax_gene_9947
,CT7.1,jax_gene_9947
,CRL2,jax_gene_64109
,CRLF2Y,jax_gene_64109
,TSLPR,jax_gene_64109
,CD213A2,jax_gene_3598
,CT19,jax_gene_3598
,IL-13R,jax_gene_3598
,IL13BP,jax_gene_3598
,ALS6,jax_gene_2521
,ETM4,jax_gene_2521
,FUS1,jax_gene_2521
,HNRNPP2,jax_gene_2521
,POMP75,jax_gene_2521
,TLS,jax_gene_2521
,bHLHe73,jax_gene_2034
,ECYT4,jax_gene_2034
,HIF2A,jax_gene_2034
,HLF,jax_gene_2034
,MOP2,jax_gene_2034
,PASD2,jax_gene_2034
,UND,jax_gene_7373
,BMND16,jax_gene_7471
,INT1,jax_gene_7471
,OI15,jax_gene_7471
,bA57K17.2,jax_gene_387119
,C6orf204,jax_gene_387119
,NY-BR-15,jax_gene_387119
,HRMT1L1,jax_gene_3275
,S152,jax_gene_939
,S152. LPFS2,jax_gene_939
,T14,jax_gene_939
,TNFRSF7,jax_gene_939
,Tp55,jax_gene_939
,CD140B,jax_gene_5159
,IBGC4,jax_gene_5159
,IMF1,jax_gene_5159
,JTK12,jax_gene_5159
,KOGS,jax_gene_5159
,PDGFR,jax_gene_5159
,PDGFR-1,jax_gene_5159
,PDGFR1,jax_gene_5159
,PENTT,jax_gene_5159
,EWS-ATF1,jax_gene_466
,FUS/ATF-1,jax_gene_466
,TREB36,jax_gene_466
,ARH12,jax_gene_387
,ARHA,jax_gene_387
,EDFAOB,jax_gene_387
,RHO12,jax_gene_387
,RHOH12,jax_gene_387
,SLEB11,jax_gene_6775
,CLG4B,jax_gene_4318
,GELB,jax_gene_4318
,MANDP2,jax_gene_4318
,MMP-9,jax_gene_4318
,CHL1,jax_gene_1663
,CHLR1,jax_gene_1663
,KRG2,jax_gene_1663
,WABS,jax_gene_1663
,HALR,jax_gene_58508
,KLEFS2,jax_gene_58508
,MLL3,jax_gene_58508
,CAG3A,jax_gene_9253
,CTG3a,jax_gene_9253
,NBL,jax_gene_9253
,NUMB-R,jax_gene_9253
,NUMBLIKE,jax_gene_9253
,NUMBR,jax_gene_9253
,TNRC23,jax_gene_9253
,ACC-1,jax_gene_597
,ACC-2,jax_gene_597
,ACC1,jax_gene_597
,ACC2,jax_gene_597
,BCL2L5,jax_gene_597
,BFL1,jax_gene_597
,GRS,jax_gene_597
,HBPA1,jax_gene_597
,TLR7-like,jax_gene_51284
,CC-CKR-4,jax_gene_1233
,CD194,jax_gene_1233
,ChemR13,jax_gene_1233
,CKR4,jax_gene_1233
,CMKBR4,jax_gene_1233
,HGCN:14099,jax_gene_1233
,K5-5,jax_gene_1233
,DCML,jax_gene_2624
,IMD21,jax_gene_2624
,MONOMAC,jax_gene_2624
,NFE1B,jax_gene_2624
,C15DUPq,jax_gene_26585
,CKTSF1B1,jax_gene_26585
,CRAC1,jax_gene_26585
,CRCS4,jax_gene_26585
,DAND2,jax_gene_26585
,DRM,jax_gene_26585
,DUP15q,jax_gene_26585
,GREMLIN,jax_gene_26585
,HMPS,jax_gene_26585
,HMPS1,jax_gene_26585
,IHG-2,jax_gene_26585
,MPSH,jax_gene_26585
,PIG2,jax_gene_26585
,TORC-2,jax_gene_200186
,TORC2,jax_gene_200186
,HPIP,jax_gene_54985
,BAK,jax_gene_578
,BAK-LIKE,jax_gene_578
,BCL2L7,jax_gene_578
,CDN1,jax_gene_578
,DPC4,jax_gene_4089
,JIP,jax_gene_4089
,MADH4,jax_gene_4089
,MYHRS,jax_gene_4089
,C8orf2,jax_gene_11160
,Erlin-2,jax_gene_11160
,NET32,jax_gene_11160
,SPFH2,jax_gene_11160
,SPG18,jax_gene_11160
,CVIL,jax_gene_7430
,CVL,jax_gene_7430
,HEL-S-105,jax_gene_7430
,VIL2,jax_gene_7430
,EGP-1,jax_gene_4070
,EGP1,jax_gene_4070
,GA733-1,jax_gene_4070
,GA7331,jax_gene_4070
,GP50,jax_gene_4070
,M1S1,jax_gene_4070
,TROP2,jax_gene_4070
,EG5,jax_gene_3832
,HKSP,jax_gene_3832
,KNSL1,jax_gene_3832
,MCLMR,jax_gene_3832
,TRIP5,jax_gene_3832
,BCL2L4,jax_gene_581
,COCA1,jax_gene_4436
,FCC1,jax_gene_4436
,hMSH2,jax_gene_4436
,HNPCC,jax_gene_4436
,HNPCC1,jax_gene_4436
,LCFS2,jax_gene_4436
,C2/4GnT,jax_gene_9245
,C24GNT,jax_gene_9245
,C2GNT2,jax_gene_9245
,C2GNTM,jax_gene_9245
,GNTM,jax_gene_9245
,AIK2,jax_gene_9212
,AIM-1,jax_gene_9212
,AIM1,jax_gene_9212
,ARK-2,jax_gene_9212
,ARK2,jax_gene_9212
,AurB,jax_gene_9212
,aurkb-sv1,jax_gene_9212
,aurkb-sv2,jax_gene_9212
,IPL1,jax_gene_9212
,PPP1R48,jax_gene_9212
,STK-1,jax_gene_9212
,STK12,jax_gene_9212
,STK5,jax_gene_9212
,CHET9,jax_gene_23512
,JJAZ1,jax_gene_23512
,GNRHR1,jax_gene_2798
,GRHR,jax_gene_2798
,HH7,jax_gene_2798
,LHRHR,jax_gene_2798
,LRHR,jax_gene_2798
,TIP5,jax_gene_11176
,WALp3,jax_gene_11176
,DNMT3A2,jax_gene_1788
,HESJAS,jax_gene_1788
,M.HsaIIIA,jax_gene_1788
,TBRS,jax_gene_1788
,p100,jax_gene_27044
,TDRD11,jax_gene_27044
,Tudor-SN,jax_gene_27044
,BSC,jax_gene_6558
,BSC2,jax_gene_6558
,NKCC1,jax_gene_6558
,PPP1R141,jax_gene_6558
,EXP,jax_gene_4154
,MBNL,jax_gene_4154
,CD71,jax_gene_7037
,IMD46,jax_gene_7037
,p90,jax_gene_7037
,T9,jax_gene_7037
,TFR,jax_gene_7037
,TFR1,jax_gene_7037
,TR,jax_gene_7037
,TRFR,jax_gene_7037
,HPC13,jax_gene_4477
,IGBF,jax_gene_4477
,MSP,jax_gene_4477
,MSPB,jax_gene_4477
,PN44,jax_gene_4477
,PRPS,jax_gene_4477
,PSP,jax_gene_4477
,PSP-94,jax_gene_4477
,PSP57,jax_gene_4477
,PSP94,jax_gene_4477
,HRMT1L5,jax_gene_10419
,HSL7,jax_gene_10419
,IBP72,jax_gene_10419
,JBP1,jax_gene_10419
,SKB1,jax_gene_10419
,SKB1Hs,jax_gene_10419
,BTEB2,jax_gene_688
,CKLF,jax_gene_688
,IKLF,jax_gene_688
,bA165P4.1,jax_gene_11064
,CEP1,jax_gene_11064
,CEP110,jax_gene_11064
,FAN,jax_gene_11064
,C2orf44,jax_gene_80304
,MMAP,jax_gene_80304
,PP384,jax_gene_80304
,hVps34,jax_gene_5289
,VPS34,jax_gene_5289
,Vps34,jax_gene_5289
,AC133,jax_gene_8842
,CD133,jax_gene_8842
,CORD12,jax_gene_8842
,MCDR2,jax_gene_8842
,MSTP061,jax_gene_8842
,PROML1,jax_gene_8842
,RP41,jax_gene_8842
,STGD4,jax_gene_8842
,CT130,jax_gene_23532
,MAPE,jax_gene_23532
,OIP-4,jax_gene_23532
,OIP4,jax_gene_23532
,bHLHb39,jax_gene_3280
,HES-1,jax_gene_3280
,HHL,jax_gene_3280
,HRY,jax_gene_3280
,'C-K-RAS,jax_gene_3845
,C-K-RAS,jax_gene_3845
,c-Ki-ras,jax_gene_3845
,c-Ki-ras2,jax_gene_3845
,CFC2,jax_gene_3845
,K-Ras,jax_gene_3845
,K-Ras 2,jax_gene_3845
,K-RAS2A,jax_gene_3845
,K-RAS2B,jax_gene_3845
,K-RAS4A,jax_gene_3845
,K-RAS4B,jax_gene_3845
,KI-RAS,jax_gene_3845
,KRAS1,jax_gene_3845
,KRAS2,jax_gene_3845
,NS,jax_gene_3845
,NS3,jax_gene_3845
,OES,jax_gene_3845
,RALD,jax_gene_3845
,RASK2,jax_gene_3845
,FBX4,jax_gene_26272
,FIGLER6,jax_gene_78999
,SALM3,jax_gene_78999
,SALM3.,jax_gene_78999
,HRG4,jax_gene_145957
,FAM77B,jax_gene_154215
,NKAIP2,jax_gene_154215
,TCBA,jax_gene_154215
,TCBA1,jax_gene_154215
,BAF190,jax_gene_6597
,BAF190A,jax_gene_6597
,BRG1,jax_gene_6597
,CSS4,jax_gene_6597
,hSNF2b,jax_gene_6597
,MRD16,jax_gene_6597
,RTPS2,jax_gene_6597
,SNF2,jax_gene_6597
,SNF2-beta,jax_gene_6597
,SNF2L4,jax_gene_6597
,SNF2LB,jax_gene_6597
,SWI2,jax_gene_6597
,CED,jax_gene_7040
,DPD1,jax_gene_7040
,IBDIMDE,jax_gene_7040
,LAP,jax_gene_7040
,TGF-beta1,jax_gene_7040
,TGFB,jax_gene_7040
,TGFbeta,jax_gene_7040
,ODC,jax_gene_4953
,AT-V1,jax_gene_4683
,AT-V2,jax_gene_4683
,ATV,jax_gene_4683
,NBS,jax_gene_4683
,NBS1,jax_gene_4683
,P95,jax_gene_4683
,ASPCR1,jax_gene_79058
,ASPL,jax_gene_79058
,ASPS,jax_gene_79058
,RCC17,jax_gene_79058
,TUG,jax_gene_79058
,UBXD9,jax_gene_79058
,UBXN9,jax_gene_79058
,ASV,jax_gene_6714
,c-SRC,jax_gene_6714
,p60-Src,jax_gene_6714
,SRC1,jax_gene_6714
,THC6,jax_gene_6714
,EAP1,jax_gene_9232
,HPTTG,jax_gene_9232
,PTTG,jax_gene_9232
,TUTR1,jax_gene_9232
,BRK,jax_gene_5753
,NR2B1,jax_gene_6256
,IRTKS,jax_gene_55971
,HPC9,jax_gene_10481
,PSGD,jax_gene_10481
,FPS,jax_gene_2242
,Bp50,jax_gene_958
,CDW40,jax_gene_958
,p50,jax_gene_958
,TNFRSF5,jax_gene_958
,JMJD3,jax_gene_23135
,NEDCFSA,jax_gene_23135
,CDHF14,jax_gene_79633
,CDHR11,jax_gene_79633
,FAT-J,jax_gene_79633
,FATJ,jax_gene_79633
,HKLLS2,jax_gene_79633
,NBLA00548,jax_gene_79633
,VMLDS2,jax_gene_79633
,MRXS34,jax_gene_4841
,NMT55,jax_gene_4841
,NRB54,jax_gene_4841
,P54,jax_gene_4841
,P54NRB,jax_gene_4841
,PPP1R114,jax_gene_4841
,CVID10,jax_gene_4791
,H2TF1,jax_gene_4791
,LYT-10,jax_gene_4791
,LYT10,jax_gene_4791
,NF-kB2,jax_gene_4791
,p100,jax_gene_4791
,p49/p100,jax_gene_4791
,p52,jax_gene_4791
,GALGT,jax_gene_2583
,GalNAc-T,jax_gene_2583
,GALNACT,jax_gene_2583
,SPG26,jax_gene_2583
,C20orf33,jax_gene_56259
,dJ633O20.1,jax_gene_56259
,NAP,jax_gene_56259
,P14L,jax_gene_56259
,PP8304,jax_gene_56259
,ania-6a,jax_gene_57018
,ANIA6A,jax_gene_57018
,BM-001,jax_gene_57018
,PRO1073,jax_gene_57018
,3DL2,jax_gene_3812
,CD158K,jax_gene_3812
,KIR-3DL2,jax_gene_3812
,NKAT-4,jax_gene_3812
,NKAT4,jax_gene_3812
,NKAT4B,jax_gene_3812
,p140,jax_gene_3812
,p38-2,jax_gene_5600
,P38B,jax_gene_5600
,p38Beta,jax_gene_5600
,P38BETA2,jax_gene_5600
,PRKM11,jax_gene_5600
,SAPK2,jax_gene_5600
,SAPK2B,jax_gene_5600
,RFP,jax_gene_5987
,RNF76,jax_gene_5987
,ETOHI2,jax_gene_29102
,HSA242976,jax_gene_29102
,RANSE3L,jax_gene_29102
,RN3,jax_gene_29102
,RNASE3L,jax_gene_29102
,RNASEN,jax_gene_29102
,E2-20K,jax_gene_7328
,GID3,jax_gene_7328
,UBC8,jax_gene_7328
,UBCH,jax_gene_7328
,UBCH2,jax_gene_7328
,CT98,jax_gene_10643
,IMP-3,jax_gene_10643
,IMP3,jax_gene_10643
,KOC,jax_gene_10643
,KOC1,jax_gene_10643
,VICKZ3,jax_gene_10643
,CFIM,jax_gene_11052
,CFIM68,jax_gene_11052
,CFIM72,jax_gene_11052
,HPBRII-4,jax_gene_11052
,HPBRII-7,jax_gene_11052
,BACH1,jax_gene_83990
,FANCJ,jax_gene_83990
,OF,jax_gene_83990
,CRM-1,jax_gene_7514
,CRM1,jax_gene_7514
,emb,jax_gene_7514
,exp1,jax_gene_7514
,D6S204,jax_gene_3107
,HLA-JY3,jax_gene_3107
,HLAC,jax_gene_3107
,HLC-C,jax_gene_3107
,MHC,jax_gene_3107
,PSORS1,jax_gene_3107
,bA282P11.1,jax_gene_80129
,C6orf97,jax_gene_80129
,FGCP,jax_gene_2346
,FOLH,jax_gene_2346
,GCP2,jax_gene_2346
,GCPII,jax_gene_2346
,mGCP,jax_gene_2346
,NAALAD1,jax_gene_2346
,NAALAdase,jax_gene_2346
,PSM,jax_gene_2346
,PSMA,jax_gene_2346
,CHC,jax_gene_1213
,CHC17,jax_gene_1213
,CLH-17,jax_gene_1213
,CLTCL2,jax_gene_1213
,Hc,jax_gene_1213
,MRD56,jax_gene_1213
,ARK,jax_gene_558
,JTK11,jax_gene_558
,Tyro7,jax_gene_558
,UFO,jax_gene_558
,DTR,jax_gene_1839
,DTS,jax_gene_1839
,DTSF,jax_gene_1839
,HEGFL,jax_gene_1839
,bA119F7.1,jax_gene_80312
,CXXC6,jax_gene_80312
,LCX,jax_gene_80312
,SS-5-R,jax_gene_6755
,COCA2,jax_gene_4292
,FCC2,jax_gene_4292
,hMLH1,jax_gene_4292
,HNPCC,jax_gene_4292
,HNPCC2,jax_gene_4292
,CT1.4,jax_gene_4103
,MAGE-41,jax_gene_4103
,MAGE-X2,jax_gene_4103
,MAGE4,jax_gene_4103
,MAGE4A,jax_gene_4103
,MAGE4B,jax_gene_4103
,bA138E2.2,jax_gene_57720
,GCDRP,jax_gene_57720
,LUSTR1,jax_gene_57720
,DNA-PKC,jax_gene_5591
,DNA-PKcs,jax_gene_5591
,DNAPK,jax_gene_5591
,DNAPKc,jax_gene_5591
,DNPK1,jax_gene_5591
,HYRC,jax_gene_5591
,HYRC1,jax_gene_5591
,IMD26,jax_gene_5591
,p350,jax_gene_5591
,XRCC7,jax_gene_5591
,NEU1,jax_gene_51162
,VE-STATIN,jax_gene_51162
,ZNEU1,jax_gene_51162
,PP9284,jax_gene_7113
,PRSS10,jax_gene_7113
,BIT,jax_gene_140885
,CD172A,jax_gene_140885
,MFR,jax_gene_140885
,MYD-1,jax_gene_140885
,P84,jax_gene_140885
,PTPNS1,jax_gene_140885
,SHPS1,jax_gene_140885
,SIRP,jax_gene_140885
,FGF-9,jax_gene_2254
,GAF,jax_gene_2254
,HBFG-9,jax_gene_2254
,HBGF-9,jax_gene_2254
,SYNS3,jax_gene_2254
,CRISTIN2,jax_gene_340419
,HHRRD,jax_gene_340419
,TETAMS2,jax_gene_340419
,APDS,jax_gene_5293
,IMD14,jax_gene_5293
,p110D,jax_gene_5293
,P110DELTA,jax_gene_5293
,PI3K,jax_gene_5293
,CAP-1,jax_gene_7187
,CAP1,jax_gene_7187
,CD40bp,jax_gene_7187
,CRAF1,jax_gene_7187
,IIAE5,jax_gene_7187
,LAP1,jax_gene_7187
,RNF118,jax_gene_7187
,CD107a,jax_gene_3916
,LAMPA,jax_gene_3916
,LGP120,jax_gene_3916
,AST1,jax_gene_2805
,ASTQTL1,jax_gene_2805
,cAspAT,jax_gene_2805
,cCAT,jax_gene_2805
,GIG18,jax_gene_2805
,STL,jax_gene_7955
,HOMG4,jax_gene_1950
,URG,jax_gene_1950
,EK8,jax_gene_2043
,HEK8,jax_gene_2043
,SEK,jax_gene_2043
,TYRO1,jax_gene_2043
,TAZ,jax_gene_25937
,GHBP,jax_gene_2690
,GHIP,jax_gene_2690
,KNO,jax_gene_80781
,KNO1,jax_gene_80781
,KS,jax_gene_80781
,ARHGAP7,jax_gene_10395
,HP,jax_gene_10395
,p122-RhoGAP,jax_gene_10395
,STARD12,jax_gene_10395
,JTK10,jax_gene_3717
,THCYT3,jax_gene_3717
,ACVRIP1,jax_gene_9863
,AIP-1,jax_gene_9863
,AIP1,jax_gene_9863
,ARIP1,jax_gene_9863
,MAGI-2,jax_gene_9863
,NPHS15,jax_gene_9863
,SSCAM,jax_gene_9863
,GPR124,jax_gene_25960
,TEM5,jax_gene_25960
,C/EBP-epsilon,jax_gene_1053
,CRP1,jax_gene_1053
,GTK,jax_gene_2444
,PTK5,jax_gene_2444
,RAK,jax_gene_2444
,c-sis,jax_gene_5155
,IBGC5,jax_gene_5155
,PDGF-2,jax_gene_5155
,PDGF2,jax_gene_5155
,SIS,jax_gene_5155
,SSV,jax_gene_5155
,GAP1IP4BP,jax_gene_22821
,GAPIII,jax_gene_22821
,RSRFR2,jax_gene_100271849
,EC-PTP,jax_gene_5801
,PCPTP1,jax_gene_5801
,PTP-SL,jax_gene_5801
,PTPBR7,jax_gene_5801
,PTPRQ,jax_gene_5801
,HNPCC3,jax_gene_5378
,hPMS1,jax_gene_5378
,MLH2,jax_gene_5378
,PMSL1,jax_gene_5378
,CP47,jax_gene_8419
,CP49,jax_gene_8419
,CTRCT12,jax_gene_8419
,LIFL-L,jax_gene_8419
,PHAKOSIN,jax_gene_8419
,FLAP-1,jax_gene_9208
,FLAP1,jax_gene_9208
,FLIIAP1,jax_gene_9208
,GCF-2,jax_gene_9208
,GCF2,jax_gene_9208
,HUFI-1,jax_gene_9208
,TRIP,jax_gene_9208
,HEL-S-182mP,jax_gene_27232
,C7orf76,jax_gene_7979
,DSS1,jax_gene_7979
,ECD,jax_gene_7979
,SHFD1,jax_gene_7979
,Shfdg1,jax_gene_7979
,SHFM1,jax_gene_7979
,SHSF1,jax_gene_7979
,CAD6,jax_gene_1004
,KCAD,jax_gene_1004
,CYB560,jax_gene_6391
,CYBL,jax_gene_6391
,PGL3,jax_gene_6391
,QPS1,jax_gene_6391
,SDH3,jax_gene_6391
,AGAT,jax_gene_2628
,AT,jax_gene_2628
,CCDS3,jax_gene_2628
,C1orf28,jax_gene_79577
,FIHP,jax_gene_79577
,HPTJT,jax_gene_79577
,HRPT1,jax_gene_79577
,HRPT2,jax_gene_79577
,HYX,jax_gene_79577
,C1orf169,jax_gene_403314
,10q23del,jax_gene_5728
,BZS,jax_gene_5728
,CWS1,jax_gene_5728
,DEC,jax_gene_5728
,GLM2,jax_gene_5728
,MHAM,jax_gene_5728
,MMAC1,jax_gene_5728
,PTEN1,jax_gene_5728
,PTENbeta,jax_gene_5728
,TEP1,jax_gene_5728
,JHDM2A,jax_gene_55818
,JHMD2A,jax_gene_55818
,JMJD1,jax_gene_55818
,JMJD1A,jax_gene_55818
,TSGA,jax_gene_55818
,AGM6,jax_gene_974
,B29,jax_gene_974
,IGB,jax_gene_974
,C19orf13,jax_gene_26065
,FAM61A,jax_gene_26065
,RAP55,jax_gene_26065
,RAP55A,jax_gene_26065
,PNAS-112,jax_gene_83787
,PNAS112,jax_gene_83787
,PSEC0198,jax_gene_83787
,SVH,jax_gene_83787
,ADIR2,jax_gene_4928
,NUP196,jax_gene_4928
,NUP96,jax_gene_4928
,Nup98-96,jax_gene_4928
,AGM,jax_gene_3490
,FSTL2,jax_gene_3490
,IBP-7,jax_gene_3490
,IGFBP-7,jax_gene_3490
,IGFBP-7v,jax_gene_3490
,IGFBPRP1,jax_gene_3490
,MAC25,jax_gene_3490
,PSF,jax_gene_3490
,RAMSVPS,jax_gene_3490
,TAF,jax_gene_3490
,U2AF1-RS2,jax_gene_8233
,U2AF1L2,jax_gene_8233
,U2AF1RS2,jax_gene_8233
,URP,jax_gene_8233
,ZC3H22,jax_gene_8233
,COGIS,jax_gene_8726
,HEED,jax_gene_8726
,WAIT1,jax_gene_8726
,p72-Syk,jax_gene_6850
,NS8,jax_gene_6016
,RIBB,jax_gene_6016
,RIT,jax_gene_6016
,ROC1,jax_gene_6016
,Gen,jax_gene_348654
,ZFP-95,jax_gene_23660
,ZFP95,jax_gene_23660
,ZNF914,jax_gene_23660
,ZSCAN37,jax_gene_23660
,A8,jax_gene_10507
,BB18,jax_gene_10507
,C9orf164,jax_gene_10507
,CD100,jax_gene_10507
,coll-4,jax_gene_10507
,COLL4,jax_gene_10507
,GR3,jax_gene_10507
,M-sema-G,jax_gene_10507
,SEMAJ,jax_gene_10507
,GTBP,jax_gene_2956
,GTMBP,jax_gene_2956
,HNPCC5,jax_gene_2956
,HSAP,jax_gene_2956
,p160,jax_gene_2956
,SGK,jax_gene_6446
,B7-H4,jax_gene_79679
,B7h.5,jax_gene_79679
,B7H4,jax_gene_79679
,B7S1,jax_gene_79679
,B7X,jax_gene_79679
,PRO1291,jax_gene_79679
,VCTN1,jax_gene_79679
,KOG1,jax_gene_57521
,Mip1,jax_gene_57521
,CDX-3,jax_gene_1045
,CDX2/AS,jax_gene_1045
,CDX3,jax_gene_1045
,BAG-4,jax_gene_9530
,SODD,jax_gene_9530
,bA74P14.1,jax_gene_64754
,KMT3E,jax_gene_64754
,ZMYND1,jax_gene_64754
,ZNFN3A1,jax_gene_64754
,ADABP,jax_gene_1803
,ADCP2,jax_gene_1803
,CD26,jax_gene_1803
,DPPIV,jax_gene_1803
,TP103,jax_gene_1803
,CXXC10,jax_gene_9757
,DYT28,jax_gene_9757
,HRX2,jax_gene_9757
,MLL1B,jax_gene_9757
,MLL2,jax_gene_9757
,MLL4,jax_gene_9757
,TRX2,jax_gene_9757
,WBP-7,jax_gene_9757
,WBP7,jax_gene_9757
,BKL,jax_gene_152831
,PSA,jax_gene_5324
,SGPA,jax_gene_5324
,ZNF912,jax_gene_5324
,CT146,jax_gene_8900
,G13,jax_gene_10672
,CD262,jax_gene_8795
,DR5,jax_gene_8795
,KILLER,jax_gene_8795
,KILLER/DR5,jax_gene_8795
,TRAIL-R2,jax_gene_8795
,TRAILR2,jax_gene_8795
,TRICK2,jax_gene_8795
,TRICK2A,jax_gene_8795
,TRICK2B,jax_gene_8795
,TRICKB,jax_gene_8795
,ZTNFR9,jax_gene_8795
,CMD1LL,jax_gene_63976
,KMT8F,jax_gene_63976
,LVNC8,jax_gene_63976
,MEL1,jax_gene_63976
,PFM13,jax_gene_63976
,MRD36,jax_gene_5518
,PP2A-Aalpha,jax_gene_5518
,PP2AA,jax_gene_5518
,PP2AAALPHA,jax_gene_5518
,PR65A,jax_gene_5518
,bHLHe33,jax_gene_7030
,RCCP2,jax_gene_7030
,RCCX1,jax_gene_7030
,TFEA,jax_gene_7030
,Gi,jax_gene_2770
,HK3,jax_gene_84376
,c-yes,jax_gene_7525
,HsT441,jax_gene_7525
,P61-YES,jax_gene_7525
,Yes,jax_gene_7525
,5qNCA,jax_gene_51780
,C5orf7,jax_gene_51780
,JMJD1B,jax_gene_51780
,NET22,jax_gene_51780
,CPR4,jax_gene_8812
,IDDHDF,jax_gene_8812
,C11orf30,jax_gene_56946
,GL002,jax_gene_56946
,CMM3,jax_gene_1019
,PSK-J3,jax_gene_1019
,NR1I1,jax_gene_7421
,PPP1R163,jax_gene_7421
,BDPLT22,jax_gene_2048
,CAPB,jax_gene_2048
,DRT,jax_gene_2048
,EK5,jax_gene_2048
,EPHT3,jax_gene_2048
,ERK,jax_gene_2048
,Hek5,jax_gene_2048
,PCBC,jax_gene_2048
,Tyro5,jax_gene_2048
,ALPS1A,jax_gene_355
,APO-1,jax_gene_355
,APT1,jax_gene_355
,CD95,jax_gene_355
,FAS1,jax_gene_355
,FASTM,jax_gene_355
,TNFRSF6,jax_gene_355
,IDDM20,jax_gene_10019
,LNK,jax_gene_10019
,OPA7,jax_gene_84233
,REPA3,jax_gene_6119
,RP-A p14,jax_gene_6119
,AURA2,jax_gene_1326
,c-COT,jax_gene_1326
,COT,jax_gene_1326
,EST,jax_gene_1326
,ESTF,jax_gene_1326
,MEKK8,jax_gene_1326
,Tpl-2,jax_gene_1326
,TPL2,jax_gene_1326
,hIRAS,jax_gene_11188
,I-1,jax_gene_11188
,IR1,jax_gene_11188
,IRAS,jax_gene_11188
,C10orf77,jax_gene_26097
,C1orf77,jax_gene_26097
,FL-SRAG,jax_gene_26097
,FOP,jax_gene_26097
,pp7704,jax_gene_26097
,SRAG,jax_gene_26097
,SRAG-3,jax_gene_26097
,SRAG-5,jax_gene_26097
,ERYF1,jax_gene_2623
,GATA-1,jax_gene_2623
,GF-1,jax_gene_2623
,GF1,jax_gene_2623
,NF-E1,jax_gene_2623
,NFE1,jax_gene_2623
,XLANP,jax_gene_2623
,XLTDA,jax_gene_2623
,XLTT,jax_gene_2623
,CGI-123,jax_gene_26994
,SID1669,jax_gene_26994
,PRO0327,jax_gene_10721
,JBTS32,jax_gene_51684
,PRO1280,jax_gene_51684
,SUFUH,jax_gene_51684
,SUFUXL,jax_gene_51684
,HSD8,jax_gene_55297
,p56,jax_gene_55297
,ARCND2,jax_gene_5332
,PI-PLC,jax_gene_5332
,SIR2,jax_gene_23411
,SIR2alpha,jax_gene_23411
,SIR2L1,jax_gene_23411
,GTF2D,jax_gene_6908
,GTF2D1,jax_gene_6908
,HDL4,jax_gene_6908
,SCA17,jax_gene_6908
,TFIID,jax_gene_6908
,CFAP108,jax_gene_10664
,FAP108,jax_gene_10664
,MRD21,jax_gene_10664
,ARK5,jax_gene_9891
,BCAP,jax_gene_118788
,Wnt-7a,jax_gene_7476
,ADAR1,jax_gene_103
,AGS6,jax_gene_103
,DRADA,jax_gene_103
,DSH,jax_gene_103
,DSRAD,jax_gene_103
,G1P1,jax_gene_103
,IFI-4,jax_gene_103
,IFI4,jax_gene_103
,K88DSRBP,jax_gene_103
,P136,jax_gene_103
,CANDF7,jax_gene_6772
,IMD31A,jax_gene_6772
,IMD31B,jax_gene_6772
,IMD31C,jax_gene_6772
,ISGF-3,jax_gene_6772
,STAT91,jax_gene_6772
,KIAK0002,jax_gene_894
,MPPH3,jax_gene_894
,CenH3,jax_gene_1058
,CENP-A,jax_gene_1058
,GON-10,jax_gene_3065
,HD1,jax_gene_3065
,KDAC1,jax_gene_3065
,RPD3,jax_gene_3065
,RPD3L1,jax_gene_3065
,CD126,jax_gene_3570
,gp80,jax_gene_3570
,IL-6R-1,jax_gene_3570
,IL-6RA,jax_gene_3570
,IL6Q,jax_gene_3570
,IL6RA,jax_gene_3570
,IL6RQ,jax_gene_3570
,AGMX1,jax_gene_695
,AT,jax_gene_695
,ATK,jax_gene_695
,BPK,jax_gene_695
,IGHD3,jax_gene_695
,IMD1,jax_gene_695
,PSCTK1,jax_gene_695
,XLA,jax_gene_695
,Hdj1,jax_gene_3337
,Hsp40,jax_gene_3337
,HSPF1,jax_gene_3337
,RSPH16B,jax_gene_3337
,Sis1,jax_gene_3337
,FA3,jax_gene_2176
,FAC,jax_gene_2176
,FACC,jax_gene_2176
,KAT3B,jax_gene_2033
,MKHK2,jax_gene_2033
,p300,jax_gene_2033
,RSTS2,jax_gene_2033
,BBAP,jax_gene_151636
,RNF143,jax_gene_151636
,CRK7,jax_gene_51755
,CRKR,jax_gene_51755
,CRKRS,jax_gene_51755
,ACTR,jax_gene_8202
,AIB-1,jax_gene_8202
,AIB1,jax_gene_8202
,bHLHe42,jax_gene_8202
,CAGH16,jax_gene_8202
,CTG26,jax_gene_8202
,KAT13B,jax_gene_8202
,pCIP,jax_gene_8202
