surname,firstInitial,graph_id
Peres,RMR,author_peres_rmr
Punturi,N,author_punturi_n
Schmidt,C,author_schmidt_c
Bartram,A,author_bartram_a
Jou,E,author_jou_e
Devarakonda,V,author_devarakonda_v
Holloway,KR,author_holloway_kr
Lai,WV,author_lai_wv
Hampton,O,author_hampton_o
Rogers,A,author_rogers_a
Tobias,E,author_tobias_e
Parikh,PA,author_parikh_pa
Davies,SR,author_davies_sr
Ma,CX,author_ma_cx
Suman,VJ,author_suman_vj
Hunt,KK,author_hunt_kk
Hoadley,KA,author_hoadley_ka
Perou,CM,author_perou_cm
Haricharan,S,author_haricharan_s
Lim,H,author_lim_h
Ch'ng,C,author_ch_ng_c
Reisle,C,author_reisle_c
Leelakumari,S,author_leelakumari_s
Zhong,E,author_zhong_e
Ionescu,D,author_ionescu_d
Schaeffer,DF,author_schaeffer_df
Ho,C,author_ho_c
Renouf,DJ,author_renouf_dj
Gelmon,K,author_gelmon_k
Jones,SJM,author_jones_sjm
Laskin,J,author_laskin_j
Heining,C,author_heining_c
Uhrig,S,author_uhrig_s
Codo,PL,author_codo_pl
Klink,B,author_klink_b
Fr�hlich,M,author_frohlich_m
Bonekamp,D,author_bonekamp_d
Richter,D,author_richter_d
Steiger,K,author_steiger_k
Ehrenberg,KR,author_ehrenberg_kr
Frank,S,author_frank_s
Kleinheinz,K,author_kleinheinz_k
Toprak,UH,author_toprak_uh
Mandal,R,author_mandal_r
Schulz,L,author_schulz_l
Lambertz,H,author_lambertz_h
Fetscher,S,author_fetscher_s
Bitzer,M,author_bitzer_m
Malek,NP,author_malek_np
Horger,M,author_horger_m
Giese,NA,author_giese_na
Strobel,O,author_strobel_o
Hackert,T,author_hackert_t
Springfeld,C,author_springfeld_c
Feuerbach,L,author_feuerbach_l
Bergmann,F,author_bergmann_f
Schr�ck,E,author_schrock_e
Scholl,C,author_scholl_c
Ball,CR,author_ball_cr
Fr�hling,S,author_frohling_s
Glimm,H,author_glimm_h
Selvakumar,P,author_selvakumar_p
Owens,TA,author_owens_ta
David,JM,author_david_jm
Petrelli,NJ,author_petrelli_nj
Christensen,BC,author_christensen_bc
Lakshmikuttyamma,A,author_lakshmikuttyamma_a
Rajasekaran,AK,author_rajasekaran_ak
Di,Leva,author_di_leva
Piovan,C,author_piovan_c
Gasparini,P,author_gasparini_p
Ngankeu,A,author_ngankeu_a
Taccioli,C,author_taccioli_c
Briskin,D,author_briskin_d
Cheung,DG,author_cheung_dg
Bolon,B,author_bolon_b
Anderlucci,L,author_anderlucci_l
Alder,H,author_alder_h
Nuovo,G,author_nuovo_g
Iorio,MV,author_iorio_mv
Galasso,M,author_galasso_m
Santhanam,R,author_santhanam_r
Ramasamy,S,author_ramasamy_s
Perrotti,D,author_perrotti_d
Powell,KA,author_powell_ka
Bratasz,A,author_bratasz_a
Garofalo,M,author_garofalo_m
Nephew,KP,author_nephew_kp
Strebovsky,J,author_strebovsky_j
Walker,P,author_walker_p
Lang,R,author_lang_r
Kim,DH,author_kim_dh
Jang,KO,author_jang_ko
Chung,IS,author_chung_is
Han,YS,author_han_ys
Funk,MC,author_funk_mc
Bera,AN,author_bera_an
Menchen,T,author_menchen_t
Kuales,G,author_kuales_g
Thriene,K,author_thriene_k
Lienkamp,SS,author_lienkamp_ss
Dengjel,J,author_dengjel_j
Frank,M,author_frank_m
Arnold,SJ,author_arnold_sj
N�nez-Oll�,M,author_nunez_olle_m
Jung,C,author_jung_c
Terr�,B,author_terre_b
Balsiger,NA,author_balsiger_na
Plata,C,author_plata_c
Roset,R,author_roset_r
Pardo-Pastor,C,author_pardo_pastor_c
Rojas,S,author_rojas_s
Alameda,F,author_alameda_f
Lloreta,J,author_lloreta_j
Mart�n-Caballero,J,author_martin_caballero_j
Flores,JM,author_flores_jm
Stracker,TH,author_stracker_th
Valverde,MA,author_valverde_ma
Mu�oz,FJ,author_munoz_fj
Gil-G�mez,G,author_gil_gomez_g
Shupp,A,author_shupp_a
Casimiro,MC,author_casimiro_mc
Pestell,RG,author_pestell_rg
Xie,S,author_xie_s
Zhou,GL,author_zhou_gl
Kikuchi,N,author_kikuchi_n
Nakanishi,K,author_nakanishi_k
Sugawara,T,author_sugawara_t
Segawa,K,author_segawa_k
Wada,R,author_wada_r
Iwasaki,M,author_iwasaki_m
Emori,M,author_emori_m
Maurer,P,author_maurer_p
T'Sas,F,author_t_sas_f
Coutte,L,author_coutte_l
Callens,N,author_callens_n
Brenner,C,author_brenner_c
Van,Lint,author_van_lint
de,Launoit,author_de_launoit
Baert,JL,author_baert_jl
Doherty,JR,author_doherty_jr
Cleveland,JL,author_cleveland_jl
Namiki,T,author_namiki_t
Coelho,SG,author_coelho_sg
Yaguchi,T,author_yaguchi_t
Valencia,JC,author_valencia_jc
Kaneko,Y,author_kaneko_y
Tanemura,A,author_tanemura_a
Katayama,I,author_katayama_i
Yokozeki,H,author_yokozeki_h
Gill,MK,author_gill_mk
Christova,T,author_christova_t
Zhang,YY,author_zhang_yy
Alter,BP,author_alter_bp
Holderness,Parker,author_holderness_parker
Donninger,H,author_donninger_h
Birrer,MJ,author_birrer_mj
Leaner,VD,author_leaner_vd
Eswaran,J,author_eswaran_j
Soundararajan,M,author_soundararajan_m
Knapp,S,author_knapp_s
Wu,HY,author_wu_hy
Yang,MC,author_yang_mc
Ding,LY,author_ding_ly
Chen,CS,author_chen_cs
Chu,PC,author_chu_pc
Dang,YW,author_dang_yw
Feng,ZB,author_feng_zb
Pozo,K,author_pozo_k
Bibb,JA,author_bibb_ja
Calvete,O,author_calvete_o
Garcia-Pavia,P,author_garcia_pavia_p
Benitez-Buelga,C,author_benitez_buelga_c
Paumard-Hern�ndez,B,author_paumard_hernandez_b
Fernandez,V,author_fernandez_v
Dominguez,F,author_dominguez_f
Salas,C,author_salas_c
Romero-Laorden,N,author_romero_laorden_n
Garcia-Donas,J,author_garcia_donas_j
Carrillo,J,author_carrillo_j
Trivi�o,JC,author_trivino_jc
Casali,PG,author_casali_pg
Perrone,F,author_perrone_f
Tamborini,E,author_tamborini_e
Gherardi,G,author_gherardi_g
Arrigoni,G,author_arrigoni_g
Collini,P,author_collini_p
De,Paoli,author_de_paoli
Aiello,A,author_aiello_a
Pilotti,S,author_pilotti_s
Pelosi,G,author_pelosi_g
Hoskins,JW,author_hoskins_jw
Jia,J,author_jia_j
Flandez,M,author_flandez_m
Parikh,H,author_parikh_h
Collins,I,author_collins_i
Emmanuel,MA,author_emmanuel_ma
Powell,J,author_powell_j
Dalpke,AH,author_dalpke_ah
Sasi,W,author_sasi_w
Sharma,AK,author_sharma_ak
Mokbel,K,author_mokbel_k
Zhang,WW,author_zhang_ww
Lubas,M,author_lubas_m
Christensen,MS,author_christensen_ms
Kristiansen,MS,author_kristiansen_ms
Domanski,M,author_domanski_m
Falkenby,LG,author_falkenby_lg
Lykke-Andersen,S,author_lykke_andersen_s
Andersen,JS,author_andersen_js
Jensen,TH,author_jensen_th
Hou,S,author_hou_s
Sha,LG,author_sha_lg
Balduini,A,author_balduini_a
Raslova,H,author_raslova_h
Di,Buduo,author_di_buduo
Donada,A,author_donada_a
Ballmaier,M,author_ballmaier_m
Germeshausen,M,author_germeshausen_m
Balduini,CL,author_balduini_cl
Fei,Z,author_fei_z
Bera,TK,author_bera_tk
Xiang,L,author_xiang_l
Gregorieff,A,author_gregorieff_a
Narimatsu,M,author_narimatsu_m
Xiong,S,author_xiong_s
Moran,MF,author_moran_mf
Zlotta,AR,author_zlotta_ar
Sicheri,F,author_sicheri_f
Wrana,JL,author_wrana_jl
Attisano,L,author_attisano_l
Liu,ZJ,author_liu_zj
Ouyang,S,author_ouyang_s
Cheah,JJC,author_cheah_jjc
Polprasert,C,author_polprasert_c
Schulze,I,author_schulze_i
Hosono,N,author_hosono_n
Phillips,JG,author_phillips_jg
Bluteau,D,author_bluteau_d
Balayn,N,author_balayn_n
Currao,M,author_currao_m
Nurden,P,author_nurden_p
Deswarte,C,author_deswarte_c
Leverger,G,author_leverger_g
Noris,P,author_noris_p
Perrotta,S,author_perrotta_s
Vainchenker,W,author_vainchenker_w
Debili,N,author_debili_n
Favier,R,author_favier_r
Alessi,MC,author_alessi_mc
Geddis,AE,author_geddis_ae
Kunishima,S,author_kunishima_s
Heller,PG,author_heller_pg
Giordano,P,author_giordano_p
Niederhoffer,KY,author_niederhoffer_ky
Bussel,JB,author_bussel_jb
Podda,GM,author_podda_gm
Vianelli,N,author_vianelli_n
Kersseboom,R,author_kersseboom_r
Pecci,A,author_pecci_a
Gnan,C,author_gnan_c
Marconi,C,author_marconi_c
Cohen,W,author_cohen_w
Yu,JC,author_yu_jc
Iguchi,A,author_iguchi_a
Miller,Imahiyerobo,author_miller_imahiyerobo
Boehlen,F,author_boehlen_f
Ghalloussi,D,author_ghalloussi_d
De,Rocco,author_de_rocco
Magini,P,author_magini_p
Civaschi,E,author_civaschi_e
Biino,G,author_biino_g
Seri,M,author_seri_m
Savoia,A,author_savoia_a
Canobbio,I,author_canobbio_i
Bozzi,V,author_bozzi_v
Pippucci,T,author_pippucci_t
Simonetti,G,author_simonetti_g
Melazzini,F,author_melazzini_f
Angori,S,author_angori_s
Martinelli,G,author_martinelli_g
Torti,M,author_torti_m
Matthews,JM,author_matthews_jm
Lester,K,author_lester_k
Joseph,S,author_joseph_s
Curtis,DJ,author_curtis_dj
Du,L,author_du_l
Suraokar,M,author_suraokar_m
Shelton,SS,author_shelton_ss
Hsiao,TH,author_hsiao_th
Pertsemlidis,A,author_pertsemlidis_a
Hrossova,D,author_hrossova_d
Sikorsky,T,author_sikorsky_t
Potesil,D,author_potesil_d
Bartosovic,M,author_bartosovic_m
Pasulka,J,author_pasulka_j
Zdrahal,Z,author_zdrahal_z
Stefl,R,author_stefl_r
Vanacova,S,author_vanacova_s
Cocc�,MC,author_cocce_mc
Mardin,BR,author_mardin_br
Bens,S,author_bens_s
Lubieniecki,F,author_lubieniecki_f
Gallego,MS,author_gallego_ms
Amable,L,author_amable_l
Andr�s,R,author_andres_r
Cano,JM,author_cano_jm
Rivera,B,author_rivera_b
Alonso-Pulpon,L,author_alonso_pulpon_l
Setien,F,author_setien_f
Rodriguez-Perales,S,author_rodriguez_perales_s
Bougeard,G,author_bougeard_g
Frebourg,T,author_frebourg_t
Blasco,MA,author_blasco_ma
Ben�tez,J,author_benitez_j
Gretz,N,author_gretz_n
Gebert,J,author_gebert_j
Dihlmann,S,author_dihlmann_s
Mu,K,author_mu_k
Malats,N,author_malats_n
Bamlet,WR,author_bamlet_wr
Petersen,GM,author_petersen_gm
Real,FX,author_real_fx
Amundadottir,LT,author_amundadottir_lt
Kerschner,JL,author_kerschner_jl
Dhingra,S,author_dhingra_s
Fiel,MI,author_fiel_mi
Wawer,MJ,author_wawer_mj
Huang,QY,author_huang_qy
Sizemore,A,author_sizemore_a
Lawlor,MA,author_lawlor_ma
Cowley,GS,author_cowley_gs
Ott,CJ,author_ott_cj
Cogswell,P,author_cogswell_p
Bisof,V,author_bisof_v
Zajc,Petranovic,author_zajc_petranovic
Rakusic,Z,author_rakusic_z
Samardzic,KR,author_samardzic_kr
Juretic,A,author_juretic_a
Huang,ZL,author_huang_zl
Luo,RZ,author_luo_rz
Zhu,LC,author_zhu_lc
Wen,Z,author_wen_z
Hinai,AA,author_hinai_aa
Valk,PJ,author_valk_pj
Schenk,R,author_schenk_r
Jenke,A,author_jenke_a
Garcia,J,author_garcia_j
Lizcano,F,author_lizcano_f
Wang,BJ,author_wang_bj
Tseng,JC,author_tseng_jc
Tsai,KK,author_tsai_kk
Shen,YY,author_shen_yy
Yuh,CH,author_yuh_ch
Sie,ZL,author_sie_zl
Wang,WC,author_wang_wc
Chuu,CP,author_chuu_cp
Letfus,V,author_letfus_v
Jelic,D,author_jelic_d
Bokulic,A,author_bokulic_a
Petrinic,Grba,author_petrinic_grba
Kostrun,S,author_kostrun_s
Salahshor,S,author_salahshor_s
Woodgett,JR,author_woodgett_jr
Kappelmann,M,author_kappelmann_m
Kuphal,S,author_kuphal_s
Gen,Y,author_gen_y
Tsuji,K,author_tsuji_k
Dohi,O,author_dohi_o
Zen,K,author_zen_k
Mitsuyoshi,H,author_mitsuyoshi_h
Minami,M,author_minami_m
Okanoue,T,author_okanoue_t
Yoshikawa,T,author_yoshikawa_t
Sheppard,HE,author_sheppard_he
Clarke,PA,author_clarke_pa
Sommer,J,author_sommer_j
Clemons,PA,author_clemons_pa
Kotz,JD,author_kotz_jd
Schreiber,SL,author_schreiber_sl
Young,MD,author_young_md
Farndon,SJ,author_farndon_sj
Guzzo,C,author_guzzo_c
Butler,AP,author_butler_ap
Shlien,A,author_shlien_a
Bashashati,A,author_bashashati_a
Jamshidi,F,author_jamshidi_f
Wunder,J,author_wunder_j
Dickson,B,author_dickson_b
Anholt,RR,author_anholt_rr
Sonenberg,N,author_sonenberg_n
Meijer,HA,author_meijer_ha
Kong,YW,author_kong_yw
Lu,WT,author_lu_wt
Wilczynska,A,author_wilczynska_a
Spriggs,RV,author_spriggs_rv
Robinson,SW,author_robinson_sw
Godfrey,JD,author_godfrey_jd
Willis,AE,author_willis_ae
Bushell,M,author_bushell_m
Kaneita,Y,author_kaneita_y
Moriyama,M,author_moriyama_m
Oblinger,JL,author_oblinger_jl
Burns,SS,author_burns_ss
Akhmametyeva,EM,author_akhmametyeva_em
Miles-Markley,B,author_miles_markley_b
Moberly,AC,author_moberly_ac
Kinghorn,AD,author_kinghorn_ad
Welling,DB,author_welling_db
Chang,LS,author_chang_ls
Shaoyan,X,author_shaoyan_x
Juanjuan,Y,author_juanjuan_y
Yalan,T,author_yalan_t
Ping,H,author_ping_h
Jianzhong,L,author_jianzhong_l
Qinian,W,author_qinian_w
Kl�mper,N,author_klumper_n
Offermann,A,author_offermann_a
Deng,M,author_deng_m
Syring,I,author_syring_i
Merseburger,AS,author_merseburger_as
Wilson,JE,author_wilson_je
Petrucelli,AS,author_petrucelli_as
Koblansky,AA,author_koblansky_aa
Truax,AD,author_truax_ad
Oyama,Y,author_oyama_y
Rogers,AB,author_rogers_ab
Brickey,WJ,author_brickey_wj
Schneider,M,author_schneider_m
M�hlbauer,M,author_muhlbauer_m
Barker,BR,author_barker_br
Jobin,C,author_jobin_c
Allbritton,NL,author_allbritton_nl
Davis,BK,author_davis_bk
Ting,JP,author_ting_jp
Chai,D,author_chai_d
Shan,H,author_shan_h
Clemente,M,author_clemente_m
Parker,Y,author_parker_y
Lindner,D,author_lindner_d
Dienes,B,author_dienes_b
Jankowsky,E,author_jankowsky_e
Saunthararajah,Y,author_saunthararajah_y
Oakley,K,author_oakley_k
Nguyen,N,author_nguyen_n
Churpek,JE,author_churpek_je
Pollyea,DA,author_pollyea_da
Krug,U,author_krug_u
Klein,HU,author_klein_hu
S�bert,M,author_sebert_m
Passet,M,author_passet_m
Raimbault,A,author_raimbault_a
Rahm�,R,author_rahme_r
Raffoux,E,author_raffoux_e
Sicre,de,author_sicre_de
Cerrano,M,author_cerrano_m
Quentin,S,author_quentin_s
Vasquez,N,author_vasquez_n
Da,Costa,author_da_costa
Dombret,H,author_dombret_h
Peffault,de,author_peffault_de
Soci�,G,author_socie_g
Itzykson,R,author_itzykson_r
Fenaux,P,author_fenaux_p
Ad�s,L,author_ades_l
Vijai,J,author_vijai_j
Topka,S,author_topka_s
Villano,D,author_villano_d
Ravichandran,V,author_ravichandran_v
Maxwell,KN,author_maxwell_kn
Maria,A,author_maria_a
Gaddam,P,author_gaddam_p
Lincoln,A,author_lincoln_a
Kr�ger,M,author_kruger_m
Linke,WA,author_linke_wa
Stephens,P,author_stephens_p
Smith,R,author_smith_r
Dalgliesh,GL,author_dalgliesh_gl
Hunter,C,author_hunter_c
Bignell,G,author_bignell_g
Stevens,C,author_stevens_c
O'Meara,S,author_o_meara_s
Schmidt,EE,author_schmidt_ee
Avis,T,author_avis_t
Barthorpe,S,author_barthorpe_s
Bhamra,G,author_bhamra_g
Buck,G,author_buck_g
Choudhury,B,author_choudhury_b
Clements,J,author_clements_j
Cole,J,author_cole_j
Dicks,E,author_dicks_e
Forbes,S,author_forbes_s
Gray,K,author_gray_k
Halliday,K,author_halliday_k
Harrison,R,author_harrison_r
Hills,K,author_hills_k
Jenkinson,A,author_jenkinson_a
Mironenko,T,author_mironenko_t
Perry,J,author_perry_j
Richardson,D,author_richardson_d
Shepherd,R,author_shepherd_r
Small,A,author_small_a
Tofts,C,author_tofts_c
Varian,J,author_varian_j
Webb,T,author_webb_t
West,S,author_west_s
Widaa,S,author_widaa_s
Yates,A,author_yates_a
Louis,DN,author_louis_dn
Goldstraw,P,author_goldstraw_p
Brasseur,F,author_brasseur_f
Looijenga,L,author_looijenga_l
Chiew,YE,author_chiew_ye
Greaves,MF,author_greaves_mf
Birney,E,author_birney_e
Easton,DF,author_easton_df
Tan,MH,author_tan_mh
Khoo,SK,author_khoo_sk
Yuen,ST,author_yuen_st
Leung,SY,author_leung_sy
Wooster,R,author_wooster_r
Bleeker,FE,author_bleeker_fe
Magnuson,B,author_magnuson_b
Ekim,B,author_ekim_b
Fingar,DC,author_fingar_dc
Fenton,TR,author_fenton_tr
Gout,IT,author_gout_it
Kazzaz,S,author_kazzaz_s
Wenz,B,author_wenz_b
Carmi,S,author_carmi_s
Schrader,KA,author_schrader_ka
Lipkin,SM,author_lipkin_sm
Neuhausen,SL,author_neuhausen_sl
Walsh,MF,author_walsh_mf
Rennert,H,author_rennert_h
Stadler,ZK,author_stadler_zk
Robson,M,author_robson_m
Weitzel,JN,author_weitzel_jn
Domchek,S,author_domchek_s
Daly,MJ,author_daly_mj
Nathanson,KL,author_nathanson_kl
Norton,L,author_norton_l
Offit,K,author_offit_k
Beglyarova,N,author_beglyarova_n
Banina,E,author_banina_e
Mukhamadeeva,R,author_mukhamadeeva_r
Andrianov,G,author_andrianov_g
Bobrov,E,author_bobrov_e
Lysenko,E,author_lysenko_e
Skobeleva,N,author_skobeleva_n
Gabitova,L,author_gabitova_l
Restifo,D,author_restifo_d
Pressman,M,author_pressman_m
Hoffman,JP,author_hoffman_jp
Paz,K,author_paz_k
Behrens,D,author_behrens_d
Khazak,V,author_khazak_v
Jablonski,SA,author_jablonski_sa
Weiner,LM,author_weiner_lm
Pamonsinlapatham,P,author_pamonsinlapatham_p
Hadj-Slimane,R,author_hadj_slimane_r
Lepelletier,Y,author_lepelletier_y
Allain,B,author_allain_b
B�rlund,M,author_barlund_m
Forozan,F,author_forozan_f
Bittner,ML,author_bittner_ml
Torhorst,J,author_torhorst_j
Haas,P,author_haas_p
Bucher,C,author_bucher_c
Fridlyand,J,author_fridlyand_j
Lohr,S,author_lohr_s
Cavet,G,author_cavet_g
Chant,J,author_chant_j
Dorrah,K,author_dorrah_k
Jimenez-Tapia,D,author_jimenez_tapia_d
Arriaga,B,author_arriaga_b
Cao,W,author_cao_w
Han,KJ,author_han_kj
Chae,M,author_chae_m
Park,SM,author_park_sm
Jang,IS,author_jang_is
Seo,T,author_seo_t
Kim,DM,author_kim_dm
Kim,IC,author_kim_ic
Sakai,T,author_sakai_t
Mashima,H,author_mashima_h
Goto,T,author_goto_t
Sato,W,author_sato_w
Dohmen,T,author_dohmen_t
Kamada,K,author_kamada_k
Yoshioka,M,author_yoshioka_m
Uchinami,H,author_uchinami_h
Liu,DP,author_liu_dp
Chen,PP,author_chen_pp
Tong,XJ,author_tong_xj
Mei,Z,author_mei_z
Cui,A,author_cui_a
Xu,A,author_xu_a
Fidler,C,author_fidler_c
Strickson,AJ,author_strickson_aj
Watkins,F,author_watkins_f
Kostrzewa,M,author_kostrzewa_m
Jaju,RJ,author_jaju_rj
Wainscoat,JS,author_wainscoat_js
Sievers,E,author_sievers_e
Vlasic,I,author_vlasic_i
Carlsson,J,author_carlsson_j
Svensson,MA,author_svensson_ma
Shaikhibrahim,Z,author_shaikhibrahim_z
Nakamura,A,author_nakamura_a
Nakata,D,author_nakata_d
Kakoi,Y,author_kakoi_y
Kunitomo,M,author_kunitomo_m
Murai,S,author_murai_s
Ebara,S,author_ebara_s
Hata,A,author_hata_a
Mikolcevic,P,author_mikolcevic_p
Hess,MW,author_hess_mw
Pfaller,K,author_pfaller_k
Barisic,M,author_barisic_m
Le,Guezennec,author_le_guezennec
Bulavin,DV,author_bulavin_dv
Levin,C,author_levin_c
Koren,A,author_koren_a
Pretorius,E,author_pretorius_e
Rosenberg,N,author_rosenberg_n
Shenkman,B,author_shenkman_b
Hauschner,H,author_hauschner_h
Zalman,L,author_zalman_l
Khayat,M,author_khayat_m
Salama,I,author_salama_i
Elpeleg,O,author_elpeleg_o
Shalev,S,author_shalev_s
Toccafondi,M,author_toccafondi_m
Garbay,C,author_garbay_c
Raynaud,F,author_raynaud_f
Desmeules,P,author_desmeules_p
Smith,RS,author_smith_rs
Sung,H,author_sung_h
Hill,KS,author_hill_ks
Messina,JL,author_messina_jl
Sarnaik,AA,author_sarnaik_aa
Sondak,VK,author_sondak_vk
Mul�,JJ,author_mule_jj
Ratnakumar,K,author_ratnakumar_k
Bernstein,E,author_bernstein_e
Koschmann,C,author_koschmann_c
Gold,HL,author_gold_hl
Wengrod,J,author_wengrod_j
de,Miera,author_de_miera
Fleming,N,author_fleming_n
Sikkema,L,author_sikkema_l
Kirchhoff,T,author_kirchhoff_t
Hochman,T,author_hochman_t
Goldberg,JD,author_goldberg_jd
Gardner,LB,author_gardner_lb
Ohama,T,author_ohama_t
Tanuma,N,author_tanuma_n
Matsui,Y,author_matsui_y
Hayakawa,N,author_hayakawa_n
Inagaki,A,author_inagaki_a
Sumiyoshi,M,author_sumiyoshi_m
Momoi,Y,author_momoi_y
Kishimoto,A,author_kishimoto_a
Sasaki,N,author_sasaki_n
Ohuchi,T,author_ohuchi_t
Nomura,M,author_nomura_m
Teruya,Y,author_teruya_y
Yasuda,K,author_yasuda_k
Shima,H,author_shima_h
Hou,W,author_hou_w
Stark,JM,author_stark_jm
Hammond,D,author_hammond_d
Zeng,K,author_zeng_k
Espert,A,author_espert_a
Bastos,RN,author_bastos_rn
Baron,RD,author_baron_rd
Gruneberg,U,author_gruneberg_u
Barr,FA,author_barr_fa
Sheng,K,author_sheng_k
Larner,J,author_larner_j
Mi,J,author_mi_j
Kaklamani,VG,author_kaklamani_vg
Biswas,S,author_biswas_s
Chytil,A,author_chytil_a
Washington,K,author_washington_k
Romero-Gallo,J,author_romero_gallo_j
Gorska,AE,author_gorska_ae
Wirth,PS,author_wirth_ps
Gautam,S,author_gautam_s
Moses,HL,author_moses_hl
Ostapoff,KT,author_ostapoff_kt
Cenik,BK,author_cenik_bk
Nugent,D,author_nugent_d
Zilbauer,M,author_zilbauer_m
Wirth,S,author_wirth_s
Postberg,J,author_postberg_j
Urahama,T,author_urahama_t
Harada,A,author_harada_a
Maehara,K,author_maehara_k
Shiraishi,K,author_shiraishi_k
Osakabe,A,author_osakabe_a
Tachiwana,H,author_tachiwana_h
Kagawa,W,author_kagawa_w
Kurumizaka,H,author_kurumizaka_h
Vandin,F,author_vandin_f
Niu,B,author_niu_b
McMichael,JF,author_mcmichael_jf
Wyczalkowski,MA,author_wyczalkowski_ma
Leiserson,MDM,author_leiserson_mdm
Walter,MJ,author_walter_mj
Raphael,BJ,author_raphael_bj
Fahey,CC,author_fahey_cc
Davis,IJ,author_davis_ij
McDaniel,SL,author_mcdaniel_sl
Strahl,BD,author_strahl_bd
Kong,F,author_kong_f
Duns,G,author_duns_g
van,Duivenbode,author_van_duivenbode
Osinga,J,author_osinga_j
Hollema,H,author_hollema_h
Kok,K,author_kok_k
Walter,DM,author_walter_dm
Pelliniemi,LJ,author_pelliniemi_lj
Boesl,M,author_boesl_m
Yan,F,author_yan_f
Luo,N,author_luo_n
Tan,M,author_tan_m
Ocorr,K,author_ocorr_k
Bodmer,R,author_bodmer_r
Gerges,N,author_gerges_n
Fiset,PO,author_fiset_po
Ramkissoon,LA,author_ramkissoon_la
Corcoran,A,author_corcoran_a
Johann,P,author_johann_p
Tomita,T,author_tomita_t
Roll,JD,author_roll_jd
Reuther,GW,author_reuther_gw
Elgaaen,BV,author_elgaaen_bv
Haug,KB,author_haug_kb
Olstad,OK,author_olstad_ok
Fortunati,D,author_fortunati_d
Onsrud,M,author_onsrud_m
Staff,AC,author_staff_ac
Sauer,T,author_sauer_t
Gautvik,KM,author_gautvik_km
Sankaranarayanan,P,author_sankaranarayanan_p
Schomay,TE,author_schomay_te
Aiello,KA,author_aiello_ka
Alter,O,author_alter_o
Venancio,OS,author_venancio_os
Buza,EL,author_buza_el
Tobias,JW,author_tobias_jw
Deshpande,C,author_deshpande_c
Gudiel,AA,author_gudiel_aa
Kim-Kiselak,C,author_kim_kiselak_c
Cicchini,M,author_cicchini_m
Yates,TJ,author_yates_tj
Feldser,DM,author_feldser_dm
Du,W,author_du_w
Amarachintha,S,author_amarachintha_s
Erden,O,author_erden_o
Wilson,A,author_wilson_a
Meetei,AR,author_meetei_ar
Namekawa,SH,author_namekawa_sh
Pang,Q,author_pang_q
Hagopian,MM,author_hagopian_mm
Topalovski,M,author_topalovski_m
Rivera,LB,author_rivera_lb
Carroll,KD,author_carroll_kd
Brekken,RA,author_brekken_ra
Yu,T,author_yu_t
Bachman,J,author_bachman_j
Bagadi,SA,author_bagadi_sa
Prasad,CP,author_prasad_cp
Srivastava,A,author_srivastava_a
Prashad,R,author_prashad_r
Gupta,SD,author_gupta_sd
Hulea,L,author_hulea_l
Nepveu,A,author_nepveu_a
Ramdzan,ZM,author_ramdzan_zm
Ginjala,V,author_ginjala_v
Pinder,JB,author_pinder_jb
Chung,D,author_chung_d
Donovan,CM,author_donovan_cm
Kaur,S,author_kaur_s
Leduy,L,author_leduy_l
Wasag,B,author_wasag_b
Lierman,E,author_lierman_e
Meeus,P,author_meeus_p
Chu,Y,author_chu_y
Shao,YW,author_shao_yw
Lu,K,author_lu_k
Calinescu,AA,author_calinescu_aa
Nunez,FJ,author_nunez_fj
Mackay,A,author_mackay_a
Fazal-Salom,J,author_fazal_salom_j
Mendez,F,author_mendez_f
Kamran,N,author_kamran_n
Dzaman,M,author_dzaman_m
Mulpuri,L,author_mulpuri_l
Krasinkiewicz,J,author_krasinkiewicz_j
Doherty,R,author_doherty_r
Lemons,R,author_lemons_r
Brosnan-Cashman,JA,author_brosnan_cashman_ja
Roh,S,author_roh_s
Appelman,H,author_appelman_h
Ferguson,D,author_ferguson_d
Gorbunova,V,author_gorbunova_v
Meeker,A,author_meeker_a
Lowenstein,PR,author_lowenstein_pr
Castro,MG,author_castro_mg
Chou,A,author_chou_a
Itchins,M,author_itchins_m
de,Reuver,author_de_reuver
Arena,J,author_arena_j
Clarkson,A,author_clarkson_a
Sheen,A,author_sheen_a
Sioson,L,author_sioson_l
Cheung,V,author_cheung_v
Perren,A,author_perren_a
Nahm,C,author_nahm_c
Mittal,A,author_mittal_a
Samra,JS,author_samra_js
Pajic,M,author_pajic_m
Lopez,LV,author_lopez_lv
Bhattacharyya,S,author_bhattacharyya_s
Carlsen,ED,author_carlsen_ed
Bartlett,D,author_bartlett_d
Rao,UNM,author_rao_unm
Goldman,S,author_goldman_s
Nagib,M,author_nagib_m
Bendel,A,author_bendel_a
Goumnerova,L,author_goumnerova_l
Bowers,DC,author_bowers_dc
Alden,T,author_alden_t
Browd,S,author_browd_s
Geyer,JR,author_geyer_jr
Leary,S,author_leary_s
Jallo,G,author_jallo_g
Cohen,K,author_cohen_k
Prados,MD,author_prados_md
Carret,AS,author_carret_as
Ellezam,B,author_ellezam_b
Crevier,L,author_crevier_l
Myseros,J,author_myseros_j
Siegel,PM,author_siegel_pm
Malkin,H,author_malkin_h
Decock,A,author_decock_a
Ongenaert,M,author_ongenaert_m
Hoebeeck,J,author_hoebeeck_j
De,Preter,author_de_preter
